3562073
/m/09lqq6
/m/09lqq6
Stephen King
2006-01-24
{"/m/014dfn": "Speculative fiction", "/m/03npn": "Horror", "/m/02xlf": "Fiction", "/m/0c3351": "Suspense"}
a 28
abandon 1
abilities 1
able 1
about 1
academy 2
across 1
act 1
activities 1
after 1
alice 4
all 3
almost 1
alone 1
alternatives 1
amidst 1
an 3
and 30
another 4
any 1
approaches 1
approaching 1
ardai 3
are 2
army 1
around 1
arrive 1
arrives 2
artist 1
as 7
at 3
attack 2
avoid 1
awaits 1
away 1
banding 1
batterypowered 1
be 2
become 2
been 1
before 2
beginning 1
begun 1
behave 1
better 1
blast 1
bloody 1
bomb 1
book 1
boston 3
brain 1
break 1
breaks 1
bringing 1
broadcast 1
broadcasting 1
buries 1
burns 1
bury 1
bus 2
but 4
by 6
called 1
canada 1
cancel 1
catching 1
caused 1
causing 1
cell 2
cellphone 4
cellphonefree 1
ceremonial 2
chaos 2
charles 1
civilization 1
clay 16
clayton 1
clear 1
come 1
commit 1
commits 2
common 1
compelled 1
compels 1
computer 2
construction 1
corrupted 3
county 1
crazies 1
crossing 1
crumbles 1
cryptically 1
day 1
days 1
deal 1
death 1
decide 2
decides 1
destroy 1
determined 2
detonate 1
detonator 1
devastated 1
developing 1
dialing 1
discover 1
discovering 1
discovers 1
disheveled 1
disturbing 1
doing 1
dream 2
dreamer 1
drives 1
driving 1
dub 1
each 2
ear 1
elderly 1
en 1
encounters 1
ends 1
england 1
entire 1
erratic 1
erratically 1
erupt 1
escapes 1
estranged 1
everincreasing 1
every 1
everyone 1
execution 2
executions 1
exhibition 1
experiences 1
explosives 1
exposed 1
face 1
fair 3
father 1
field 1
filled 1
finding 1
finds 1
five 1
flee 1
fleeting 1
flock 8
flockkillers 3
flocks 1
following 2
food 1
for 6
foraging 1
force 1
former 1
frightening 1
from 5
gaiten 1
get 1
give 1
gives 1
global 1
go 1
goes 1
graphic 1
group 7
gruesome 1
had 1
halfassembled 1
hall 1
hampshire 1
harvard 2
has 4
have 5
having 2
he 6
head 2
heads 2
her 1
heroes 1
him 6
himself 2
hints 1
his 7
hits 1
hive 1
home 2
hometown 1
hooded 1
hoodie 1
hoping 1
horrific 1
however 1
in 10
increasing 1
increasingly 1
inert 1
infected 1
intent 1
into 8
is 12
it 3
itself 1
jerryrigged 1
johnny 6
jordan 5
just 1
kashwak 4
kent 1
killed 2
killer 1
landed 1
leaderless 1
learn 2
let 1
local 1
lock 1
loutish 1
maine 3
majority 1
man 4
marked 1
maxwell 1
mccourt 1
meeting 1
metaphorical 1
middleaged 1
midst 1
mind 1
mindless 1
morning 2
murderers 1
must 1
mutated 1
named 1
network 2
nevertheless 1
new 3
newcomers 1
newer 1
next 1
night 4
nightmare 1
no 1
nonphoners 1
normals 3
normie 1
normies 3
north 3
notes 1
novel 1
number 1
numbers 1
objection 1
of 16
off 2
on 4
once 1
one 4
orders 1
other 5
others 3
out 5
over 1
pack 1
pair 2
patch 1
people 1
petty 1
phone 4
phoner 2
phoners 15
phonetriggered 1
placing 1
plan 2
planned 1
pond 1
powers 1
preempt 1
prep 1
prepulse 1
prevent 1
program 1
prompted 1
propane 1
protagonists 1
psychic 2
psychically 4
pulse 7
pupil 1
raggedy 2
ray 4
reappear 1
rear 1
received 1
recognize 1
refugees 1
refuse 1
region 1
rejoin 1
remaining 2
remains 1
reprisal 1
reset 1
residence 1
return 1
reunite 1
reveals 1
riddell 1
right 1
road 1
route 1
same 1
scene 1
school 2
seeking 1
seems 1
sees 1
self 1
sent 1
separating 1
set 1
sets 1
several 1
shadow 1
share 2
sharon 1
show 1
shunned 1
sight 1
signal 2
site 1
small 1
so 2
soccer 1
son 5
soon 1
south 1
spokesman 1
spot 1
squabble 1
squeeze 1
stadium 1
standing 1
still 4
struggling 1
suburban 1
succeed 1
suddenly 1
suicide 3
supposedly 1
surreptitiously 1
surrounded 1
surrounds 1
survived 1
surviving 1
survivors 2
sweatshirt 1
switch 1
tankers 1
teacher 1
teenager 1
telepathically 1
tell 1
telling 1
thanks 1
that 11
the 77
their 6
them 6
themselves 1
then 1
theorizes 1
theory 1
there 1
they 9
through 1
thrown 1
time 1
to 32
together 2
tom 4
tomorrow 1
touching 1
travel 1
trek 1
tries 1
trio 1
turned 1
turns 1
two 1
unaltered 1
university 1
unprotected 1
unspoken 1
until 1
untouchable 1
untouchables 1
up 1
use 1
used 1
user 1
using 1
vehicle 1
view 1
visualizes 1
waiting 1
waking 1
wandered 1
was 1
wearing 2
were 3
when 3
where 3
which 2
while 1
who 2
wife 1
will 1
window 1
winter 1
wipe 2
wired 1
with 9
worker 1
workers 1
world 1
worm 1
young 1
zombielike 1
