6089118
/m/0fplw4
/m/0fplw4
Rex Stout

10 1
140s 1
a 53
able 1
about 13
abruptly 1
account 1
act 1
administered 1
admission 2
advertisement 1
advertises 1
advertising 2
affairs 1
after 6
again 1
agency 2
agrees 1
all 7
allowed 1
almanac 2
along 1
also 3
always 2
amount 1
an 8
and 58
announce 1
annoyed 1
anonymous 3
another 2
any 2
anything 1
apartment 1
appalled 1
appear 1
appearances 1
approach 1
approaches 1
archie 18
are 9
arnold 1
around 1
arrest 1
arriving 1
as 11
ask 1
asked 1
assembles 1
assistant 1
at 14
atlantic 3
attended 1
attorney 1
audience 3
avenue 1
averages 1
awful 1
babies 1
back 2
bad 1
basis 2
be 6
bearable 1
because 4
been 4
before 1
behavior 1
behind 1
being 1
best 2
bets 1
betting 2
beula 1
beverage 1
bill 2
bite 1
blackmail 3
blackmailing 1
blusters 1
bogus 1
both 2
bottle 6
bottles 5
bring 1
brings 2
broadcast 5
broadcaster 1
broadcasts 1
brother 1
brownstone 3
buffoon 1
business 1
but 15
by 11
call 5
called 2
caller 1
calls 3
can 1
canceled 1
candy 1
cant 1
care 1
carrying 1
case 3
cases 1
catches 1
chair 1
charge 1
check 1
choose 1
city 3
claiming 1
claims 1
cleaned 1
client 2
club 1
clue 1
coda 1
coffee 1
cohen 2
coincidence 1
colder 1
columbia 1
come 1
comment 1
commercial 1
committed 1
company 2
complete 1
complicates 1
composes 1
concentrates 1
concerning 1
concludes 2
confession 1
confronts 1
congratulations 1
connect 1
connection 1
consideration 1
containing 1
contingent 1
continuing 1
conversation 1
convince 1
convulses 1
cool 1
cools 1
cost 1
coterie 1
council 1
couple 2
cramer 11
credible 1
crime 1
criticizes 1
custody 2
cyanide 3
cyril 1
dangerous 1
days 1
dead 1
deborah 3
decided 1
declines 1
describes 1
despite 1
dies 1
dirty 1
disclosed 1
discrepancy 2
discussing 1
disgusting 1
district 1
doctor 1
does 1
doing 2
dont 1
down 1
dream 1
drink 5
drinking 1
drop 1
during 1
dwarf 1
earlier 1
earn 1
earned 1
economic 1
editorial 2
eight 4
either 2
elaborate 1
elinor 3
encircling 1
end 1
ends 1
enlists 1
enterprise 1
enthusiastic 1
errand 1
even 2
event 1
every 1
everyone 1
evidence 1
exciting 1
expect 3
expenses 1
expert 1
exposes 1
exposing 1
extortion 2
extra 1
extraordinary 1
f 1
faced 1
fact 2
facts 1
false 1
fan 1
fanfare 1
far 1
featured 1
features 1
fee 4
finally 2
financially 1
find 2
finds 3
fires 1
first 2
flummoxed 1
focused 1
followed 1
follows 1
for 17
forces 2
forecast 1
foreshadows 1
found 1
fraser 22
from 12
full 1
furious 1
furnish 1
further 1
gathers 1
gazette 2
gears 1
generally 1
get 4
gets 7
getting 1
girl 1
give 1
given 1
gives 4
glass 3
glasses 3
goddam 1
goes 1
going 1
good 1
got 4
guest 1
guests 2
had 6
hand 1
has 15
hasnt 1
have 9
he 34
head 1
heard 1
hearing 1
heels 1
help 1
helps 1
her 8
hiding 1
high 1
him 9
hire 2
hired 1
hiring 1
his 17
hispot 12
holes 1
homicide 1
hoopla 1
horse 3
host 1
hosts 1
house 1
how 3
humbug 1
hung 1
husband 1
iced 1
idea 2
identify 2
identity 1
idolizes 1
if 5
immediately 2
impatient 1
implying 1
in 22
income 1
indigestion 3
inference 1
information 5
informing 1
innocuous 1
inquiries 1
inspector 2
intended 1
interview 1
into 5
investigate 1
investigation 1
invitation 1
invited 1
is 32
it 13
its 2
itself 1
job 1
juicy 1
just 1
justice 1
keels 1
killed 1
killing 1
know 2
known 2
knows 1
koppel 5
lack 1
last 1
law 1
leads 1
learned 2
learns 2
length 1
lets 1
letter 2
