474733
/m/02dydm
/m/02dydm


{"/m/06n90": "Science Fiction"}
a 16
about 4
account 2
accounts 1
act 1
actual 1
after 1
aircar 1
all 1
also 1
although 1
alvar 1
an 3
and 20
approaches 1
are 3
area 1
areas 1
around 1
as 4
asks 2
attacked 1
attempt 2
attempting 1
automatically 1
avoid 1
avoiding 1
back 1
bank 1
be 1
beddle 10
been 1
before 2
begin 1
being 3
beings 1
believe 2
believes 1
bomb 2
brings 1
broker 1
burrowing 1
but 2
by 4
caliban 6
called 1
calls 1
can 1
capture 1
care 1
cause 1
causes 1
centers 1
chance 1
channel 1
choice 1
city 1
collectively 1
combined 1
comet 11
commander 1
commences 1
complicated 1
confirmats 1
conflict 1
conflicts 1
consists 1
contacts 1
control 2
created 1
creating 1
data 3
davlo 8
dead 1
death 1
decide 1
decides 1
deduce 1
dee 8
deliver 1
demand 2
destroy 3
destroying 1
develop 1
devray 3
die 1
dig 1
does 2
doing 1
donald 1
doomed 1
door 1
down 1
due 1
dum 1
early 1
ecology 1
effort 1
elaborate 1
ends 1
ensure 1
entire 1
essentially 1
evacuate 1
evacuating 1
eventually 2
extract 1
fact 2
fail 1
failed 1
failure 1
fairly 1
few 1
final 1
finally 1
find 1
finds 2
finish 1
first 4
five 1
fiyle 2
flying 1
for 3
forced 1
found 1
fredda 2
from 3
frutopia 1
geological 1
gildern 4
given 1
go 1
goahead 1
goes 1
good 1
governor 3
grab 1
grieg 2
ground 1
guilt 1
had 1
happened 1
harm 1
has 2
have 1
having 1
he 8
head 1
heard 1
help 1
her 1
him 2
himself 3
his 4
hits 1
holding 1
human 1
humans 1
hyperwave 1
if 3
impact 2
implement 1
in 11
incident 1
infernal 1
inferno 4
information 3
informed 1
intelligence 1
into 2
involved 1
ironheads 1
is 17
issue 1
it 3
jadelo 2
jail 1
justen 1
kaelor 2
kill 1
killed 1
killing 1
kills 1
kresh 7
land 1
law 9
leader 1
leads 1
learn 2
learns 1
leave 1
leaving 1
left 1
lentrall 1
let 1
leving 2
lied 3
live 1
location 1
lost 1
manage 1
manages 1
many 1
married 1
meantime 1
meanwhile 1
memory 1
mentioned 1
message 2
might 1
missing 1
money 2
must 1
named 2
near 1
new 6
no 1
nonsentient 1
norlan 1
normally 1
northern 1
not 1
now 2
of 17
off 2
office 1
old 1
on 6
one 1
oppose 1
options 1
or 1
order 1
orders 1
other 1
out 2
over 1
part 1
past 1
pays 1
people 2
performing 1
place 1
plan 10
plans 1
plot 1
police 1
preemptively 1
previously 1
prisoner 1
project 2
prospero 3
provides 1
putting 1
questions 1
quick 1
rather 1
really 1
referred 1
reign 1
release 1
repairing 1
reterraforming 1
retrieved 1
robot 4
robotic 1
roboticist 1
robots 7
roman 1
rushes 1
save 1
saving 2
says 1
sea 1
search 1
searching 1
security 1
seen 1
sends 1
set 1
settler 1
settlers 2
setup 1
several 1
she 6
shortly 1
shut 1
significant 1
simcor 2
similar 1
simulation 2
site 1
situation 1
stands 1
steering 1
still 1
stolen 1
stop 1
successful 2
surveys 1
system 2
taken 1
takes 1
talk 2
tell 1
tells 1
terraforming 2
than 1
that 13
the 62
there 2
they 2
thinking 1
this 5
though 1
three 1
time 1
to 41
together 1
told 1
tonya 1
top 1
transferred 1
tries 3
truth 1
trying 1
turns 1
twins 1
under 1
unfortunately 1
unit 5
up 2
upset 1
use 2
used 1
utopia 1
valhalla 3
verifies 1
visit 1
wakes 1
was 2
way 1
we 1
well 1
welton 1
were 1
what 1
when 2
where 2
whether 1
which 1
while 4
who 5
whom 2
will 2
with 5
without 1
work 2
working 2
written 1
years 1
