1375497
/m/04xs61
/m/04xs61
David Weber
1996
2 1
a 7
actions 1
adler 1
admiral 2
after 3
alistair 1
ambush 1
among 1
amounts 1
an 1
and 9
any 1
anything 1
are 1
as 1
assigned 1
attack 1
attempt 1
b 1
base 1
battlecruiser 1
bays 1
be 1
been 2
begins 1
boat 1
bound 1
by 2
camp 1
can 1
capitulates 1
capture 2
captured 1
causing 1
celebrating 1
cerberus 1
chance 1
chief 1
chunk 1
citizen 1
claiming 1
commodore 1
communication 1
convoy 2
cordelia 1
crew 3
death 1
debate 1
defect 1
defecting 1
demands 1
deny 1
destroy 2
disabling 1
done 1
down 1
duquesne 1
during 1
each 1
earl 1
enemies 1
enforcers 1
engages 1
escape 1
escort 1
eventually 1
execute 1
explosions 1
facing 1
feelings 2
flagship 1
fooling 1
for 8
forces 1
freeing 1
from 1
gives 1
goes 1
government 1
grayson 1
hacks 1
hades 1
handed 1
harkness 2
harrington 1
has 2
have 2
haven 1
havenite 3
having 1
heated 1
her 8
him 1
his 1
honor 6
in 5
information 1
intends 1
intention 1
into 1
just 1
land 1
large 1
learning 1
lester 1
manage 1
manticoran 1
manticorans 1
manticore 1
massive 1
mckeon 2
member 1
mission 1
mutual 1
never 1
no 1
of 9
offer 1
officer 1
on 3
or 1
order 1
orders 2
other 1
own 1
party 1
people 1
personal 1
petty 1
planet 1
pns 1
prior 1
prison 2
promoted 1
promotion 1
propaganda 1
public 1
ransom 5
realize 1
really 1
rear 1
republic 1
rest 1
returns 1
romantic 1
salvaging 1
secretary 1
security 1
senior 1
sentence 1
serving 1
she 2
shipping 1
space 1
spotting 1
statesec 2
steading 1
story 1
superior 1
surrender 1
surrendered 1
system 1
systems 1
takes 1
tepes 2
that 2
the 18
theisman 2
them 1
they 2
thomas 1
to 13
tourville 1
transferred 1
truly 1
two 1
unable 1
unbeknownst 1
under 2
unknown 1
unspoken 1
up 1
uses 1
watchdogs 1
wellprovided 1
what 1
where 1
which 1
white 1
with 2
