1580433
/m/05d1pn
/m/05d1pn
Brian Jacques
1995
{"/m/06n90": "Science Fiction", "/m/0dwly": "Children's literature", "/m/01hmnh": "Fantasy", "/m/014dfn": "Speculative fiction", "/m/02xlf": "Fiction"}
a 19
abbess 2
abbey 5
accompanies 1
adopted 1
adult 2
after 2
all 1
also 2
ambush 1
an 4
and 42
are 1
arrival 1
arrow 1
arrows 1
as 9
at 5
attack 4
attempts 1
away 1
baby 1
badger 5
banished 1
banishment 1
be 3
beasts 2
become 2
becomes 1
begins 2
bella 3
bluefen 1
both 1
bound 1
bowfleg 3
brocktree 1
bruff 1
bryony 7
bunfold 1
but 1
by 12
called 1
calling 1
camp 2
captains 1
capture 1
captured 2
care 1
cave 1
coast 1
comes 1
corsair 1
could 1
cruel 1
cunning 1
daughter 1
death 1
decide 1
declaring 1
defended 1
defending 1
deflected 1
depleted 1
determined 1
difficult 1
distinctive 1
ditch 1
down 3
dreams 1
dropped 1
dubbo 1
dubs 1
dying 1
each 2
earlier 1
east 2
efficiently 1
emotions 1
encounters 1
ends 1
enemy 1
ensues 1
ensuing 1
entrust 1
epilogue 1
escape 1
especially 1
eventually 5
ever 1
evil 1
executes 1
extort 1
fails 1
families 1
fat 1
fate 1
father 1
fearsome 1
feeling 1
ferret 11
first 2
flee 1
follow 1
for 3
foremole 1
friar 1
friend 2
friends 1
from 5
generally 1
go 1
golden 1
goodhearted 1
group 1
growing 1
grows 3
hare 1
has 1
have 2
he 13
hedgehog 1
help 3
helpless 1
her 8
him 3
his 19
home 1
horde 6
hornbeam 2
however 1
howling 1
hunting 1
impressed 1
in 10
infant 2
injure 1
inseparable 1
into 2
is 16
it 1
javelin 2
kestrel 1
kill 1
killed 1
kills 3
land 2
lands 1
large 3
later 3
launches 1
lays 1
leader 1
leagues 1
leaves 1
left 1
lie 1
life 2
limb 2
lingl 1
lingldubbo 1
long 1
lord 2
mace 1
made 2
makes 1
many 1
marries 1
massive 1
mean 1
meanwhile 1
meets 2
mercilessly 1
meriam 1
mischievous 1
molds 1
mole 2
molefriend 1
moment 1
more 1
mortal 1
mossflower 4
mother 2
mountain 3
mountains 2
mounted 1
mousemaid 3
name 1
named 3
nature 1
naughty 1
neighboring 1
neither 1
nightshade 4
north 1
northern 1
not 1
nursemaid 1
of 15
older 2
once 1
only 1
other 3
otters 1
over 1
part 1
passed 1
patrol 1
paw 1
plentiful 1
point 1
poison 3
portrays 1
process 1
quickly 3
quotes 1
reach 1
redwall 3
region 1
remaining 1
remember 1
reputation 1
resident 1
retrieved 1
return 1
returns 1
revenge 1
rightly 1
rule 1
running 1
sabretache 1
salamandastron 5
same 1
saves 1
scuffle 1
seasons 3
seconds 1
section 1
seer 1
sensible 1
settled 1
several 1
severely 1
show 1
since 1
sixclaw 3
sixclawed 1
skarlath 6
skilled 1
slain 1
smoothtalking 1
snout 1
snowy 1
so 2
son 1
spent 1
spreads 1
squirrels 1
stays 1
steal 1
stonespiked 1
stripe 1
stronger 1
stunned 1
sunflash 12
suspicious 1
swartt 14
taken 1
takes 1
taking 1
that 3
the 61
them 1
then 2
there 1
they 1
this 3
through 3
throughout 2
throwing 2
time 3
tirry 1
to 18
together 3
togget 5
torment 1
toward 1
track 1
trampled 1
travel 1
travels 2
trick 1
tries 1
true 2
turn 1
two 2
unapologetic 1
unjust 1
unpleasant 1
until 1
up 1
upon 1
uses 1
veil 5
vermin 5
vixen 1
vow 1
wanders 1
war 1
warclub 1
warlord 1
was 3
ways 1
weak 1
western 1
when 2
which 1
who 2
wife 1
wiser 1
with 8
woodlanders 2
woods 1
would 1
young 9
youngster 2
zigu 2
