317733
/m/01v20s
/m/01v20s
Terry Pratchett
1996
a 8
affair 1
afterwards 1
all 2
and 10
ankhmorpork 1
arrests 1
as 3
assistance 1
at 2
bake 1
baker 1
board 1
burns 1
cabal 2
candles 1
candlestick 1
captain 1
carrot 2
cheery 1
chief 1
city 3
commander 1
completely 1
confronts 1
dart 1
defeat 1
delivered 1
depose 1
despite 1
dorfl 3
down 1
dwarf 1
end 1
evidence 1
expert 1
factory 1
fight 1
forensics 1
gets 2
goes 1
golem 1
golems 4
gradually 1
guild 1
halfbaked 1
has 1
have 1
herald 1
heralds 1
him 3
house 1
however 1
implement 1
in 3
instigated 1
is 2
it 1
its 1
killing 1
kiln 1
king 4
leaders 1
literally 1
littlebottom 1
lord 1
mad 1
make 1
many 1
meaning 1
meshugah 2
mind 1
murders 1
mystery 1
new 3
newlymade 1
nobbs 1
nobby 1
nobility 1
of 7
one 1
orders 1
oven 1
overloaded 1
palace 1
patrician 1
pay 1
people 1
point 1
poisoned 1
poisoning 1
proper 1
propositions 1
punishment 1
rather 1
records 1
recovered 1
replace 1
rise 1
rule 1
seeks 1
slowly 1
solve 1
sort 1
starts 1
steps 1
sworn 1
tenuous 1
than 1
the 24
their 1
them 1
this 2
through 1
to 6
trying 1
unravel 1
used 1
vampire 1
vetinari 2
vimes 4
watch 2
watchman 1
who 1
whole 1
wishes 1
with 3
