13656502
/m/04ggf0k
/m/04ggf0k
Harry Turtledove
2000-02-01
{"/m/0mz2": "Alternate history", "/m/06n90": "Science Fiction"}
a 2
accommodation 1
along 1
and 4
angered 1
animals 1
at 1
attack 1
begin 1
between 2
brought 1
by 4
carried 1
causes 1
causing 2
clark 1
colonist 1
colonists 1
conflicts 1
contact 1
continues 1
dies 1
ecological 1
ernst 1
fhrer 1
find 1
following 1
germany 2
heinrich 1
him 1
himmler 2
his 1
human 1
in 2
including 1
initiate 1
into 1
invade 1
is 1
kaltenbrunner 2
large 1
launched 1
lewis 1
nation 1
nations 1
nazi 1
nuclear 2
of 2
on 1
out 1
poland 1
policy 1
purpose 1
race 4
raceoccupied 1
range 1
refusal 1
replaced 1
responsible 1
same 1
second 1
ships 1
space 1
spread 1
states 1
station 1
the 15
them 1
time 1
to 5
towards 1
trouble 1
try 1
united 1
war 1
with 1
