32217811
/m/0gx_96s
/m/0gx_96s


{"/m/05hgj": "Novel"}
a 1
absence 1
affair 1
and 3
are 2
augusta 1
bed 1
betrayal 1
come 1
connecticut 1
demons 1
disarray 1
discovery 1
downward 1
emotional 1
extramarital 1
face 1
family 2
for 1
forces 1
girlfriend 1
help 1
henry 2
her 2
his 2
home 1
however 1
in 2
into 1
introduction 1
irises 1
little 1
livein 1
marital 1
matthew 1
mother 1
of 3
or 1
out 1
own 1
patriarch 1
sassy 1
sons 1
spiral 1
struggles 1
suburban 1
takes 1
terms 1
the 7
their 3
thrown 1
to 4
two 1
typical 1
understand 1
upon 1
weeks 1
wife 1
with 2
