25235526
/m/09glw5y
/m/09glw5y


{"/m/06n90": "Science Fiction"}
7 1
a 3
able 1
against 1
albeit 1
alien 1
aliens 1
an 2
and 5
are 4
avery 1
away 1
battletothedeath 1
because 1
been 2
beings 1
bloody 1
both 1
by 2
combat 1
compassion 1
confused 1
contest 1
deposited 1
down 1
earth 1
elder 1
equally 1
eventually 1
fact 1
finally 1
finds 1
from 1
future 1
game 1
golden 3
had 1
have 1
he 1
himself 1
human 1
humanoids 1
humans 1
in 3
inevitable 1
is 2
it 1
killing 1
large 1
light 1
long 1
means 1
merely 1
object 1
objective 2
of 4
ones 2
opinion 1
other 1
people 1
pick 1
place 1
prevail 1
prime 1
protagonist 2
races 1
reaches 2
richard 1
rulers 1
same 1
scale 1
sector 1
seem 1
set 1
show 1
situation 1
small 1
sparing 1
stronger 1
swifter 1
that 1
the 13
their 1
there 1
they 3
three 1
to 3
touch 1
transcendental 1
up 1
war 1
was 1
when 1
where 1
whisked 1
who 1
why 1
with 1
years 1
