420442
/m/026cw4
/m/026cw4
Agatha Christie

{"/m/0lsxr": "Crime Fiction", "/m/02n4kr": "Mystery", "/m/0dwly": "Children's literature", "/m/02xlf": "Fiction", "/m/0c3351": "Suspense"}
a 2
and 3
are 2
arthur 1
at 1
best 1
but 1
captain 1
casually 1
certain 1
characters 1
death 1
despite 1
detective 1
did 1
does 1
efforts 1
escaped 1
finds 1
get 1
girl 2
has 1
hastings 1
have 1
he 1
her 1
hercule 1
his 1
holidaying 1
intended 1
is 2
itself 1
kill 1
least 1
many 1
may 1
meet 1
mentions 1
motive 1
murder 2
not 1
occur 1
of 1
out 1
place 1
poirot 3
prove 1
reason 1
shady 1
she 1
some 1
somebody 1
suspects 1
suspicions 1
take 1
that 3
the 4
they 1
thrice 1
to 2
true 1
unclear 1
victim 1
when 2
who 1
why 1
young 1
