17666005
/m/047bl14
/m/047bl14
Jim Butcher
2009-04-07
48 1
a 32
about 5
accept 2
accepts 1
accompany 2
accuse 1
acted 1
activates 1
activity 1
actually 2
ad 1
after 6
aftermath 1
ago 1
agree 1
agreeing 1
algiers 1
alphas 4
also 1
ambushed 1
ambushes 1
an 1
anastasia 2
ancient 2
and 54
another 1
apartment 2
appears 1
appease 1
apprentice 1
approaches 1
are 7
around 2
arrests 1
arrives 3
as 4
asked 1
asks 2
at 6
attack 1
attacked 3
attempting 1
attends 1
aware 1
away 2
back 2
be 4
because 1
becoming 1
been 2
before 4
begins 1
being 2
believe 1
besting 1
beyond 1
binder 7
binders 1
black 3
bound 1
burned 1
but 4
by 13
cabin 1
call 1
calls 2
can 2
cant 1
captain 1
car 1
care 2
catspaws 1
cell 2
chain 1
charge 1
chicago 2
circle 2
clerk 1
club 2
collapses 1
collects 1
combat 2
coming 1
comments 1
complex 1
complicity 1
conducts 1
confusion 1
connection 1
considered 1
consorting 1
contacts 1
contains 1
contrary 1
convincing 1
cornered 1
corpse 1
could 1
council 15
cousin 1
craigslist 1
crashes 1
crime 1
cristos 3
crystalline 1
days 1
decide 1
decides 1
defeating 1
defeats 1
defensive 1
demand 1
demands 1
demonreach 2
demons 4
denies 1
despite 2
detective 1
didnt 2
direct 1
disappears 1
discuss 1
dispirited 1
displeased 1
do 1
dog 2
down 2
draw 1
drawn 1
draws 1
dresdeen 1
dresden 31
drives 1
drumming 1
during 1
each 3
eating 1
ebenezar 2
ebenezer 1
ectoplasm 1
edinburgh 2
efforts 1
egypt 1
election 1
eliminating 1
else 1
enangled 1
ends 1
energy 1
enlists 2
entering 1
entire 1
escape 1
escaped 1
escapes 1
even 1
events 1
eventually 1
everyone 4
everyones 1
exchange 2
exchanged 1
exhaustion 1
existence 1
expedient 1
expire 1
explain 1
explains 2
exterminates 1
facing 1
faction 1
faerie 1
fails 1
far 1
fatal 1
fatally 2
favor 3
feed 1
feedings 1
feelings 2
field 1
fight 3
fighting 2
fills 1
finale 1
find 1
following 1
foo 1
food 1
for 12
force 1
forced 1
free 1
frequent 1
from 7
front 1
further 1
future 1
gateway 2
genius 1
given 2
gives 1
go 1
goes 1
going 1
gregori 1
grey 1
group 1
gun 1
had 2
half 1
hand 1
harry 3
has 3
have 2
having 1
he 12
head 1
headquarters 1
held 1
help 5
her 8
hideout 1
highlyplaced 1
him 15
himself 1
hindered 1
his 11
holds 1
hours 1
house 1
however 1
hundred 1
hunted 1
icu 1
if 1
implanted 1
in 21
incapacitates 1
incapcitates 1
incorruptible 1
influence 1
influences 1
influencing 1
information 1
informs 1
ink 1
interrogates 1
interrupted 1
into 4
investigate 1
investigating 1
invites 1
invocation 2
involves 1
is 17
island 8
it 5
jar 1
justine 4
keeps 1
kill 2
killed 1
killer 1
killing 1
kills 3
kinwalker 1
known 1
knows 1
lafortier 2
lafortiers 3
lake 1
lara 7
large 1
lead 1
learns 1
leaves 2
leaving 2
legally 1
lesson 1
lets 1
life 1
light 1
likely 1
listenstowind 2
locations 1
loci 1
luccio 5
madeline 6
madelines 1
magically 1
magicallywarded 1
mai 2
managed 1
mansion 2
manufactured 1
many 1
masking 1
may 1
mccoy 1
meet 1
meeting 1
member 1
mercenary 1
merlin 4
michigan 1
minds 1
mistfiend 2
mixed 1
molly 4
mordite 1
more 2
morgan 22
most 1
mouse 3
move 1
muddle 1
murder 2
murderer 3
murphy 4
mute 1
mysterious 1
naagloshii 8
named 2
names 1
nearly 1
needs 1
neighborhood 1
nemesis 1
nevernever 3
night 1
nightclub 1
now 2
numbers 1
obtaining 1
occupying 1
of 24
off 1
on 12
once 1
one 3
opens 1
options 1
or 1
other 2
others 2
out 3
outnumbered 1
outside 1
over 2
overpowering 1
own 1
panic 1
paralyzed 1
passes 1
patrols 1
peabody 9
peabodys 1
perform 1
phone 2
photo 1
photographed 1
place 1
poisoned 1
police 1
politically 1
potions 1
power 1
prevent 2
private 1
probable 1
probably 1
promises 1
proposing 1
protect 1
protection 2
proud 1
psychic 1
pursues 1
pursuit 1
puts 1
putting 1
queen 1
questioning 1
quietly 2
raith 6
reaction 1
realizing 1
recentlyrecruited 1
recovers 1
relationship 1
releasing 1
reliable 1
remaining 1
remembers 1
rendering 1
reopens 1
repeated 2
representatives 1
reserves 1
respite 1
restaurants 1
retaliate 1
return 1
reveals 3
rigged 1
ritual 1
romantic 1
run 1
runs 2
safe 2
safety 1
sanctum 2
schemes 1
schism 1
scotland 1
seat 1
second 1
security 1
seduce 1
see 3
seeing 1
senior 3
several 1
she 3
shocked 1
shortcut 1
shows 2
sight 1
silent 1
since 4
sister 1
site 1
skinwalker 2
sleep 1
slowing 1
small 2
smashes 1
smiles 1
someone 2
speak 1
spell 1
spells 1
spirit 4
spiritm 1
spots 1
staked 1
standing 1
starving 1
still 2
storage 2
strain 1
strategy 1
strength 1
subtle 1
such 2
summer 1
summon 1
summoning 1
supplies 1
support 1
supported 1
supporters 1
surrenders 1
tackles 1
take 1
takes 1
team 1
tells 1
testifies 1
that 16
the 94
their 2
them 4
themselves 1
then 4
there 1
they 8
thing 1
thinking 1
this 3
thomas 9
those 1
threatens 1
through 2
thrown 1
time 1
to 39
today 1
tortured 2
tortures 1
touch 1
touches 1
tracking 1
trashes 1
trauma 1
treason 1
trial 1
tries 1
true 1
turning 1
two 1
under 1
underground 1
unit 2
up 4
upscale 1
use 2
uses 1
using 2
vampires 2
veiled 1
very 1
via 1
views 1
virtually 1
visit 1
waking 1
wants 1
warden 1
wardens 5
was 5
way 1
weapon 1
were 1
when 2
where 2
which 2
while 5
white 1
who 12
will 2
with 8
witness 1
wizards 2
women 1
words 1
working 1
worried 1
wounded 1
wounds 1
year 1
years 1
zero 1
