12058134
/m/02vndxj
/m/02vndxj
Rex Stout
1939-07-27
{"/m/02n4kr": "Mystery", "/m/028v3": "Detective fiction", "/m/02xlf": "Fiction", "/m/0c3351": "Suspense"}
a 5
able 1
actual 1
after 2
again 1
agrees 1
all 1
although 1
and 12
announces 1
argument 1
arrested 1
as 1
avenge 1
back 1
beautiful 1
been 3
believes 1
body 1
brand 2
brassy 1
business 1
buys 1
by 2
car 1
cartridges 2
cat 1
characters 1
clara 3
cody 2
come 1
comes 1
confront 1
cowles 1
culprit 1
dan 6
dead 1
dealing 1
deaths 1
delia 13
determined 1
dillon 1
discovers 1
discussing 1
divorce 1
doctor 1
document 1
due 1
earlier 1
evelina 1
father 2
fatherinlaw 1
favorite 1
few 1
find 1
finds 1
for 3
found 1
from 1
get 1
gives 1
godfather 1
goes 2
grief 1
grubstaking 1
gun 1
has 3
hasnt 1
have 1
he 2
hears 1
her 13
him 2
his 2
however 1
hurley 2
identity 1
illiterate 1
in 3
incautious 1
include 1
intention 1
intentions 1
interest 1
is 5
jackson 3
job 2
just 1
knocked 1
know 1
known 1
knows 1
late 1
lawyer 1
leads 1
lem 2
living 1
local 1
lost 1
man 1
middle 1
millionaire 1
mother 1
motivation 1
mountain 1
murder 1
murderer 1
near 1
never 1
no 1
noises 1
note 1
of 6
office 2
once 1
other 1
outside 1
parents 1
pellet 1
people 1
playgirl 1
police 1
prospector 2
prospectors 1
protagonist 1
quin 1
quinby 1
read 1
real 1
returns 2
reverend 1
rufus 1
runs 1
sammis 1
say 1
second 1
secretary 1
see 1
seen 1
she 5
shoot 1
shooting 1
sister 1
so 1
some 1
someone 1
squint 2
statements 1
stolen 1
suicide 1
suitor 1
suspicions 1
taxidermist 1
that 4
the 14
tiny 1
to 17
toale 1
town 1
tragic 1
two 1
tyler 1
uncle 1
unconscious 1
up 1
very 1
visit 1
was 1
were 1
when 2
which 1
who 2
whom 1
wife 1
with 4
woman 1
wynne 1
wyoming 1
years 1
young 1
