4410367
/m/0c0s8f
/m/0c0s8f
Rex Stout

{"/m/02n4kr": "Mystery", "/m/028v3": "Detective fiction", "/m/02xlf": "Fiction", "/m/0c3351": "Suspense"}
a 7
about 2
after 2
amy 1
and 15
are 1
around 1
assailant 1
assignment 1
bad 1
based 1
been 3
began 1
bonner 2
boss 1
both 1
brings 1
business 1
but 3
by 4
called 1
car 1
careless 2
certainly 1
chance 1
chartreuse 1
cliff 3
closer 1
coincidences 1
company 4
complete 1
conglomerate 2
crackpot 1
detective 1
directly 1
documents 2
does 1
dol 1
down 2
driven 1
duncan 1
economic 1
encourage 1
especially 1
eventually 1
eyes 1
finds 1
fired 1
firm 1
food 3
for 5
four 1
fox 4
from 1
fry 1
further 1
g 1
get 2
gets 1
glove 1
goes 1
guilty 1
guthrie 2
gwendolyn 1
hand 1
handsome 1
harmlessly 1
has 4
he 1
her 6
hers 1
him 2
his 1
hoursshe 1
ideas 1
identity 1
in 2
including 1
information 1
into 1
investigate 2
investigator 2
involving 1
is 9
it 2
its 1
jar 2
jars 1
judd 3
knocked 2
large 1
latest 1
leads 1
learns 2
leonard 1
like 1
line 1
lives 1
made 1
man 1
manager 2
men 1
missing 2
more 1
most 1
mr 1
murdered 1
murderer 1
named 1
no 1
of 9
office 1
on 2
one 1
only 1
owns 1
party 1
personal 1
phil 2
police 1
possibility 1
pretty 1
private 2
problems 1
production 2
promptly 1
putting 1
quinine 2
raffray 1
reforming 1
relate 1
remark 1
remembering 1
reserve 1
sales 1
sample 2
samples 1
secret 1
see 1
seeing 1
series 1
she 3
since 1
siren 1
so 2
sol 1
sold 1
some 1
someone 1
son 1
squad 1
suspects 1
suspicions 1
system 1
taking 1
tecumseh 1
that 4
the 23
their 1
theory 1
thing 1
this 1
those 1
tidbits 1
tingley 4
to 7
tracks 1
trying 1
uncle 2
unconscious 1
vicepresident 1
visit 1
what 1
when 1
which 2
who 2
with 1
without 1
women 2
work 1
working 1
yates 1
young 1
youngest 1
