1664759
/m/02p4q0c
/m/02p4q0c
Isaac Asimov
1956
a 14
abandoned 1
able 1
accidents 1
accommodate 1
admits 2
after 3
against 1
although 1
an 1
and 22
any 1
are 3
arrest 1
artificial 1
as 1
asks 1
assistant 1
assumes 1
astronomical 1
at 6
atomic 1
attacked 2
attacks 1
banquet 1
be 2
become 1
been 1
before 1
behind 1
belief 1
beneath 1
between 1
bigman 12
blackmailed 1
blaster 2
both 1
brought 2
built 1
but 3
by 4
calls 1
can 1
career 1
caused 1
challenges 1
chief 1
come 1
conduct 1
conducts 1
control 1
cook 9
council 4
critic 1
dangerous 1
david 1
day 1
death 2
detect 1
dies 1
dinner 1
distance 1
distracts 1
dome 5
dr 4
draw 1
driven 1
during 1
earth 1
earthnormal 1
energy 1
events 1
explains 1
exposed 1
fall 1
felons 1
fight 2
finds 1
fires 1
for 3
forego 1
frenzy 1
friend 1
from 2
gardoma 1
gotten 1
governmentfunded 1
gravity 3
had 1
hanley 1
has 4
have 2
he 6
head 2
heatseeking 1
help 1
him 4
himself 1
his 3
honest 1
honor 1
hope 2
hyperspace 1
implicate 1
in 18
information 1
inquiry 1
intends 1
into 4
investigate 2
is 6
it 6
jonathan 1
jones 1
journey 1
karl 1
keep 1
killed 1
knew 1
lance 1
latter 1
laws 1
leading 1
learns 2
leaves 1
levels 1
light 6
likely 1
located 1
locations 1
lucky 2
maintains 1
manufacture 1
meet 1
meeting 1
men 1
mercurian 2
mercury 3
microergometers 1
mindes 3
mines 6
most 1
must 1
name 1
named 1
native 1
needs 1
newlydiscovered 1
next 1
north 1
not 1
observatory 6
obsessed 1
obtains 1
oceans 1
of 20
official 1
on 3
only 1
onto 1
opinion 1
opponent 1
optics 2
organism 1
pevarale 1
peverale 7
physician 1
placed 1
plagued 1
plaguing 1
pole 1
political 1
power 2
prepares 1
presence 1
present 2
pretense 1
project 7
proposes 1
quarrel 1
question 1
radiation 1
reduces 1
remains 1
replies 1
research 2
return 1
returns 2
reveals 3
robot 2
robotics 1
room 1
ruse 1
ruthless 1
sabotage 2
save 1
scandal 1
science 3
scientist 1
scott 1
search 1
senator 2
series 1
shortly 1
since 1
sirian 2
sirians 4
sirius 1
so 1
solar 2
sort 1
source 1
sources 1
speaking 1
starr 18
states 1
subetheric 2
succeed 1
suddenly 1
suggestion 1
sunside 2
surface 1
swenson 3
tackles 1
takes 1
tells 1
that 12
the 53
them 3
then 3
there 1
thinking 1
threat 1
three 1
through 1
time 1
to 21
top 1
transmitting 1
trip 1
troubles 1
two 2
unconscious 1
under 1
urteil 10
use 1
venus 1
wants 1
was 6
were 1
when 2
where 1
whereby 1
wherefore 1
whereupon 2
which 2
while 2
who 3
with 1
works 2
worries 1
would 1
year 1
