33516144
/m/0h972wj
/m/0h972wj

2002
{"/m/05hgj": "Novel"}
a 1
all 1
almost 1
an 1
and 1
assaulted 1
aunt 1
australia 1
bankrupt 1
becomes 1
camel 1
cattle 1
coast 1
does 1
driving 1
enigmatic 1
estate 1
family 1
fate 1
find 1
finds 1
for 1
gypsies 1
help 2
her 3
hero 1
in 3
ireland 1
is 2
killain 1
local 1
needs 1
of 2
off 2
on 1
orphans 1
out 1
outback 1
power 1
property 1
reach 1
responsible 1
runs 1
save 1
she 2
ship 1
sinks 1
station 1
tambora 1
tara 2
the 6
they 1
through 1
to 2
twist 1
two 1
when 1
with 2
