9713078
/m/02ppxtv
/m/02ppxtv
Rex Stout

{"/m/02n4kr": "Mystery", "/m/028v3": "Detective fiction", "/m/02xlf": "Fiction", "/m/0c3351": "Suspense"}
a 12
about 1
accident 2
actions 1
after 2
agency 1
agreement 1
alleged 1
already 1
also 1
among 1
an 3
and 12
andrew 2
another 2
apprehensions 1
archie 5
argument 1
arrange 1
as 4
asked 1
at 3
atonement 2
attempt 1
author 1
away 2
be 2
been 3
before 1
begun 1
book 2
boyish 1
broadway 1
but 2
by 4
case 2
caused 1
chapin 8
cited 1
client 1
commercial 1
confirmation 1
considerations 1
considers 1
course 1
court 1
crippled 1
curious 1
deaths 2
decided 1
details 1
did 1
disclose 1
dorm 1
dubbed 1
dying 1
each 1
earlier 2
effectiveness 1
embark 1
embarked 1
engage 1
enter 1
feared 1
find 1
first 1
following 2
for 3
forms 1
found 2
friend 1
friends 1
frightened 1
from 4
gatherings 1
get 1
had 9
harvard 1
has 4
have 5
hazing 2
he 3
hibbard 10
him 1
his 3
however 1
in 9
include 1
insurance 1
into 1
is 5
its 1
knowledge 1
known 1
lasting 1
law 1
league 8
lengthy 1
life 2
locates 1
majority 1
man 4
many 2
masterfully 1
members 4
men 1
menaces 1
missing 1
morning 1
mutual 1
name 2
nemesis 1
new 1
newspaper 1
niece 1
not 3
noted 1
novel 2
now 2
number 1
obscenity 2
of 17
on 5
opinion 1
or 3
ordinary 1
other 5
outcome 1
over 1
particulars 1
paul 4
person 2
personal 1
persons 1
phrase 1
play 1
poemsthreats 1
poetic 1
popular 1
possibly 2
potential 1
prank 1
protect 1
protection 1
provide 1
psychopath 1
reading 1
reads 1
received 2
recent 2
recently 2
recommendations 1
removal 1
responsible 1
reunions 1
saying 1
scurrilous 1
sent 3
set 1
ship 2
should 1
simply 1
some 3
sources 1
specializing 1
success 1
successful 1
surmise 2
surviving 1
tauntsthreats 1
telling 1
tells 2
that 10
the 30
their 2
then 1
therefore 1
they 1
things 1
though 1
threats 1
through 1
time 1
to 7
told 1
tragic 1
trial 1
twice 1
two 4
typewritten 2
unsigned 1
up 1
upon 1
upshot 1
validated 1
vengeance 2
visited 1
vote 1
was 3
week 1
well 1
while 1
who 1
whose 1
with 2
wolfe 12
word 1
work 1
would 2
years 2
yet 1
