4305000
/m/0bw3z2
/m/0bw3z2
Dean Koontz
1992
{"/m/01jfsb": "Thriller", "/m/06n90": "Science Fiction", "/m/03npn": "Horror", "/m/014dfn": "Speculative fiction", "/m/02n4kr": "Mystery", "/m/02xlf": "Fiction"}
30 1
80 1
a 13
abandoned 1
about 3
accident 2
adopt 1
after 1
afterlife 2
all 1
allowed 1
also 2
amusement 1
an 3
and 14
another 1
antique 1
archangel 1
artist 1
as 6
at 2
attached 1
attempted 1
be 4
been 1
before 1
begins 2
beings 1
beliefs 1
believes 2
between 1
bible 1
bidding 1
bludgeons 1
bond 1
book 1
both 1
boy 1
brutally 1
but 1
by 3
california 1
calls 2
cancer 1
cases 1
causes 1
characters 1
climax 1
clinically 2
closing 1
committed 1
condition 1
confrontation 1
confronted 1
connect 1
continues 1
couple 1
crucifix 1
danger 1
dark 1
dead 2
dealer 1
death 2
delusional 1
demon 1
demonic 1
do 1
doctor 1
dr 1
dreams 1
during 2
enables 1
enough 1
entirely 1
even 1
eventually 1
experiencing 1
extremely 1
eyes 2
facilitating 1
family 1
fashion 1
father 1
first 1
five 1
flashlight 1
following 1
for 2
from 1
gains 1
girl 1
gives 1
hand 1
harrison 1
has 1
hatch 9
have 1
he 8
hell 3
her 1
heritage 1
hideaway 1
him 4
himself 3
his 9
human 2
if 1
implying 1
in 8
incarnation 1
inexplicably 1
information 1
innocent 1
instead 1
is 5
it 1
jeremy 4
jonas 1
journey 1
kidnap 1
kill 1
killer 2
later 2
lead 1
learns 1
lease 1
left 1
life 2
light 1
like 1
lindsay 2
lindsey 1
making 1
man 1
marriage 1
master 1
matters 1
may 1
meanwhile 1
mentioned 1
minutes 2
miraculously 1
moments 1
monstrous 1
more 2
mother 1
murder 1
murdered 1
murders 1
name 1
named 2
new 1
not 1
nyebern 2
of 6
offers 1
on 1
one 1
park 1
prince 1
princes 1
psychopathic 1
putting 1
real 1
rebuild 1
regina 4
resuscitated 1
return 1
returned 2
returning 1
revealed 1
right 1
rule 1
sacrifice 1
same 2
satan 2
saved 1
saving 1
see 1
seeing 1
seemingly 1
sensitive 1
set 1
shortlived 1
sister 1
slave 1
slowly 1
some 1
son 1
southern 1
speaking 1
strange 2
struggle 1
supernatural 1
take 1
teenager 1
tells 1
than 2
that 10
the 16
their 2
them 1
then 1
there 1
they 1
this 1
through 1
thus 3
time 1
to 19
tormented 1
traffic 1
trying 1
two 1
up 1
uriel 1
urielhatch 1
vassago 7
vassagojeremy 1
visions 3
voice 1
wake 1
was 3
went 1
where 1
who 3
whom 1
wife 1
will 2
with 1
worse 1
years 1
young 2
