30640868
/m/0g9yvdp
/m/0g9yvdp

2009-04-29
{"/m/05hgj": "Novel"}
12 1
138 1
a 17
about 2
abuses 1
accident 2
against 1
ago 1
alive 1
also 2
alton 3
and 15
are 5
arnold 2
around 1
as 5
away 1
baby 1
because 2
become 1
been 1
before 1
begins 1
books 1
builds 1
buried 1
by 2
calling 1
can 1
car 1
child 4
chopping 1
clear 1
closer 1
colored 1
coloreds 2
comes 1
community 2
constant 1
cottners 5
crash 1
day 1
days 1
deal 1
described 1
despite 2
details 1
dies 1
disappointment 1
disapproval 1
discovered 1
discovering 1
discovers 4
disfigured 1
does 1
doing 1
down 1
ears 1
economic 1
even 2
events 1
eventually 3
example 1
exchange 1
exist 1
family 1
far 1
father 8
federal 2
figures 1
follows 1
food 1
for 9
frequently 1
friends 3
friendship 1
from 3
generations 1
get 1
gets 1
goes 3
great 2
grocery 3
grows 1
happy 1
harker 1
harsh 1
has 2
have 1
having 1
he 3
hearing 1
her 30
hill 1
him 4
his 2
hollywood 1
home 2
horrible 1
how 1
however 3
hunted 2
hunting 1
husband 2
ida 5
ill 1
immediately 1
in 13
including 1
into 2
investigate 1
is 16
it 4
james 2
joy 1
keep 1
kentucky 1
killed 1
killing 3
kills 1
kkk 1
knows 1
land 1
learns 1
leaves 2
let 1
life 1
loves 1
madness 1
makes 1
manages 1
many 2
married 1
marshall 2
mentally 1
mother 4
normally 1
not 2
nowhere 1
of 13
off 2
old 1
olivia 18
on 1
one 1
only 2
out 5
over 1
owns 1
paid 1
pauline 6
people 2
phelps 2
place 1
point 1
present 1
priority 1
prison 3
process 2
provisions 1
raises 1
realizes 1
reasons 1
recalls 1
rejects 1
relatively 1
released 2
reminisces 1
respected 1
returns 2
right 1
run 1
safe 1
sanatorium 1
sanitorium 1
saul 1
saves 1
secret 4
segregation 1
self 1
separate 1
shack 1
she 10
silverfaced 1
so 2
sole 1
some 1
somebody 1
source 2
sport 1
stands 1
star 2
starts 1
still 1
store 4
support 1
take 2
takes 1
tarpaper 1
tate 3
taught 1
tells 1
temporarily 1
terribly 1
testifying 1
that 12
the 26
their 1
them 3
then 1
there 1
these 1
they 1
things 1
thinks 1
this 5
though 1
threaten 1
time 1
times 1
to 15
town 2
turn 1
ultimate 1
unknown 2
unloved 1
unsderstood 1
upon 1
veterinarian 2
victims 1
visit 1
wants 1
was 1
wedlock 2
well 1
when 1
where 1
which 2
while 3
whites 1
who 2
wiliam 1
william 5
wisdom 1
with 1
within 2
wolves 2
words 1
work 1
years 4
younger 1
