2292731
/m/071f7t
/m/071f7t
Agatha Christie

a 30
about 3
accessible 1
actually 2
adaptation 1
additionally 1
admits 1
adopted 1
afterwards 1
agents 1
ages 1
agree 1
agrees 2
air 1
all 1
alone 1
also 2
always 1
among 1
an 5
and 28
anonymous 1
another 1
any 2
anyone 1
apparently 1
appear 1
approached 1
are 1
ariadne 1
around 1
article 3
as 8
assistant 1
assumed 1
at 9
attempt 1
back 2
be 6
been 4
before 3
being 1
belgian 1
believe 1
believed 1
bentley 5
blame 1
blonde 2
boarding 1
book 1
bottle 1
boy 1
briefly 1
broadhinny 2
bury 1
but 6
by 5
calls 1
came 1
can 1
capable 1
carpenter 3
case 1
cases 1
cellar 1
charlady 1
child 2
circumstances 1
claims 2
cleaner 1
cleaver 1
clue 1
coffee 2
committed 3
complete 1
conceal 1
conclude 1
concludes 1
confront 2
confusing 1
connected 1
connection 1
connects 1
contacted 1
convinced 1
cooperate 1
could 1
crime 3
cup 1
cut 1
dated 1
daughter 3
day 1
days 2
dead 1
death 2
decides 1
deirdre 2
destroy 1
detective 1
detriment 1
device 1
did 2
didnt 1
director 1
discovered 1
discovers 4
does 3
dr 2
drawer 1
during 2
earlier 2
edna 1
either 2
elderly 1
england 1
enter 1
estate 1
eva 9
eve 2
evelyn 3
even 2
evening 1
evidence 2
evidently 1
executed 1
fact 2
famed 2
famous 1
father 1
few 2
final 1
find 1
finds 3
first 2
floorboard 1
flush 1
flyleaf 1
following 1
for 7
found 2
frighten 1
from 4
further 3
gamboll 3
gathers 1
getting 1
girl 1
go 1
gone 1
good 1
guilty 2
had 14
hair 1
hammer 1
has 5
have 4
having 1
he 12
help 1
henderson 2
her 24
hercule 1
herself 1
him 3
his 6
hope 2
house 9
housekeeper 1
houses 1
however 1
in 17
includes 1
incriminate 1
informs 1
ink 1
inscription 1
inspired 1
intending 1
interest 1
investigate 2
investigation 1
invited 1
is 15
it 9
james 1
kane 9
keep 1
kept 2
killed 5
killer 1
knew 1
know 1
known 2
later 1
leave 1
leaving 2
led 1
left 2
letters 1
life 1
liked 1
lily 3
lipstick 1
local 1
lodger 1
love 1
lover 1
luck 1
made 3
maid 2
make 1
man 2
matters 1
maude 2
maureen 1
may 2
mcginty 10
meat 1
might 1
missing 1
more 1
most 2
mother 4
mrs 24
murder 8
murdered 1
murderer 3
murdering 1
must 1
my 1
mystery 1
name 1
nearly 1
newspaper 2
night 2
no 1
not 9
novelist 1
now 3
of 28
off 2
offer 1
offers 1
often 1
oliver 1
on 4
oncoming 2
one 2
or 3
order 1
out 4
own 1
paper 1
party 1
past 1
people 3
perfume 1
perhaps 1
photo 9
photograph 1
photographs 2
photos 1
piece 1
plain 1
planted 3
play 1
plot 1
point 1
pointed 1
points 2
poirot 21
pose 1
possessions 1
possibility 1
postmistress 1
pounds 1
prevent 2
purchased 1
push 1
pushed 1
put 1
puzzle 1
question 1
quietly 1
rather 1
realized 1
reasons 1
received 1
recognize 1
recognized 1
rendell 5
resident 1
return 1
reveals 1
revelations 1
robin 11
same 2
saw 3
say 1
scandal 1
scent 1
search 1
secret 1
see 2
seen 1
sensed 1
she 13
shed 1
shelagh 1
shop 1
shortly 2
show 1
shown 1
sight 1
signature 1
similar 1
so 2
some 1
someone 5
son 3
soon 1
spence 3
still 1
story 2
strangled 1
subsequently 1
sugar 1
suggests 1
summerhayes 2
superintendent 1
surrounding 1
suspects 5
takes 1
talk 2
talking 1
telling 2
than 2
that 19
the 73
theatre 3
them 1
then 2
they 3
think 1
thirty 1
this 2
thought 2
three 3
through 1
to 38
together 2
told 1
took 1
town 2
train 2
tried 1
true 1
truth 1
turns 1
under 3
up 2
upward 13
using 1
village 2
wanted 2
wants 1
warning 1
was 11
weapon 1
well 1
wetherby 1
when 3
where 1
which 6
while 1
who 12
whom 1
whose 2
why 1
wife 3
williams 2
wishes 1
with 7
woman 4
women 3
worked 3
working 2
would 1
written 2
wrong 1
young 1
