19562706
/m/04n25_x
/m/04n25_x

2008-09-30
{"/m/01hmnh": "Fantasy"}
50 1
a 5
after 1
again 1
age 2
agrees 1
and 7
another 1
any 1
arrives 1
at 2
basement 1
be 3
becker 6
been 1
being 1
bodysuits 1
bomb 5
book 2
both 1
breaks 1
bring 1
bringing 1
but 2
by 2
called 1
can 1
capture 1
case 1
causes 1
causing 1
chiappa 1
constructed 1
could 1
create 1
created 1
current 1
damage 1
dead 1
department 1
dies 1
documents 1
drane 1
dripping 1
end 2
enter 1
epilogue 1
essence 3
everything 1
explodes 1
faster 1
file 1
first 2
fix 2
fixer 1
follows 1
found 3
founder 1
from 3
frozen 1
given 1
glitch 1
golden 1
great 1
halves 1
has 2
help 1
her 1
him 2
however 1
in 6
is 4
it 3
jackal 1
jenifer 1
join 1
kaley 1
legendary 1
life 1
lightweight 1
liquid 1
lucien 1
manages 1
meeting 1
mess 1
mission 2
moments 1
more 1
much 1
must 1
new 1
news 1
no 1
of 7
on 2
order 1
organization 1
out 1
overexposure 1
overthrow 1
parts 1
powerful 1
prevent 1
prevents 1
private 1
put 1
repair 1
revealed 1
rule 1
saves 1
second 5
seems 2
sent 1
show 1
sleep 1
sleeves 1
so 1
soaked 1
stolen 1
that 2
the 31
their 1
thought 1
through 1
tide 2
time 4
to 14
together 3
tom 2
trapped 1
trays 1
two 1
until 1
wants 1
was 2
were 1
when 1
which 1
who 1
whose 1
with 2
world 4
