271590
/m/01nxb_
/m/01nxb_
Stephen King
1986-09-15
157 1
184 1
a 40
able 1
about 3
abusive 1
account 1
accountant 1
across 1
adrian 1
after 2
again 2
alec 1
alive 2
all 3
almost 1
also 2
although 1
american 2
an 6
and 47
angeles 1
another 1
apparent 1
appears 2
architect 1
are 9
area 1
arrested 2
arrives 1
as 13
aspect 1
asthma 1
at 3
atlanta 1
attack 1
attacked 3
attacks 2
audra 8
awakens 2
awareness 1
away 3
balloons 1
barrens 1
bath 1
be 1
beat 2
beaten 2
because 4
becomes 1
been 4
before 4
befriend 1
befriends 1
began 1
begin 1
being 4
belch 3
believing 1
ben 9
between 1
beverly 12
beyond 1
bicycle 1
bill 17
bird 1
black 1
blocked 1
blood 2
boat 1
body 1
bond 1
book 1
bowers 6
boy 1
boys 2
bridge 2
brings 1
brother 1
bullets 1
bullied 1
bullies 3
but 3
by 14
call 1
came 1
can 2
capture 1
catatonia 1
catatonic 2
chase 1
chased 1
chd 3
chicago 1
child 2
childhood 2
childkillings 1
children 4
circle 1
circus 1
city 1
claims 1
clown 2
club 2
clubhouse 1
collapses 1
comes 2
company 1
completely 1
concludes 1
confront 1
confrontation 2
conjuring 1
connected 1
control 1
converging 1
convinced 1
corpse 1
could 1
criss 2
crushes 1
darkness 1
day 1
days 1
dead 3
deadlights 2
death 1
decide 1
decides 1
defeats 1
denbrough 2
derry 11
derrycalls 1
descend 1
designer 1
destroyed 2
didnt 1
died 1
dimmest 1
disc 1
discover 3
discovers 1
doing 1
down 1
downtown 1
drain 2
drops 1
due 1
dying 1
each 3
eat 1
eating 1
eddie 10
eggs 1
elder 1
encountered 1
ends 2
energy 1
engage 1
england 1
enlightens 1
ensuing 1
enters 1
escaped 1
escapes 2
escaping 1
establish 1
events 1
ever 1
every 2
evil 1
fade 1
fairly 1
fashion 1
father 2
fear 1
feeding 1
few 1
fight 1
fights 1
finally 2
find 1
five 1
fleeing 1
flesh 1
floating 1
focusing 1
follow 2
following 1
for 7
forced 1
forcing 1
forgetting 1
form 6
forms 1
found 2
framed 1
frankenstein 1
friends 3
from 7
games 1
gang 4
gay 1
george 5
georgia 1
given 1
go 1
goes 1
going 1
gradually 1
group 2
guidance 1
hands 1
hanlon 1
hanscom 1
has 12
hatch 1
have 5
having 2
he 13
heart 1
help 2
henry 10
her 4
hides 2
hiding 1
him 9
himself 1
his 8
history 1
hits 1
hockstetter 1
home 1
hopes 1
hoping 1
horror 1
hospital 1
hospitalized 2
hotel 1
house 1
how 1
however 1
huggins 2
hunt 1
if 1
illusion 1
imitation 1
in 28
indian 1
indians 1
injure 1
injury 1
institution 1
intercourse 1
interior 1
into 5
is 27
it 51
its 1
jewish 1
jockey 1
july 1
june 1
kaspbrak 1
keep 1
kidnapped 1
kill 6
killed 5
killing 2
kills 1
known 1
laid 1
lair 3
landfill 2
lashes 1
last 2
later 4
leave 2
led 1
left 1
leper 2
let 1
librarian 1
light 1
lights 1
limousine 1
link 1
lives 2
living 2
los 1
loser 1
losers 14
lunch 1
maine 2
make 1
makes 2
makeshift 1
making 1
man 2
manages 1
manifestations 1
manipulates 1
many 1
married 1
marsh 1
mass 1
meet 1
meets 1
mellon 2
memory 1
mental 1
message 1
mike 7
mikenow 1
mikes 1
mind 2
monster 4
months 1
most 2
mother 1
moved 1
much 1
mummy 1
murder 1
murderers 1
murders 3
mutilate 1
mutilated 1
named 2
nature 1
near 1
nebraska 1
neibolt 1
new 2
no 1
novel 1
now 2
nurse 1
oath 1
october 1
of 36
off 2
old 1
on 7
once 3
one 5
only 3
or 1
orange 1
order 1
orders 1
other 4
out 6
outcast 2
overcomes 1
overweight 1
paper 1
parts 1
patrick 2
pennywise 1
people 1
person 1
phone 1
places 1
plans 1
plays 1
police 1
preys 1
primarily 1
process 1
professional 1
promise 1
providing 1
reach 1
read 1
realize 2
really 1
reception 1
receptions 1
recruits 1
refuses 1
reginald 1
regularly 1
released 1
relief 1
remain 1
remaining 2
reminds 1
rental 1
rescues 1
resident 1
resides 1
residing 1
resurfaces 1
retreat 1
retreats 1
return 5
returning 1
richie 10
ride 1
ritual 4
roughly 1
runs 1
same 1
saves 1
saw 1
says 1
scare 1
scared 1
school 1
seeing 1
send 1
series 1
seven 1
sewer 1
sewers 6
sexual 1
shapeshifting 1
she 1
shock 1
sign 1
silver 3
sink 1
six 2
slingshot 1
slugs 1
slumber 1
smart 1
smokehole 1
smokeholes 1
so 3
stan 5
stays 1
still 1
stop 1
storm 2
story 1
street 1
strength 1
string 1
stumbles 1
stutter 1
succeed 1
successful 2
summer 1
sweeps 1
swept 1
switchblade 1
system 1
takes 3
taking 1
talent 1
tempted 1
tempts 1
terrible 1
that 11
the 83
their 6
them 8
then 1
they 15
thin 1
think 1
this 1
though 1
three 3
through 3
throw 1
time 2
to 41
together 1
tom 6
tormentors 1
town 3
towns 1
tozier 1
transported 1
traumatized 1
tries 1
true 2
try 1
twelvetosixteen 1
twentyseven 1
two 2
under 3
underneath 1
uneventful 1
universe 1
up 3
upon 1
uris 1
use 2
using 2
various 1
victims 1
victor 3
violent 2
virtually 1
visions 1
voice 1
voices 1
wants 1
warning 1
was 1
wealthy 1
were 1
werewolf 3
when 5
where 5
which 4
while 3
who 10
whose 1
why 1
wife 1
will 1
with 15
witness 1
witnesses 1
worst 1
would 1
writer 1
written 1
year 1
years 1
york 1
youths 1
