13661954
/m/03cdcyp
/m/03cdcyp
John Boynton Priestley
1929
{"/m/05hgj": "Novel"}
a 8
adventure 1
adventures 1
advice 1
after 1
against 1
aged 1
all 2
along 1
an 1
and 9
are 2
as 2
assorted 1
at 1
banjo 1
become 1
bruddersford 1
canada 1
carry 1
characters 1
class 1
companions 1
concert 1
dean 1
decides 1
dialect 1
dinky 1
disband 1
disbanding 1
discontented 1
doos 1
down 1
downatheel 1
each 1
earlier 1
elizabeth 1
emigrates 1
encounter 1
england 1
english 1
failing 1
family 1
famous 1
fan 1
fictional 1
for 1
gets 1
good 1
great 1
have 1
he 2
heads 1
her 1
his 2
in 3
including 2
independently 1
individuals 1
inigo 4
intertwined 1
is 4
jerningham 1
jerry 2
jess 2
jimmy 1
jollifant 2
known 1
lady 1
leave 1
life 1
london 1
long 1
lost 1
malcontented 1
man 1
manager 1
married 1
marries 1
members 1
met 1
middle 2
miss 3
mitcham 1
morton 1
mr 1
nonrp 1
north 1
novel 2
now 1
nunn 1
oakroyd 4
oddjob 1
odyssey 1
of 8
off 1
on 4
opens 1
opts 1
original 1
other 3
own 1
partlit 1
performance 1
performers 1
piano 1
picaresque 1
player 1
plays 1
priestley 1
private 1
refloat 1
relatives 1
result 1
road 2
round 1
running 1
sabotaged 1
school 1
seek 1
shires 1
similarly 1
south 1
speakers 1
spinster 1
story 1
style 1
successful 1
susie 2
sweetheart 1
takings 1
teacher 1
the 18
their 2
those 1
three 1
throughout 1
to 4
town 1
trant 4
travelling 1
travels 1
troad 1
troupe 4
two 1
ultimately 1
uppermiddle 1
uses 1
various 1
wealthy 1
when 1
whom 1
with 5
written 1
yorkshire 1
