25057345
/m/09g7_m8
/m/09g7_m8
Stephen King
2012-02
{"/m/025txgl": "Western fiction", "/m/06n90": "Science Fiction", "/m/01hmnh": "Fantasy"}
a 49
abandoned 1
able 3
accidentally 1
across 1
act 1
actually 2
adopt 1
adult 1
affair 1
after 4
again 2
ago 1
agree 1
ahead 1
allow 1
almost 1
also 1
an 7
and 33
animals 1
ankle 3
annual 1
another 1
apparent 1
apprentice 1
approaches 1
area 1
areas 1
armaneeta 1
armed 1
around 2
arrival 1
arrive 1
arrives 2
arriving 2
as 4
associated 1
at 5
attack 3
attacked 1
ax 1
back 4
barracks 1
beating 1
becomes 1
been 1
before 1
befriends 1
begins 1
being 1
bern 3
best 1
bill 10
black 1
blanket 2
blind 1
blindness 2
blue 1
bowl 1
boy 3
breakdown 1
brings 1
brutal 1
building 1
bullet 1
business 1
but 3
by 10
cage 1
caged 1
caliber 1
called 1
can 2
capture 1
causing 1
cell 1
chaos 1
chopping 1
chronological 1
claims 1
collect 1
collection 1
comes 1
coming 1
community 1
concludes 2
continue 1
covenant 6
creatures 1
cure 1
cures 1
curry 1
dangerous 1
dark 2
day 1
de 1
death 1
debaria 6
depicts 1
derails 1
determine 2
device 1
discover 2
discovers 1
does 1
dogan 2
dragon 3
drinking 1
due 3
during 1
each 1
elderly 1
embarking 1
enters 1
equip 1
eventually 1
every 1
evil 1
fairy 1
fallen 1
far 1
farm 1
farson 1
father 5
fathers 1
fear 1
fears 1
feet 1
ferry 1
few 1
fiftyseven 1
find 1
finds 1
finish 1
first 1
fleeing 1
flying 1
following 1
for 5
forgives 1
forgotten 1
form 1
friend 1
friendly 1
from 2
further 1
generation 1
gets 1
give 1
given 2
gives 1
glass 1
glimpsed 1
go 1
good 1
group 1
guide 2
gun 3
gunslinger 2
had 4
has 3
have 1
he 10
hear 1
heavy 1
help 2
helps 1
her 4
here 2
him 9
himself 1
his 28
home 2
hopes 1
horse 2
horseback 1
hugh 1
human 1
hypnotism 1
hypnotized 1
identified 1
identify 2
if 1
in 21
indicates 1
intention 1
into 4
investigate 1
is 12
it 4
its 1
jamie 8
john 1
journey 4
journeys 1
just 1
ka 1
katet 2
keep 2
kells 6
key 1
keyhole 2
killed 2
killing 3
kills 2
known 1
last 1
later 2
learn 1
led 1
left 1
life 1
likely 2
lived 1
lives 1
local 2
long 1
longer 1
lost 2
made 1
maerlyn 1
magic 3
magical 1
magician 1
man 11
marries 1
marten 1
mate 1
mean 1
mearlyn 1
mechanical 1
meet 2
meeting 1
mental 1
miles 1
military 1
mine 1
miner 2
mines 1
mission 1
mistake 1
morning 2
most 1
mother 11
moves 1
murderer 1
murderous 1
must 1
mysterious 1
named 2
nearby 1
neck 1
next 2
night 1
no 1
not 2
note 2
novel 1
now 3
occupied 1
occurred 1
of 19
old 1
on 11
one 4
only 1
operates 1
or 3
orphan 1
other 1
out 3
overnight 1
pack 1
partner 1
pass 1
past 1
pay 1
peavy 1
people 4
performs 1
plans 1
potion 1
prison 1
prone 1
property 1
protective 1
rampages 1
reach 1
realizing 1
recently 1
relates 1
returning 1
reveal 1
reveals 1
ridden 1
ride 2
ring 1
river 2
roland 20
ross 1
round 2
salt 3
saved 1
saw 2
scar 1
scene 2
school 1
scrying 1
secretly 1
see 1
sends 4
serenity 2
set 1
severe 1
shape 1
she 1
shells 1
shelter 2
sheriff 2
shifter 1
shoots 1
shows 1
side 1
silver 1
single 1
skinman 12
small 2
snake 2
speciallycrafted 1
spent 1
spins 1
starkblast 3
stated 1
station 1
storm 3
story 7
successfully 1
suffering 1
surrounding 1
survivor 1
suspect 1
suspects 2
swamp 5
take 1
tale 1
talking 1
tattoo 3
taxes 3
teacher 1
telling 1
tells 4
terrorizes 1
that 17
the 78
their 7
them 5
then 2
they 10
this 6
through 3
tim 19
time 3
to 34
tower 2
town 5
train 1
transforming 1
transforms 1
trap 1
trapped 1
travel 1
treat 1
trees 1
trick 1
two 1
tyger 4
under 1
up 3
upon 1
used 1
various 1
victim 1
village 2
vision 1
visits 1
wait 2
walk 1
warns 1
was 2
way 1
we 1
wears 1
well 2
west 2
what 1
where 3
which 4
while 5
white 1
who 12
will 3
wind 2
with 13
within 2
wizard 1
woman 1
women 2
woods 4
written 1
years 1
young 5
