16984909
/m/0414jcb
/m/0414jcb
Nelson S. Bond
1949
{"/m/06n90": "Science Fiction"}
a 2
after 1
amulet 1
an 2
ancient 1
arabian 1
archaeologists 2
attack 1
been 1
bloodstone 1
by 1
circle 1
comet 1
different 1
earth 2
employees 1
expedition 1
finds 1
for 1
found 1
from 1
have 1
he 1
in 3
is 2
lance 1
leave 1
native 1
of 4
oncoming 1
one 1
others 2
period 1
point 1
purpose 1
refuge 1
refuse 1
saving 1
seeks 1
strange 1
summoned 1
the 9
they 1
time 2
to 3
tomb 2
transported 1
vidor 2
when 1
where 1
who 1
