23316398
/m/065z9v4
/m/065z9v4
James A. Owen
2008-10
{"/m/01hmnh": "Fantasy"}
a 23
about 1
access 1
addressing 1
adventure 1
after 3
against 1
ago 1
albion 3
alexandria 2
all 1
allied 1
also 1
an 4
ancient 1
and 34
animal 1
another 1
appears 1
apprentice 1
archipelago 3
are 3
area 1
arthur 10
as 3
assault 1
at 2
attempts 1
avalon 2
back 1
backing 1
badgers 3
balls 1
barfield 1
be 1
become 5
becomes 3
becoming 1
been 1
before 1
begin 1
behind 1
being 2
believes 1
bert 4
between 1
binds 2
blood 1
book 2
both 1
box 2
boy 1
break 1
bring 1
britain 1
brooch 1
burton 1
but 2
by 7
called 2
can 1
caretaker 1
caretakers 2
cartographer 5
cartological 1
case 1
caused 1
causes 1
champions 1
charles 8
chaz 9
civil 2
close 2
command 1
companions 9
confusion 1
consider 1
contained 1
contest 1
continued 1
could 1
country 1
courtesy 1
created 2
creates 1
creation 2
crown 1
cs 1
cuts 1
dagger 1
daughter 2
deceased 1
decide 1
deduce 1
departs 2
desiccated 1
destined 1
destroyed 2
determine 1
did 1
different 1
disappears 2
discover 2
discovers 1
disqualifies 1
distrustful 1
does 1
door 3
dragon 1
dragons 1
during 1
dyson 1
emerges 1
encounter 1
ending 1
entered 1
enters 1
entrants 1
escape 2
event 1
eventually 1
except 1
fate 1
fiefdoms 1
fifth 1
fight 3
find 1
fire 2
first 3
five 1
fix 1
for 2
forced 1
foreword 1
form 1
fourteen 1
fourth 1
france 1
fred 1
friend 1
friends 1
from 10
future 2
gain 1
geoffrey 1
geographica 2
giants 1
given 1
gives 2
grail 2
greece 1
green 1
group 5
guardian 1
hand 1
has 7
he 11
held 2
help 1
her 2
high 1
him 4
hinted 1
his 5
holy 2
however 2
hugo 13
if 1
ii 1
imaginarium 1
imperial 1
in 18
including 1
inform 1
intended 1
into 1
is 17
island 1
it 1
jack 5
john 6
journey 2
jrr 1
jules 2
just 1
keep 2
key 1
kill 1
kills 1
king 3
knight 1
know 2
lance 2
land 1
last 1
leads 1
learn 1
leave 4
led 2
left 1
lets 1
letting 1
lewis 1
library 3
lies 1
like 1
local 1
longinus 2
lost 1
loyalty 1
machine 2
madoc 3
main 1
making 1
man 2
many 1
map 1
meet 4
men 4
merely 1
meridian 2
meridianmyrddyn 1
merlin 6
modernday 1
monmouth 1
mordred 16
most 1
myrddyn 1
mysterious 2
named 1
names 1
near 1
needs 1
new 1
next 2
normally 1
not 5
noting 1
ocean 1
of 28
off 1
on 2
one 1
ones 1
only 1
opener 1
or 2
order 1
ordered 1
other 1
our 1
out 1
owen 1
own 1
oxford 2
party 3
past 1
people 1
places 1
pranked 1
precinct 1
preparing 1
present 1
prevent 1
preworld 1
priestess 2
problem 1
projector 1
provides 1
ready 1
realize 1
realizes 1
reason 1
red 1
rediscovered 1
releases 1
remainder 1
rescue 2
rescued 1
resembling 1
resurrected 1
return 1
revives 1
richard 1
room 1
rose 2
rough 1
royal 1
ruler 1
rulers 1
rules 1
runs 1
save 1
scarab 1
scared 1
see 1
sent 1
serendipity 2
sets 1
setting 1
show 2
shows 1
shuts 1
skull 1
sleeping 1
slept 1
slide 5
so 2
society 1
somewhere 1
son 2
soon 1
spend 1
stays 1
summer 1
summoned 1
summons 1
supposedly 1
sure 1
surrounding 1
surviving 1
take 2
talk 2
team 2
tells 1
that 19
the 100
their 3
them 6
they 17
thing 1
third 1
this 3
thorn 2
though 1
three 1
throws 1
time 5
timeline 1
to 25
tolkien 1
top 1
tournament 2
tower 1
traitorous 1
travel 1
tries 1
true 1
try 1
tummeler 1
twin 2
twins 1
two 3
uncas 3
united 1
uniting 1
unknowingly 2
unknown 1
uses 2
using 1
vanish 1
verne 2
victim 1
violated 1
visit 1
walk 1
war 3
was 1
were 2
what 1
when 3
where 3
which 2
who 11
wicker 1
williams 1
winter 1
with 10
witness 1
wood 1
world 2
would 1
written 1
years 3
young 1
