2292610
/m/071dvw
/m/071dvw
Agatha Christie

{"/m/0lsxr": "Crime Fiction", "/m/02n4kr": "Mystery", "/m/0py65": "Historical whodunnit", "/m/02xlf": "Fiction", "/m/0c3351": "Suspense"}
a 11
about 2
accident 1
after 2
afterwards 1
all 1
an 4
and 18
antagonises 1
anything 1
apparently 1
appeals 1
arms 1
arrow 1
as 4
asks 1
at 4
attempt 1
attempts 1
away 1
backfires 1
becomes 1
been 1
before 1
begin 1
behind 1
better 1
beyond 1
bitter 1
boast 1
boy 1
brings 1
brink 1
brother 1
bully 1
but 3
by 2
called 1
chaos 1
child 1
choice 3
cleverly 1
cliff 3
closer 1
committed 1
consumption 1
dead 2
death 4
deliberately 1
dies 2
disrupts 1
drink 1
dropping 1
drowned 2
due 1
effectively 1
elder 1
engaged 1
enigmatic 1
esa 2
even 1
eventually 1
everyone 1
eyes 1
fallen 1
falls 1
families 1
family 2
fat 1
father 3
fathers 1
fear 1
field 1
figure 1
final 2
first 1
flush 1
foot 1
footsteps 1
found 2
from 2
further 1
gather 1
get 1
ghost 1
had 2
hands 1
has 2
hatred 2
have 2
he 4
hears 1
henet 2
her 14
herself 3
him 3
himself 2
hint 1
his 8
hori 4
horis 1
household 1
however 1
human 1
husband 1
imhotep 4
in 8
influenced 1
insidious 1
into 2
investigate 1
ipy 4
is 13
it 3
jealousy 1
just 1
kait 1
kameni 3
kill 1
killed 1
killer 1
known 1
lake 1
later 1
leaves 1
less 1
likely 1
limited 1
linen 1
lingers 1
lively 1
lives 1
look 1
looking 3
love 1
loves 1
made 2
makes 2
marry 2
may 1
means 1
mended 1
momentarily 1
moments 1
more 2
morning 1
motive 1
murdered 2
murderer 2
murderous 1
murders 1
narrowed 1
new 1
next 2
nofret 7
nofrets 3
not 2
novel 1
of 16
older 1
on 4
one 1
only 1
or 2
out 2
over 1
own 1
pace 1
path 1
perhaps 1
perspective 1
plan 1
plots 1
poison 2
poisoned 3
poisoning 1
position 1
possibility 1
powerful 1
primarily 1
rapid 1
reacquainting 1
realises 3
recovery 1
relationship 1
renisenb 5
return 1
rid 1
rumours 1
same 2
satipy 4
saved 1
saw 1
scribes 1
see 1
seem 1
seems 2
she 13
shortly 1
shoulder 1
since 1
slays 1
slowacting 1
smothered 1
so 1
sobek 3
some 1
sons 3
soon 1
spirit 1
starts 1
straight 1
suddenly 1
suggests 1
supposed 1
suspect 1
suspects 1
talking 1
tells 1
terror 1
than 2
that 7
the 23
their 3
these 1
this 1
threatens 1
throw 1
throws 1
to 17
towards 1
toys 1
tricks 1
try 1
turns 1
unguent 1
unlike 1
unlikely 1
unsure 1
vengeful 1
walking 1
was 9
well 1
when 7
where 1
whether 1
which 1
while 2
who 2
whom 1
widow 1
wine 3
with 7
wives 2
wool 1
written 1
yahmose 7
yahmoses 1
young 1
