2292690
/m/071f3b
/m/071f3b
Agatha Christie

2th 1
630 2
a 55
about 3
abroad 1
absolutely 1
accented 1
accept 1
accidental 1
accuses 1
acquaintances 1
acting 1
actually 1
admitted 1
advised 1
affectionately 1
after 1
against 1
ago 1
albums 2
all 4
allowed 1
almost 2
also 5
although 1
always 1
an 4
and 66
announced 1
any 1
apparently 2
appear 2
appearance 1
appears 2
are 5
around 2
arranges 1
arrested 1
arrived 1
arrives 1
as 23
aside 1
asked 1
asks 2
aspirin 2
assassination 1
at 18
attack 1
attempt 1
attempting 1
attemptshe 1
austerity 1
avoid 1
aware 1
away 4
awkward 1
background 1
be 3
beads 1
beam 1
became 1
because 1
been 7
before 5
behind 3
being 2
believe 1
believed 1
believing 1
belle 6
beloved 1
beside 1
birthday 1
blacklock 12
bleeding 1
blew 1
blinding 1
blow 1
blown 1
boarder 1
body 1
born 1
both 1
bought 1
box 1
break 1
brought 1
bullet 1
bunner 2
bunny 11
but 15
butter 1
by 13
cafe 1
cake 2
called 1
calls 1
cant 1
car 1
career 1
case 3
casual 1
cat 1
causes 1
change 1
charlotte 13
children 1
chipping 4
chocolate 2
chocolates 1
choice 1
claim 1
clearly 1
cleghorn 4
clock 1
clue 1
clues 1
come 4
comes 2
coming 1
commence 1
commit 1
community 1
companion 1
companions 1
complete 1
conclude 1
confesses 1
confronts 1
constable 1
contain 1
continue 1
continues 2
conversation 1
cord 2
could 8
couldnt 1
countryside 1
cousin 1
cover 1
crack 1
craddock 8
crime 1
criminal 1
crying 2
cryptic 1
curious 1
darknor 1
daughter 1
days 1
deal 1
death 4
decides 2
deduction 1
defect 1
definite 1
delicious 1
demands 1
denies 1
detail 1
details 1
did 2
didnt 1
died 4
dies 2
different 1
difficult 1
discover 1
discovered 1
discovers 2
distraught 1
do 1
doctor 1
does 4
dog 1
done 1
door 8
doorstep 1
dora 2
down 3
driveway 1
drown 1
during 3
ear 2
edmund 6
effect 1
eggs 1
electrical 1
em 1
emerges 1
emma 3
employed 1
end 1
ends 1
enemies 1
england 3
english 2
enough 2
establish 1
estate 3
estranged 1
even 2
evening 2
everyone 3
everything 2
explained 1
explains 1
eye 1
face 1
faces 1
fact 2
falls 1
farmers 1
fast 1
fatal 1
father 2
few 3
figure 1
final 3
financier 1
find 1
finding 1
fired 1
first 1
flowers 1
for 13
foreign 1
forgery 1
fortune 2
forward 1
found 1
frail 1
frayed 2
french 1
friday 1
friend 2
friends 1
from 8
full 1
further 1
fuse 1
fuses 2
gain 1
game 2
gathers 1
gave 1
get 2
girlfriend 1
gives 1
glass 1
go 1
godmother 1
goedler 7
goes 1
goiter 3
got 1
great 2
guessing 1
guest 1
guests 3
gunman 2
had 11
hard 1
has 9
have 6
haymes 1
he 8
headachek 1
heard 1
heavily 1
her 21
herself 7
hide 1
hiding 1
him 2
himand 1
hinchliffe 5
hinges 1
hired 1
his 5
hold 2
holdup 1
hospital 1
host 1
house 2
however 6
idea 1
identify 1
if 1
ii 1
illuminated 2
imitates 1
in 31
informs 1
ingratiate 1
inherit 2
inheritance 1
inheriting 1
inherits 1
inquest 1
insinuates 1
insists 1
inspector 9
instead 2
intended 1
interest 1
interrupted 2
intimation 1
into 7
intrigued 1
involve 1
is 27
it 12
job 1
joke 1
julia 6
juliaemma 4
just 3
killed 1
kills 1
kitchen 4
knew 2
knocks 1
knowledge 1
known 2
knows 2
ladyhelp 1
lamp 2
launches 1
lavish 1
lead 1
leaving 1
less 1
let 1
letitia 25
letitiacharlotte 2
letter 2
letty 1
lies 1
life 1
lights 2
like 1
line 1
little 7
live 2
lives 1
local 3
lonely 1
look 1
lotty 1
loves 1
luck 1
make 2
man 3
marple 13
married 1
marry 1
masquerade 1
masquerading 1
may 1
means 1
meet 1
meets 1
mentions 2
merely 1
might 1
miss 26
missed 1
misses 1
mitzi 4
money 4
more 2
morning 1
most 3
mother 2
motive 1
mourns 1
move 1
ms 4
much 3
murder 5
murdered 1
murdering 1
murgatroyd 7
mysterious 1
nail 1
nap 1
naturally 1
near 1
nearmiss 1
necessary 1
needed 1
new 1
next 1
nicked 1
nicknamed 1
night 2
no 4
none 1
not 13
notice 3
notify 1
now 2
obtain 1
occasions 1
october 1
of 36
oil 1
oiled 1
old 2
oldfashioned 1
on 9
once 1
one 5
only 4
onto 2
open 2
opened 1
or 2
order 1
ordinary 1
other 1
others 1
out 9
over 2
owner 1
paddocks 7
paid 1
pair 1
panic 1
paper 1
parlour 1
part 2
parts 1
party 1
passed 1
patrick 2
pearls 1
people 3
perfectly 1
perplexed 1
person 3
persuaded 1
perth 1
petty 1
phillipa 6
phillipapip 2
photo 1
photos 1
pictures 1
pileser 1
pip 5
place 6
placed 1
planning 1
plans 1
play 1
playing 1
pm 1
police 1
portion 2
posed 1
positive 1
possibilities 1
postwar 1
pouring 1
predeceases 1
prepares 1
present 3
presents 1
prevent 1
problem 1
prone 1
proved 1
pulls 1
pursuing 1
questioning 1
quickly 1
quite 3
raisins 1
randall 4
range 1
rather 1
rationing 1
real 2
realization 1
reasons 1
receives 1
recently 3
receptionist 1
recluse 1
recognized 1
reenactment 1
referred 1
rejoined 1
remembered 1
remembers 1
repair 1
resistance 1
resume 1
return 1
returned 2
returns 2
reveal 2
revealing 1
reveals 3
rich 1
room 7
rudi 9
rudy 1
ruined 1
runs 1
rural 1
rushes 1
same 1
saw 1
say 1
scars 1
scherz 8
school 1
scissors 1
scotland 1
scream 1
second 1
see 4
seen 2
sends 1
serious 1
several 3
she 41
shepherd 1
shepherdess 1
shooting 2
shopping 2
short 4
shortly 3
shot 5
shots 1
shouting 1
shut 1
side 1
silly 1
simmons 2
simply 1
sink 1
sister 4
sisters 1
slams 1
slight 1
slipped 1
slipups 1
small 1
sneaked 1
sneaks 1
so 5
some 1
sonia 4
spa 4
speak 1
special 1
spend 1
spinster 1
stamfordis 1
standing 1
starts 1
statement 1
stationmaster 1
stay 1
staying 1
step 1
stick 1
stood 1
strange 2
stride 1
strikes 1
strings 1
successful 1
such 1
suddenly 1
suggest 1
suicide 1
sure 1
surgery 2
surprise 1
swettenham 1
swings 1
swiss 2
switzerland 2
swung 1
table 1
take 2
taken 1
takes 3
talks 1
target 1
tea 1
tellingly 1
terrified 1
than 3
that 22
the 110
theft 1
their 4
them 2
then 3
there 4
thereafter 1
therefore 2
these 1
they 4
thing 1
this 8
thought 2
throat 1
through 1
tiglath 1
time 3
to 54
together 1
