25028254
/m/09ggjnj
/m/09ggjnj


{"/m/06n90": "Science Fiction"}
a 4
again 1
against 1
and 2
as 3
attempt 1
battle 1
before 1
but 1
caught 1
change 1
day 1
death 1
defense 1
desperate 1
each 1
earth 1
fate 1
fights 1
find 1
first 1
force 1
from 1
grows 1
have 1
having 1
he 1
himself 1
his 3
in 3
inexplicable 1
is 2
keiji 3
killed 1
kiriya 1
laid 1
loop 2
mimics 1
mysterious 1
new 1
of 1
on 1
only 1
passes 1
perspective 1
phenomenon 1
protagonist 1
recruit 1
repeats 1
resurrection 1
returned 1
siege 1
skill 1
soldier 1
some 1
sortie 1
story 1
the 7
through 2
time 4
to 4
told 1
united 1
up 1
wakes 1
which 2
