535861
/m/02mphq
/m/02mphq
Stephen King
1996-09-24
{"/m/06n90": "Science Fiction", "/m/014dfn": "Speculative fiction", "/m/03npn": "Horror"}
2200 1
a 6
an 1
and 3
anyone 1
are 2
around 1
as 1
attacked 1
autistic 1
based 1
before 1
begins 1
being 2
beings 1
both 1
boy 1
by 2
called 2
caricature 1
cartoon 1
change 1
community 1
completely 1
contains 1
control 2
creating 1
due 1
else 1
excerpts 1
fictional 1
for 1
forced 1
from 3
gained 1
has 2
he 1
heavily 1
help 1
his 1
imagination 2
in 1
influenced 1
into 1
is 2
kills 1
known 1
many 1
meanwhile 1
motokops 1
named 1
novel 1
of 3
ohio 1
on 3
other 1
over 1
place 1
poplar 2
power 1
quiet 1
reality 1
regulators 1
residents 2
scripts 1
seen 1
seth 5
shape 1
soon 1
stop 2
story 1
street 3
suburb 1
suburban 1
tak 4
takes 1
television 1
that 1
the 10
them 2
these 1
through 1
to 5
together 1
town 1
transforming 2
typical 1
wentworth 1
west 1
western 1
what 1
wild 1
work 1
world 1
