64035
/m/0h4xv
/m/0h4xv
Stephen King

{"/m/06n90": "Science Fiction", "/m/014dfn": "Speculative fiction", "/m/03npn": "Horror", "/m/026ny": "Dystopia"}
00 1
16yearold 1
30 1
4nbspmph 1
a 28
able 1
above 1
abrahamwho 1
according 1
across 1
actually 1
additional 1
admiration 1
after 5
again 1
against 1
agree 1
ahead 1
aid 2
alice 1
alive 1
allowed 1
alludes 1
alluring 1
almost 1
along 2
already 1
an 3
and 25
androscoggin 1
angers 1
annual 1
another 3
antagonist 1
any 3
anything 2
apparently 1
appearances 1
appears 1
are 6
around 1
arthur 1
as 12
ask 1
at 9
attacking 1
attempt 1
attempting 1
award 1
away 2
awe 1
bad 1
baker 1
barkovitch 1
barkovitchquickly 1
be 7
becomes 2
been 1
before 3
beginning 1
begins 2
being 4
believes 1
believing 1
below 1
belts 1
beneath 1
bodily 1
book 1
border 1
boy 3
boys 2
boysincluding 1
breakdown 1
bring 1
but 6
buying 1
by 7
bystanders 1
called 1
can 6
cannot 2
canteen 1
canteens 1
care 1
carry 1
catches 1
caterpillar 1
cathy 1
celebration 1
certain 1
challenges 1
character 2
characters 2
charley 1
children 1
clear 1
closest 1
coast 1
collapses 1
collie 1
comes 3
coming 1
complaints 1
concentrates 1
contact 1
contest 1
contestants 1
continually 1
continue 1
conversation 1
corrects 1
county 1
crawl 1
dancing 1
dark 1
darkness 1
davis 1
day 1
days 1
dead 1
death 3
decides 1
declared 1
degeneration 1
determine 1
determined 1
detrimental 1
developed 1
died 1
dies 1
distracted 1
distribute 1
distributed 1
does 1
dog 2
down 2
drop 1
drops 1
due 1
duration 1
each 2
earlier 2
early 1
east 1
effect 1
electronic 1
encourage 1
end 1
ends 1
enough 1
equipment 1
erased 1
established 1
establishes 2
event 1
eventually 2
every 1
executed 1
existence 1
experience 1
external 1
facial 1
falls 1
far 1
farther 2
fascist 1
father 1
favorite 1
feels 1
fellow 3
figure 1
find 1
finds 1
finish 2
first 2
five 1
food 3
footwear 1
for 8
four 3
fresh 1
from 7
front 1
garraty 12
gave 1
get 1
gets 2
give 1
going 1
gone 1
graves 1
greet 1
ground 1
halftrack 1
halftracks 1
hallucinates 1
hand 1
hank 1
harkness 1
has 5
hauled 1
have 4
having 1
hazardous 1
he 14
heavy 1
help 1
her 3
him 10
himself 4
his 10
history 1
hold 1
horse 1
hour 3
house 1
however 2
hundred 1
hundreds 1
idea 1
if 2
ignores 1
illegitimate 2
immediately 1
implied 2
in 13
including 2
initially 2
injure 1
instance 1
intentionally 1
interacts 1
interfere 1
interference 1
interfering 1
intervention 1
into 1
is 24
it 5
its 1
jeep 1
joining 1
just 2
keeps 3
kept 1
kid 1
killed 2
kills 1
known 1
lack 1
last 1
lastly 1
later 1
learn 1
least 1
leave 1
left 1
legs 1
life 2
likely 1
likening 1
line 1
listens 1
local 1
loner 1
long 7
maine 1
mainecanada 1
maintain 1
major 9
man 1
many 1
married 1
massachusetts 1
may 3
mcvries 4
meaning 1
means 1
members 1
mental 4
miles 3
military 1
misplaced 1
more 1
morning 1
mortality 1
most 2
mother 1
motivating 1
much 1
multiple 1
musketeers 1
must 1
mysterious 1
named 3
nasa 1
national 1
nationwide 1
nearly 1
new 1
no 2
none 1
not 3
novel 1
now 1
number 1
numerous 1
observing 1
obtain 1
occasionally 1
occasions 1
occurs 1
oddson 1
of 31
olson 1
on 7
one 9
ones 1
onlookers 1
only 5
onto 1
or 5
other 3
out 3
over 1
own 1
packed 1
parker 1
participate 1
past 1
pause 1
pearson 1
per 2
percy 1
periods 1
peter 2
physical 3
physically 1
plan 1
pneumonia 1
police 2
possible 1
power 1
pownal 1
precisely 1
pregnant 1
pressed 1
prize 3
program 1
prolong 1
prominent 1
protagonist 1
provided 1
psychological 1
public 1
quickly 1
rabbit 2
rabbits 1
race 2
races 1
rank 1
rather 1
ray 2
raymond 1
reached 1
realize 1
realizing 1
reason 2
receive 3
receives 2
refer 1
remaining 1
request 1
respect 1
rest 2
results 1
revealed 1
ridicule 1
riding 1
road 5
roadside 1
rules 1
run 2
runner 1
runners 1
runs 1
saving 1
scar 1
scramm 2
second 1
seconds 2
seemingly 1
serious 1
set 1
seventeen 1
several 4
shot 4
shoulder 1
shown 1
side 1
similar 1
sleep 1
slices 1
slows 1
sneak 1
soldiers 4
some 2
somehow 1
son 2
soon 2
space 1
speak 1
spectator 1
speculates 1
speed 3
sport 1
start 1
state 1
states 2
stay 2
stebbins 14
stemming 1
still 1
stops 1
story 1
strains 1
strength 1
stress 1
subconscious 1
such 1
suffer 1
suffers 1
supplies 1
survive 1
system 1
take 1
taken 1
taking 1
talking 1
taunts 1
tearing 1
teenage 1
tell 1
term 1
than 2
that 13
the 91
their 6
them 2
themselves 1
then 1
there 1
thereafter 1
they 8
think 1
thinking 1
thinks 1
third 1
this 4
three 1
throat 1
throughout 1
throw 1
thus 1
ticket 2
ticketed 2
time 2
to 40
took 1
towards 1
town 1
travels 1
trespassing 1
trial 1
tried 1
tries 2
truly 1
trying 2
turns 1
two 1
type 1
unaffected 1
unaware 2
united 1
until 1
up 4
upon 1
use 2
used 2
vague 1
vehicle 1
verbal 1
victory 1
violations 1
walk 16
walker 7
walkergary 1
walkers 14
walking 3
wants 1
warned 1
warning 2
warnings 2
was 1
water 1
watermelon 2
way 1
weaknesses 1
weather 1
when 6
which 3
while 3
white 1
who 7
whom 1
widow 1
will 1
win 1
winner 4
winners 1
winning 1
wish 1
with 11
within 1
without 1
wonderland 1
years 2
