545049
/m/02nl7h
/m/02nl7h
Terry Pratchett

{"/m/06n90": "Science Fiction", "/m/0dwly": "Children's literature", "/m/014dfn": "Speculative fiction", "/m/01hmnh": "Fantasy", "/m/0c3351": "Suspense", "/m/02xlf": "Fiction"}
a 8
accident 1
adventure 1
after 2
against 1
agatean 2
aged 1
agreed 1
alongside 1
altering 1
alternative 1
an 2
and 15
ankhmorpork 1
another 1
ant 1
are 2
armies 1
armour 1
army 3
as 5
at 2
aurient 1
australianaboriginetype 1
away 1
back 2
barbarian 1
barbarians 1
been 1
behavior 1
besieging 1
between 1
blame 1
board 1
bring 1
brings 1
but 5
butterfly 1
by 4
calculating 1
calculation 1
called 1
cannon 2
captured 1
cave 1
cell 1
cells 1
challenges 1
child 1
city 1
civilize 1
cohen 3
colour 1
commanding 1
companion 2
confronted 1
construction 1
continent 3
convince 1
counterweight 2
country 1
death 1
did 1
discovers 1
discworld 2
distracting 1
do 1
drops 1
emperor 3
empire 2
empty 1
end 2
eric 1
events 1
exchanges 1
face 1
falls 1
families 1
family 1
fang 1
fantastic 1
far 1
fate 1
father 1
feels 1
fight 1
filled 1
finally 1
first 1
five 2
follows 1
for 3
forbidden 1
free 1
from 1
funds 1
game 2
girls 2
glob 1
gods 2
good 1
great 1
hat 1
have 1
having 1
he 2
heroes 1
hex 2
him 2
himself 1
his 3
holidays 1
honey 1
hong 4
horde 3
hunghung 1
i 3
in 6
infiltrate 1
inspired 1
intends 1
into 1
is 5
joins 1
just 1
killing 1
kills 1
lady 2
land 1
leads 2
legendary 1
letter 1
light 1
lit 1
live 1
lose 1
luck 2
luggage 1
magic 2
mate 1
mcsweeney 1
meanwhile 1
missing 1
mostly 1
my 1
mysterious 1
never 1
next 1
not 1
novel 1
of 10
off 1
on 4
one 1
only 1
original 1
other 1
out 1
patrician 1
play 2
polite 2
possible 1
posters 1
previous 1
putting 1
reappearing 1
rebel 1
rebels 1
red 1
reproclaims 1
reproduce 1
returned 1
returns 2
revolution 1
rides 1
rincewind 8
ronald 1
runs 1
safe 1
saveloy 1
says 1
scouts 1
secretly 1
seek 1
send 1
sent 1
sets 1
sewers 1
shows 1
silver 1
six 1
small 1
spell 1
spelling 1
statues 1
stay 1
steal 1
sung 1
swear 1
take 2
tang 1
teach 1
terracotta 2
that 2
the 49
their 1
them 2
throne 1
to 16
transported 1
tried 1
tries 1
two 1
twoflower 3
underground 1
unexplored 1
university 2
unseen 1
up 2
us 1
usual 1
valkyrie 1
via 1
victorious 1
villainous 1
vizier 1
vocabulary 1
warriors 1
what 1
when 1
which 1
while 1
who 2
wife 1
win 1
winning 1
with 7
wizzard 1
wood 1
words 1
written 1
xxxx 1
young 1
