18866
/m/04rt6
/m/04rt6
William Shakespeare

1338 1
2266 1
4172 1
432045 1
551728 1
57172 1
581516 1
a 33
able 1
about 2
accordance 1
activities 1
address 1
advancing 1
afflicted 1
against 1
ahead 1
alive 1
all 5
allay 1
allied 1
along 1
also 3
although 1
ambitions 1
amidst 1
an 6
and 71
anger 2
another 1
answer 1
any 1
appalled 1
apparitions 1
appearance 1
appears 2
are 3
armed 1
army 4
arrive 2
arrives 2
as 12
asks 2
asleep 1
assassins 1
assume 1
assumes 1
at 11
audience 2
awaits 1
aware 1
away 1
babes 1
banquet 2
banquo 13
banquohave 1
battle 1
be 12
because 1
becomes 2
becoming 1
been 2
before 2
begins 1
behavior 1
beheads 1
belief 1
bemoaning 1
benevolent 1
bestowed 1
beware 1
birnam 4
black 1
blood 1
bloodstains 1
bloody 3
boasts 1
body 1
born 5
boughs 1
bravery 1
brevity 1
but 5
by 8
caesarean 1
camouflage 1
can 1
candle 1
cannot 2
carries 1
carry 1
carrying 1
castle 6
causing 2
cawdor 4
certain 1
chair 1
challenge 1
challenges 1
challenging 1
chamber 1
chamberlains 2
charge 1
child 2
children 1
claim 1
claiming 1
clears 1
comes 1
coming 1
committed 2
concerning 1
confrontation 1
conjure 2
continues 1
country 1
crimes 1
crowned 3
cruelly 1
culminates 1
cut 2
dagger 1
daggers 1
dance 1
day 1
dead 1
death 2
decide 1
declares 3
deed 1
deep 1
defeated 1
defenseless 1
deliver 1
demands 1
demise 1
departs 1
descendant 1
descendants 1
descent 1
desires 1
despair 1
desperate 1
despite 2
discovers 2
discuss 2
discusses 1
disturbed 1
do 2
doctor 2
does 1
donalbain 1
doomed 1
doubts 1
down 1
drinking 1
drunk 1
duncan 8
duncans 3
dunsinane 6
each 1
earl 1
earlier 1
early 1
eight 1
elder 1
empty 1
encamped 1
england 5
english 3
englishmen 1
enter 1
enters 3
escapes 1
even 1
everyone 1
example 1
execution 1
fair 1
familiar 1
familys 1
father 1
fear 2
fearfully 1
fearing 1
fears 2
feels 1
fife 1
fight 1
fighting 1
final 1
first 5
fit 1
fleance 4
fled 1
flee 1
flight 1
following 2
for 6
forces 3
forests 1
fortifies 1
fortunes 1
foul 1
frame 1
frames 1
frightened 1
from 5
fulfilled 1
fulfilling 3
furious 1
further 1
gate 1
generalsmacbeth 1
gentlewoman 2
get 2
ghost 3
glamis 2
great 1
greet 1
grief 1
guarantee 1
guards 1
guests 1
guilt 1
habit 1
hailing 1
half 1
hallucination 1
hand 1
hands 3
harbour 1
harm 1
harmless 1
has 8
have 3
he 24
head 2
heath 1
heir 1
heirs 1
her 14
hereafter 1
herself 1
hill 1
him 14
himself 2
hires 1
his 27
holding 1
horrible 1
how 2
however 2
husband 3
husbands 2
i 2
ie 1
imaginary 1
immediately 2
in 20
including 2
indeed 1
inform 1
informed 1
informs 1
inherit 1
innocence 1
insecure 1
intentions 1
into 2
invasion 1
inverness 2
invincibility 1
invites 3
ireland 2
ironic 1
is 23
james 2
joins 1
just 1
kill 2
killed 3
killing 1
kills 2
king 11
kings 5
kingship 1
kinsman 2
know 1
known 1
knows 2
lady 14
last 2
late 1
later 1
leading 1
leads 2
learns 1
leave 1
leaves 1
led 1
lennox 2
life 2
lightning 1
limbs 1
line 2
literary 1
little 1
long 1
lords 2
loyal 1
macbeth 49
macbeths 5
macdonwald 1
macduff 18
macduffs 1
mad 1
madness 1
makes 1
malady 1
malcolm 7
man 1
manhood 1
marvel 1
meaning 1
meaninglessness 1
meanwhile 1
meeting 1
men 3
merely 1
merriment 1
message 1
method 1
mirror 1
misinterpreted 1
more 3
morning 2
most 2
mother 1
move 1
murder 4
murderer 1
murderers 1
murderous 1
murders 2
names 1
nevertheless 1
new 2
newly 1
news 2
next 3
night 5
no 2
nobleman 1
nobles 1
none 1
northumberland 1
norway 1
not 5
nothing 2
now 1
numb 1
number 1
numbers 1
objections 1
obtain 1
of 53
off 2
offers 1
on 5
once 2
one 2
only 1
onstage 1
onto 1
opens 2
opponents 1
order 2
ordered 1
orders 1
others 1
out 2
overrides 1
overwhelm 1
own 2
palace 1
panic 1
park 1
part 2
perform 1
persuades 1
pessimistic 1
place 1
placed 1
placing 1
plan 2
play 1
portents 1
porter 1
power 1
praised 1
praises 1
predictions 1
pressed 1
prevent 1
previous 1
prince 1
procession 1
pronouncements 1
prophecies 5
prophecy 7
prowess 1
publicly 1
put 2
questions 1
quibble 1
racked 1
raging 1
raising 1
raves 1
reaches 1
realizes 2
reason 1
receives 1
reference 1
reflects 2
relieved 1
remains 2
remember 1
remembers 1
reports 1
respectively 1
restored 1
returns 1
reveal 2
reveals 2
revenge 1
reversal 1
rides 1
riding 1
rightful 1
riotous 1
rippd 1
ross 2
royal 1
safe 1
same 1
savagely 1
scene 2
scone 1
scotland 5
scottish 2
second 2
section 1
secure 1
see 1
seen 1
seized 1
self 1
sends 2
sergeant 1
servants 1
shaken 1
shakespeare 1
shall 4
shalt 1
she 8
shielded 1
sight 1
silence 1
similar 1
sink 1
sits 1
siward 2
skeptical 1
slaughter 1
slaughterd 1
slaying 1
