308766
/m/01sx2s
/m/01sx2s
William Shakespeare
1609

a 14
about 1
act 1
advises 1
after 2
again 1
against 1
agrees 1
allows 1
also 1
although 1
am 1
an 2
and 27
answer 1
answers 2
antioch 1
antiochus 4
any 1
appears 2
are 2
arises 1
armour 1
as 3
ashore 1
asks 1
assassin 1
at 3
attracted 1
be 4
beautiful 2
because 1
becomes 2
being 1
beset 1
birth 1
body 1
breed 1
bring 1
brings 1
brothel 2
but 3
by 5
calm 1
care 1
casket 1
cerimon 1
cheer 1
child 2
city 4
claim 1
cleon 5
come 1
comes 1
compare 1
continues 1
convincing 1
counsellor 1
court 1
crime 1
daughter 6
day 1
days 1
decides 3
decorous 1
deeply 1
departs 1
diana 2
did 1
die 2
died 2
dionyza 6
disgust 1
doubt 1
down 1
drags 1
dream 1
each 1
ends 1
engaged 1
enter 1
entertainments 1
ephesus 1
equipment 1
expresses 1
fail 1
famine 2
famous 1
father 3
fears 1
feed 1
finds 1
fishermen 2
fled 1
flesh 1
for 4
fortunately 1
forty 1
found 1
friend 1
from 1
generous 1
gives 1
giving 1
goddess 1
governor 3
gower 1
grain 1
grants 1
grief 1
group 1
grows 1
grudgingly 1
hand 3
has 3
he 10
hears 1
helicanus 2
her 5
him 10
hints 1
his 11
holding 1
how 1
however 1
hunt 1
husband 2
i 5
if 2
in 18
incestuous 1
incorrectly 1
inform 1
initially 1
insist 1
instantly 1
introduces 1
is 7
it 1
its 1
john 1
joyfully 1
keep 1
kidnap 1
killed 3
kindness 1
king 2
knows 1
labour 1
ladies 1
leave 1
leaves 1
leaving 1
lebanon 1
letter 1
like 1
live 1
lord 1
luckily 1
lysimachus 2
man 1
manages 1
marina 8
marina3s 1
market 1
marriage 2
marry 1
may 2
me 1
meaning 1
meanwhile 1
men 1
mild 1
moment 1
more 2
mother 2
murder 1
music 1
mytilene 2
near 1
next 2
no 1
noblemen 1
not 1
of 16
offered 1
on 4
one 1
opens 1
order 1
other 1
out 1
overboard 1
pentapolis 3
people 2
pericles 15
pericles3 3
philoten 1
phoenicia 1
physician 1
pirates 1
plan 1
plans 1
play 1
poem 2
poor 1
pregnant 1
priestess 1
prince 2
profusely 1
prologue 1
reaches 1
realise 1
receive 1
regent 1
relationship 1
rents 1
rescued 1
residence 1
resolve 1
respectable 1
return 1
returns 2
reveals 1
revives 1
revolt 1
riddle 2
ruining 1
rule 1
ruler 1
rusty 1
sad 1
sailors 1
sails 1
save 1
sea 2
seek 1
seeking 1
sell 1
sends 1
sent 1
set 1
shall 1
she 3
ship 2
shore 1
shores 1
should 1
simonedes 2
so 1
son 1
soon 1
sought 1
stop 1
stories 1
storm 5
suit 1
surely 1
survive 1
takes 1
tarsus 3
tells 1
temple 2
thaisa 6
thaisa3s 2
than 1
thanked 1
that 10
the 41
their 5
them 1
then 2
there 1
they 4
think 1
thinking 1
this 1
those 1
thwarted 1
time 1
to 27
tournament 3
trusted 1
truth 1
tutor 1
two 1
tyre 4
understands 1
union 1
up 3
very 1
viper 1
virginity 1
virtue 1
wanderings 1
washes 2
wed 1
when 2
where 3
which 2
while 1
who 7
wicked 1
wife 3
will 6
winner 1
wins 1
with 3
worried 1
wrecks 1
yet 3
you 2
young 2
