4372004
/m/0bzs24
/m/0bzs24
Orson Scott Card
2011-11-28
{"/m/06n90": "Science Fiction"}
20 1
2210 1
2631 1
421 1
45 1
a 14
about 1
accepting 1
achieved 1
action 1
actively 1
administered 1
advances 1
after 4
against 1
age 1
ago 1
aid 1
alive 1
all 5
allows 1
alone 1
along 1
alter 1
alteration 1
an 7
and 33
animals 1
anticipate 1
anton 1
anything 1
are 2
ark 3
armed 1
around 2
artificial 1
as 7
aspect 1
at 4
attack 2
attempt 1
attempting 1
basking 1
bay 1
be 2
bean 21
beating 1
beauty 1
because 1
been 6
before 1
behind 1
belabored 1
belief 1
believe 2
believes 1
beyond 1
biologist 1
board 1
bodies 1
breaks 1
breathing 1
brilliant 1
brother 1
buggers 1
bulk 1
but 4
by 9
call 1
can 2
cannot 3
care 1
cargo 3
carlotta 6
carrying 1
causes 1
centuries 2
chamber 1
children 13
cincinnatus 2
close 2
cocoon 1
colony 1
come 1
commands 1
communes 1
communicate 2
condition 3
contact 1
continue 1
contrary 1
controls 1
could 1
course 1
courses 1
cultivate 1
cure 2
cured 1
days 1
dead 1
deal 1
deduces 1
defenses 1
deliberate 1
delphiki 1
demands 1
despairing 1
despite 3
detrimental 1
develop 1
devised 2
died 3
dies 1
diminish 1
discovery 1
do 1
docking 1
domination 1
down 3
drain 1
drifting 1
drones 2
each 1
earth 3
ecotat 1
effective 1
effects 1
encounter 1
ender 12
ending 1
engineering 1
enlist 1
escapes 1
eventually 1
every 1
everything 1
expectations 1
expert 1
extended 1
extremely 1
family 3
father 2
feels 1
feral 1
find 5
finding 1
first 1
five 1
flight 1
float 1
flying 1
fog 1
for 12
forgotten 1
formic 4
formiclike 1
formics 4
found 1
four 1
free 1
from 2
full 1
future 1
generations 1
genetic 4
genome 1
geosync 1
giant 2
giantism 1
gigantic 1
goldilocks 2
grants 1
grass 1
gravity 3
group 3
grow 1
growth 1
half 1
happy 1
has 3
have 10
having 1
he 9
hear 1
heart 1
helm 1
helms 1
help 2
her 3
herodotus 2
hide 1
high 1
him 5
himself 4
his 23
hive 2
hold 2
holotop 1
home 1
hope 2
how 1
however 1
human 1
hypothesis 1
idea 1
if 2
images 1
imagining 1
in 26
increased 1
increasingly 1
infant 1
informing 1
initial 1
intact 1
intelligence 3
intelligent 1
intention 1
into 1
investigate 1
is 13
it 5
journey 1
julian 1
keep 2
key 1
kill 1
killing 2
laying 1
leads 1
learning 1
learns 3
leaving 1
left 3
lies 1
life 5
light 1
lightspeed 1
likely 1
link 1
live 1
lived 1
lives 1
living 1
long 1
looking 1
looks 1
losing 1
loved 2
low 1
lying 2
made 1
male 3
males 2
many 1
may 2
mean 1
means 1
meetings 2
mental 1
meters 1
metres 1
militarilyminded 1
minds 1
monitoring 1
mother 1
must 3
named 1
near 1
new 1
nicknamed 1
none 1
normal 1
nose 1
not 2
notices 1
now 1
numbers 1
of 14
off 1
often 1
on 9
onboard 1
one 2
only 1
onto 1
or 2
orbit 1
orbits 1
order 1
organelle 1
other 1
out 3
over 1
overexert 1
own 2
pass 1
passed 3
peace 1
picked 1
piloting 2
place 1
plan 1
planet 4
plans 1
popular 1
position 1
possibly 1
progression 1
prompting 1
proposing 1
proves 1
punches 1
puts 1
queen 6
rabs 3
race 1
radar 1
rebel 1
regain 1
relativistic 1
remain 1
remember 1
reminding 1
renewed 1
resources 1
reveals 1
risking 1
risks 1
role 1
running 1
safety 1
saying 1
scientists 2
secret 1
security 1
sedative 1
sends 1
sensitive 1
sent 1
sergeant 8
serves 1
several 1
ship 7
short 1
shut 1
siblings 2
silly 1
since 1
six 1
size 1
sleeping 1
slightly 1
slow 1
small 1
so 2
soldier 1
solidified 1
son 1
soon 2
spacecraft 3
speak 1
specialty 1
species 1
spray 2
stance 1
stands 1
starship 1
stay 1
strategy 1
strikes 1
stuck 1
studies 3
study 1
studying 1
subjective 1
subjectively 1
such 1
sunlight 2
suppresses 1
surrenders 1
survival 1
survive 1
take 1
takes 1
taking 1
tall 1
tell 1
terminal 1
terraform 1
that 12
the 73
their 18
them 6
there 1
these 1
they 13
think 1
this 5
those 1
though 1
threats 1
three 3
through 1
thus 1
time 2
to 30
training 1
tried 1
tries 1
trying 1
turn 1
turned 1
uncharted 1
uncontrollably 1
unknown 1
unwilling 1
up 1
via 1
vids 1
virus 1
wake 1
walks 1
war 1
warn 1
was 2
watches 1
weaponry 1
weapons 1
were 2
what 1
when 3
where 1
which 4
while 1
who 4
whole 1
whom 3
whose 1
wiggin 2
wildest 1
will 2
wipe 1
wiped 1
with 13
within 1
without 1
workers 5
would 2
year 1
years 4
yet 1
zero 1
zone 2
