2241312
/m/06yk2y
/m/06yk2y
Agatha Christie

{"/m/0lsxr": "Crime Fiction", "/m/02n4kr": "Mystery", "/m/02xlf": "Fiction", "/m/0c3351": "Suspense"}
a 25
about 2
accident 1
according 1
accusing 1
administered 1
after 2
again 1
agrees 2
all 4
already 1
also 4
an 1
and 12
apparently 1
appeared 3
arabella 1
around 1
arsenic 3
arundell 8
as 3
asked 1
asks 1
at 6
attempted 2
aunt 1
away 1
ball 1
be 1
bear 1
because 7
becomes 1
bedroom 1
been 5
before 1
believe 1
believes 1
bella 6
beneficiary 1
billowing 1
bob 2
bobdogpictureajar 1
both 2
bottle 1
breath 1
brooch 2
bullying 1
but 2
buying 1
by 1
came 1
can 1
certain 1
change 1
changed 1
charles 3
children 2
claims 1
committed 2
companion 1
concludes 2
contained 1
contested 1
could 3
covered 1
crime 1
day 2
dead 2
death 2
deathbed 1
delayed 1
description 1
destroy 1
did 1
died 3
discovering 1
discovers 2
doctor 4
does 1
dog 2
domineering 1
donaldson 1
dr 1
educate 1
else 1
emily 13
emptysomething 1
escape 1
estate 1
even 1
examining 1
fallen 1
few 1
fianc 1
figure 1
finds 2
for 11
fortune 1
found 1
from 4
gardener 2
given 1
gives 1
go 1
goes 1
good 1
greater 1
grown 1
had 15
halo 1
has 7
hastings 1
hate 1
have 4
haze 2
he 6
head 1
held 1
her 25
hercule 1
herself 1
him 3
his 2
hotel 1
house 2
how 1
however 2
husband 3
imagined 1
implying 1
in 4
including 1
inheritance 1
inherited 1
initials 2
institution 1
is 8
it 7
jacob 2
jar 1
keep 1
kill 1
killed 1
killer 1
knew 1
know 1
lawson 9
lawyer 1
leaves 1
left 1
letter 1
lied 1
life 2
liver 2
long 1
looking 1
lost 1
luminous 2
many 1
means 1
meeting 1
mental 1
mirror 3
miss 13
money 1
motive 2
mouth 3
much 1
mundane 1
murder 5
murdered 1
murderer 2
nail 2
nature 1
nearly 1
nephew 1
new 2
next 1
nieces 1
night 3
nightmeaning 1
not 4
odour 1
of 16
offer 1
on 6
only 1
order 1
original 1
other 1
out 4
over 1
overdose 1
papers 2
pay 1
person 1
pet 1
phosphorescent 1
phosphorus 1
picture 1
pills 1
poirot 12
poisoning 1
pounds 1
prepared 1
presumably 1
pretence 1
previous 1
problems 1
put 1
quiet 1
racked 1
read 1
real 1
reason 2
recall 1
receives 1
recent 1
relations 1
remorse 1
respecting 1
reveals 1
said 2
saw 1
say 2
saying 1
says 1
seance 2
seances 1
secretly 1
seeing 1
seemingly 1
seen 1
sense 1
shares 1
she 16
similarly 1
sisters 1
sleepingdraught 1
small 1
smell 2
so 1
some 2
someone 2
something 1
spirit 1
spoke 1
staircase 1
stairs 1
stay 1
string 1
strong 1
struck 1
substantial 1
suggests 1
surprising 1
suspect 1
suspects 1
ta 2
take 1
taken 1
talked 1
talking 1
talks 1
tanios 3
tells 1
than 1
that 16
the 44
them 1
there 1
theresa 5
they 3
thinking 1
this 3
thousand 1
threw 1
through 3
tied 2
time 2
to 20
took 1
top 1
tripps 2
tripwire 1
trying 1
turns 1
two 1
unclear 1
under 2
unexpected 1
unfortunately 1
varnish 1
very 1
victim 1
voluntarily 1
want 1
was 13
wearing 1
weed 1
well 1
when 2
which 2
while 2
who 6
why 1
will 7
with 8
would 1
writes 1
wrongly 1
years 1
