4923119
/m/0cvd15
/m/0cvd15
Dean Koontz
2001
{"/m/014dfn": "Speculative fiction", "/m/03npn": "Horror", "/m/0c3351": "Suspense"}
a 18
able 1
about 1
academic 1
across 2
addict 1
adrift 1
after 3
age 1
aided 1
alerted 1
alien 2
aliens 3
alive 1
all 1
an 4
and 51
approach 1
approached 1
are 2
arent 1
arrive 2
arrives 1
articulate 1
as 4
assist 1
at 4
aunt 3
average 1
away 1
back 3
backyard 1
bandage 1
become 1
been 2
before 1
believes 1
bellsong 1
bent 1
blood 2
borrow 1
bounce 2
boy 3
brace 2
brother 2
buffs 1
buried 1
burn 1
burning 1
but 3
by 8
campground 2
can 1
carries 1
cass 2
castoria 1
close 1
clothes 1
come 3
comes 2
community 1
complete 1
convince 1
corner 1
country 1
creeps 1
crosscountry 1
curtis 7
day 1
dead 2
death 1
decide 2
deformed 2
determined 1
dies 1
direction 1
disabled 1
disarms 1
discovers 2
disillusioned 1
do 1
dog 3
drop 1
drug 1
dumps 1
duplicate 1
each 1
earth 2
encounter 1
encounters 1
end 1
entire 1
escape 2
eventually 2
evil 2
exact 1
exit 1
expi 1
family 3
farmhouse 1
farrell 1
feels 1
find 6
finds 2
fire 1
follow 1
for 8
form 1
four 1
free 1
from 4
front 1
fulfill 1
gen 2
geneva 3
get 2
gets 1
getting 1
girl 3
goes 1
going 1
gone 1
got 1
gotten 1
hammond 1
hand 1
has 7
hasnt 1
he 16
headed 1
heads 1
healed 2
help 4
her 18
here 1
hidden 1
highly 1
him 5
himself 1
his 7
house 8
idaho 2
in 14
inhalation 1
insane 1
intelligent 1
into 2
is 12
it 1
itinerary 1
join 1
just 2
kill 2
killed 1
kind 1
klonk 1
knocking 1
know 1
knows 2
lake 3
last 1
leaving 3
leg 1
leilani 19
lights 1
listen 1
little 1
location 1
looking 2
loss 1
lukipela 1
maddoc 3
magazines 1
make 2
man 3
matter 1
maze 3
mentioned 1
michelina 1
mickey 15
middle 1
mission 2
money 1
montana 1
more 1
mother 2
moved 1
murder 2
murderer 1
murders 1
natural 1
nature 1
new 1
news 1
newspapers 2
next 3
night 2
nine 1
no 1
noah 3
now 1
nun 3
of 18
off 3
old 3
older 1
on 5
one 1
only 2
order 1
other 1
others 1
ourselves 1
out 9
pi 1
pile 1
plan 1
planning 1
pledge 1
polluxia 1
polly 1
precocious 1
presence 1
preston 10
prison 1
quest 1
race 1
races 2
racing 1
reach 1
recognize 1
reports 1
requires 1
rescue 1
restraints 1
reveals 1
running 1
rv 1
save 3
saw 1
search 1
searching 2
seconds 1
sent 2
set 1
sets 1
shapechanging 1
she 8
shoots 1
sighting 1
sinsemilla 1
site 1
slaughter 1
sleeping 1
smoke 1
snatched 1
sneaks 1
some 1
speak 1
spelkenfelter 1
stakes 1
start 1
starts 1
stepfather 3
stop 1
stopping 1
stops 1
stumbles 1
sunning 1
supposed 1
taken 1
takes 3
than 1
that 5
the 47
their 2
them 7
then 2
there 2
they 7
things 1
thought 1
through 2
ties 1
time 1
to 35
together 1
torture 1
town 1
traps 1
trash 1
trouble 1
true 1
twins 6
ufo 1
ufos 1
unconscious 1
under 1
up 3
us 1
using 1
vow 1
wanting 2
was 2
watch 1
way 3
weaker 2
what 1
when 1
where 1
which 2
while 3
who 3
wit 1
with 5
without 1
witnessing 1
year 1
yet 1
