168698
/m/016lbm
/m/016lbm
Terry Pratchett

{"/m/06n90": "Science Fiction", "/m/014dfn": "Speculative fiction", "/m/01hmnh": "Fantasy", "/m/02xlf": "Fiction"}
71hour 4
a 15
accidentally 1
actually 1
adams 1
adamus 1
afterwards 1
again 2
against 1
ahmed 7
al 1
all 1
also 1
an 6
and 28
angua 3
ankhmorpork 14
any 1
armies 1
army 4
arrest 2
arriving 1
as 9
assassination 2
at 4
attempt 1
attempted 1
attempting 1
back 3
backpack 1
band 1
be 4
become 1
been 3
beginning 1
begins 1
being 3
between 2
blend 1
both 2
breaches 1
breaks 1
brother 1
bubble 2
but 6
by 9
calendar 1
can 1
capital 1
captain 1
captured 1
carrot 5
catches 1
centuries 1
charge 1
circle 1
cities 1
city 4
claim 1
claiming 1
clothing 1
colon 4
command 4
commander 3
considers 1
convinced 1
corporal 2
costume 1
council 1
course 1
crime 1
cum 1
dancing 1
deal 1
death 2
declares 2
declaring 1
degree 1
detritus 1
device 1
differently 2
difficult 1
disbanded 1
discover 2
disgrace 1
disorganiser 2
do 3
doctorum 1
does 1
down 1
dregs 1
drops 1
due 2
duke 2
dulci 1
dulyappointed 1
easy 1
effectively 1
emergency 1
end 2
ends 1
enemy 1
entitled 1
escaping 1
events 1
exactly 1
exist 1
explained 1
fact 1
fall 1
families 1
fanny 1
fellow 1
feminine 1
figured 1
finds 1
flabello 1
floating 1
follow 2
following 1
football 2
for 7
forces 1
fred 1
free 1
from 1
game 1
gas 3
gebra 3
get 3
gets 2
girl 1
given 2
giving 1
goingunderthewatersafely 1
gone 1
group 1
guild 1
had 2
halfway 1
has 6
have 4
havelock 1
he 6
head 3
help 1
her 1
him 3
his 12
history 1
hold 1
huge 1
idea 1
in 13
incident 1
incorrect 1
independent 1
inflatable 1
information 1
informed 1
instead 1
interesting 1
international 1
into 2
invalid 1
inventor 1
investigating 1
involved 2
is 20
island 2
it 8
its 1
just 1
kept 1
khali 1
khufurah 2
killing 1
king 3
klatch 7
klatchian 5
klatchians 1
knights 1
law 2
lays 1
leaders 1
least 1
legally 1
leonard 3
leshp 4
lord 4
loses 1
make 1
makes 2
martial 1
may 1
meaning 1
meanwhile 1
meets 1
methane 1
mission 1
morporkian 1
most 1
much 1
named 2
neither 1
new 1
nobbs 1
nobby 4
noble 2
nonexistent 1
not 3
novel 1
objects 1
occurs 1
of 34
off 2
offering 1
official 1
old 3
on 3
only 1
opening 1
opposing 1
or 2
orders 1
organise 1
originally 1
ostensibly 1
other 1
out 1
own 3
parading 1
patrician 1
peace 1
peer 1
pet 1
pillock 1
play 1
point 2
poisonous 1
policeman 1
position 2
powerful 1
prepared 1
preparing 1
presented 1
prevents 1
prince 4
private 3
putting 1
quirm 2
rank 3
rather 2
reacted 1
realises 1
reason 1
reasoning 1
recruited 1
recruits 1
refused 1
refusing 1
regiment 1
regiments 1
rejected 1
rejects 1
relations 1
remaining 1
reminded 1
reminding 1
reparations 1
reports 1
representatives 1
required 1
rescue 1
resigns 1
resignsapparently 1
returned 1
revive 1
rises 1
ruling 1
rush 1
rust 6
said 1
sam 1
same 1
samuel 1
save 1
sea 4
secret 1
sell 1
senior 1
sergeant 3
shark 1
side 1
signed 1
since 1
sink 1
sir 1
slightly 1
so 1
soldiers 1
some 2
speaking 1
stand 1
stands 1
start 1
staying 1
strategical 1
submerged 1
such 2
suggested 1
supporting 1
surface 1
surrender 1
suspecting 1
swallowed 1
sweet 1
taken 1
takes 1
territory 1
than 2
that 13
the 50
their 2
them 1
then 2
they 1
things 2
this 2
though 1
three 1
through 1
thus 1
time 1
to 29
together 1
top 1
touch 1
towards 1
treason 1
treaty 1
two 1
ultimately 1
under 6
unknown 1
up 3
vanished 1
various 1
very 2
vetinari 10
vimes 12
vs 1
war 6
was 3
watch 5
wearing 1
well 1
where 3
which 4
who 1
whoever 1
whole 1
whom 1
wife 1
will 2
willand 1
with 7
would 1
wounded 1
