12158252
/m/02vrrl6
/m/02vrrl6
Rex Stout

{"/m/02n4kr": "Mystery", "/m/028v3": "Detective fiction", "/m/02xlf": "Fiction", "/m/0c3351": "Suspense"}
148 1
a 15
abandoned 1
about 4
accidental 1
acquaintances 1
acquainted 1
advertisement 1
advertises 1
after 1
agrees 1
all 1
also 1
always 1
an 4
and 17
another 1
apparently 1
archie 9
are 1
arranges 1
as 1
asks 1
at 1
avoid 1
away 1
babies 1
baby 9
back 1
become 1
been 2
between 1
blank 1
blanket 1
brownstone 1
businesses 1
but 4
button 1
buttons 2
by 1
call 1
capital 1
car 1
cares 1
case 1
cases 1
child 1
choice 1
city 1
claims 1
closed 1
clothes 1
cohen 1
come 1
complies 1
conception 1
connection 1
contact 1
corresponding 1
cramer 3
date 1
day 1
days 1
dead 2
death 1
decides 1
desperately 1
determine 1
disappears 1
door 1
down 1
draws 1
dressed 1
during 1
each 1
effect 1
either 1
ellen 2
else 1
employer 1
evening 1
eventually 1
evidence 1
examines 1
expose 1
fact 1
few 1
fifty 1
finale 1
finally 1
finds 1
flee 1
flushing 1
following 1
follows 1
for 9
forcing 1
found 2
four 1
fred 1
from 3
front 1
furious 1
garment 1
gathered 1
gazette 1
go 1
good 1
had 2
handmade 1
has 4
have 3
having 1
he 5
help 2
her 8
hiding 1
him 3
himself 1
his 1
hole 1
horsehair 1
house 2
how 1
husband 2
if 1
in 13
information 2
insight 2
inspector 1
intimate 1
investigate 1
investigation 1
involves 1
is 10
it 3
item 1
killer 1
leads 1
learn 1
learns 1
likelihood 1
line 1
list 2
locates 1
lon 1
lucy 5
mahopac 1
make 1
manhattan 1
mdash 1
might 1
miles 1
miss 2
month 1
mother 4
murderer 1
murders 1
names 1
nearly 1
new 1
next 1
none 1
north 1
note 2
novelist 1
nurse 1
of 8
off 1
on 1
one 1
or 1
orders 1
orrie 1
other 1
overalls 1
particularly 1
period 2
pinned 1
plan 1
prompting 1
property 1
question 1
recently 1
reluctant 1
results 1
retired 1
richard 5
roughly 1
saul 1
search 1
second 1
seen 1
several 1
she 4
shows 1
similar 1
someone 2
son 1
spots 1
staff 1
stoop 1
strangled 2
street 1
succeeds 2
supply 1
surprise 1
suspects 1
swindle 1
tactic 1
takes 1
tell 1
temporarily 1
tenzer 4
that 11
the 34
them 1
then 1
there 2
therefore 1
they 1
this 1
though 1
three 1
time 3
to 19
together 1
track 1
trade 1
traditional 1
tries 1
try 1
trying 1
unaccounted 1
unusual 1
unwilling 1
up 3
uses 1
valdon 2
verify 1
vestibule 1
via 2
waiting 1
wants 2
was 2
wearing 1
weeks 1
when 2
whether 1
while 1
who 3
whom 1
widowed 1
will 1
with 5
withhold 1
witnesses 1
wolfe 11
woman 1
women 2
would 1
york 1
