160428
/m/015642
/m/015642
Stephen King
2001-03-20
a 32
about 3
abraham 1
accepts 1
accident 1
accompany 1
affected 1
after 2
aggressive 1
alcoholic 1
alien 5
aliens 1
all 4
allergic 1
almost 1
alone 1
already 1
although 1
ambrose 1
an 5
and 58
animals 2
anus 1
appears 1
approach 1
are 11
area 3
army 7
as 7
attack 2
attacking 1
attacks 2
attempting 1
attention 1
attracts 1
avoiding 1
away 2
back 5
badly 2
balance 1
bathroom 1
battle 1
battles 1
be 4
beaver 16
because 2
becomes 1
bedroom 1
been 2
beer 2
begins 2
behind 1
being 2
believes 1
bends 1
berries 1
blizzard 1
blood 1
bloodcovered 1
bodies 1
body 8
bolts 1
bonds 1
both 1
break 1
built 1
bullies 1
burns 1
burps 1
but 11
buy 1
by 11
byrum 12
byrus 10
byrusinfected 1
cabin 3
called 2
calling 1
can 2
capable 1
captives 1
captured 1
car 4
caused 1
causes 2
cavell 1
century 1
certain 1
chewing 1
childhood 2
cities 1
claims 1
clarendon 1
clean 1
clearing 1
close 1
closes 1
clutch 1
cold 4
colonel 2
combination 1
come 1
coming 1
communicates 1
companion 1
company 1
confront 1
constrict 1
contact 1
control 3
controls 1
convinces 1
cover 1
covered 1
crash 1
crashed 1
creature 4
creatures 1
cries 1
dead 5
deep 1
defeat 1
defeats 1
degree 1
delirious 1
derived 1
derry 4
destruction 1
develops 1
devlin 1
die 1
died 2
dies 2
different 1
difficulty 1
diner 1
direct 1
discoloration 2
discover 2
discovers 2
dismisses 1
disoriented 1
displays 1
do 2
does 1
door 2
douglas 1
down 4
drag 1
dreamcatcher 1
driving 1
duct 1
duddits 17
during 1
dying 2
dyspepsia 1
each 4
earth 2
earthly 1
eating 2
eggs 1
entire 1
environment 2
escape 3
escaped 1
escapes 1
established 1
eventually 2
everything 1
execute 1
executed 2
exhibits 1
exits 1
exposed 1
exposes 1
extraterrestrial 1
extreme 1
extremely 1
face 1
failed 1
falling 1
falls 1
fatal 1
few 1
fictional 1
find 6
finds 5
fire 2
flashbacks 1
flatulence 2
flee 1
floor 3
following 1
fool 1
for 4
force 1
forces 1
form 4
formulated 1
foul 2
found 1
four 3
freeing 1
friend 1
friends 6
friendship 1
from 17
fungus 4
gain 1
gained 2
garage 1
gary 1
gathers 1
gets 2
girl 1
go 4
goes 1
good 1
gray 14
grays 4
group 1
grow 1
grows 1
guides 1
habit 1
had 3
happening 1
happier 1
has 7
have 4
having 1
he 11
headed 1
hear 1
helicopters 2
help 4
helpless 1
henry 21
her 3
highly 1
him 10
his 23
hits 2
hold 1
holds 1
hole 1
holeinthewall 2
hope 1
host 5
hosts 1
house 1
human 2
hunger 1
hunting 2
in 24
individuals 1
infect 1
infected 3
infection 1
infest 1
infestation 1
infested 1
inhaling 1
injured 1
injuries 1
inside 5
intends 1
intention 1
into 5
is 19
it 10
its 3
itwith 1
joe 1
jones 1
jonesey 1
jonesy 19
jonesymr 1
keeps 1
kill 3
killed 4
killing 2
knee 1
knew 1
kurtz 4
laid 1
lampreylike 1
lands 1
large 2
last 2
later 1
leave 1
leaves 1
let 1
leukemia 2
lichen 1
lid 3
lifelong 1
lights 2
locking 1
lose 1
loses 2
lost 2
macro 1
made 1
maine 1
mainly 1
maintain 2
make 2
makes 2
man 6
many 2
matures 1
meanwhile 2
membranes 1
memories 4
men 1
mentions 1
messages 1
migrating 1
mind 1
minor 1
missing 1
mold 2
moore 1
more 1
most 1
mother 2
mr 12
much 1
mucous 1
multiple 1
mumbles 1
name 2
named 1
near 1
need 1
needs 1
nervous 1
new 1
normal 1
not 3
nothing 1
notice 1
numbers 1
of 30
off 1
officer 4
old 1
on 13
once 1
one 3
ones 1
only 2
onto 1
open 2
or 1
original 1
other 2
out 1
outside 3
over 3
overusing 1
owen 1
own 2
packed 1
panic 1
partly 1
past 1
peace 1
people 2
pete 10
place 2
placed 1
plan 3
planning 1
pocket 1
powers 4
prevent 1
protagonist 1
pursues 1
put 1
quarantine 3
quickly 1
radio 1
rash 1
razorsharp 1
react 1
ready 1
recognising 1
red 2
reddish 2
relationship 1
relationships 1
reluctant 1
rescuers 1
resilience 1
result 1
retrieve 1
return 1
returned 1
returning 1
returns 1
reveal 1
revealing 1
riot 1
ripley 1
road 1
rogue 1
room 1
rounded 1
rows 1
rushes 1
sadistic 1
safe 1
same 1
save 1
scientists 1
screams 1
seal 1
seat 1
second 1
see 1
seek 1
seen 1
sending 1
sent 1
series 1
set 1
several 3
severe 1
sharing 1
she 1
shit 3
shoots 1
showing 1
sick 1
similar 2
sits 1
sitting 1
sky 1
small 1
snowmobile 1
so 1
soldiers 1
something 1
spacecraft 1
special 1
spills 1
splashing 1
stampeding 1
states 1
stating 1
stay 1
stealing 1
stolen 1
story 1
stranger 1
strength 1
succeed 1
suffers 1
sufficiently 1
suicidal 1
supply 2
symbiotic 1
symptoms 1
syndrome 1
take 1
taken 1
takes 1
talking 1
tape 1
teen 1
teeth 1
telepathically 1
telepathy 3
tells 2
terrible 1
than 2
that 14
the 119
their 12
them 3
then 1
therefore 1
these 1
they 15
thinks 1
this 3
through 4
throwing 1
tile 1
time 2
times 2
to 59
together 2
toilet 5
told 1
toothpick 1
toothpicks 2
town 3
traffic 1
trapped 3
trapping 1
tried 1
tries 1
trip 3
troubles 1
try 1
trying 1
under 1
underhill 6
unknown 1
up 3
uses 3
very 1
virus 1
vision 1
visit 1
vulnerable 1
walked 1
wandering 1
warmth 1
was 1
water 3
way 4
weak 2
weasel 3
weight 1
were 1
what 1
when 3
which 6
while 5
who 8
will 2
wipe 1
with 17
woman 5
woods 3
wormlike 1
would 2
wounds 1
year 2
young 1
