17207019
/m/043m0xt
/m/043m0xt
Stanton A. Coblentz

{"/m/06n90": "Science Fiction"}
12000 1
a 3
after 1
allow 1
an 1
borneo 1
but 1
by 1
captive 1
captors 1
care 1
charges 1
concerns 1
earth 1
escaping 1
eventually 1
experiment 1
falls 1
fellow 1
finds 1
for 1
forced 2
future 1
giant 1
go 1
grow 1
he 3
henry 1
her 1
himself 1
his 2
home 1
in 4
insect 2
insects 1
instead 1
is 2
love 1
luellan 1
luellen 1
marry 1
merwin 2
much 1
not 1
novel 1
of 1
over 1
part 1
pets 1
prisoner 1
race 1
rescue 1
returns 1
size 1
such 1
take 1
taken 1
taking 1
that 1
the 4
their 1
them 1
they 1
to 7
war 1
who 1
will 1
with 2
years 1
