1724854
/m/05rbl9
/m/05rbl9
Stephen King
1980-11

a 5
ago 1
an 3
and 2
article 1
attic 1
backyard 1
been 1
brothers 1
by 3
centers 1
chest 1
claps 1
cymbalbanging 1
cymbals 1
dad 1
dieoff 1
dies 1
enchantment 1
ends 1
every 1
evil 1
excerpt 1
family 2
father 1
fish 1
found 1
friends 1
had 1
his 2
in 5
is 2
it 2
its 2
lake 2
lethal 1
little 1
living 1
monkey 5
mysterious 1
nearby 1
newspaper 1
of 2
old 1
on 3
possessed 1
reports 1
spirit 1
story 2
takes 1
that 2
the 9
their 1
thing 1
throws 1
time 1
together 1
tormented 1
toy 2
two 1
unknowing 1
when 1
which 1
with 1
worked 1
years 1
young 1
