4396362
/m/0b__j9
/m/0b__j9
Michael Jan Friedman
1998-05
{"/m/06n90": "Science Fiction"}
a 9
abilities 1
acquired 1
affected 1
after 2
against 1
aggressive 1
aid 1
aided 1
alien 2
all 1
allowing 1
also 1
an 1
and 13
archangel 1
are 3
around 1
as 2
assist 1
at 2
attacked 1
away 1
back 1
banshee 1
based 1
be 4
been 3
before 1
being 2
beings 1
belonging 1
both 1
but 1
by 9
cause 1
caused 1
causes 1
causing 1
citizensuntil 1
collect 1
coming 1
computers 1
conqueror 1
contact 2
convince 1
created 1
creators 1
crew 5
crisis 3
crusher 1
cure 1
damage 1
data 3
deal 1
defeating 1
defenses 1
demonstrating 1
depicted 1
deplete 1
destructive 1
develop 1
developing 1
differ 1
disable 1
disabled 1
discovered 1
dispatched 1
do 1
down 2
dr 1
dragged 1
due 1
during 1
earthquakes 1
end 1
enemy 1
engineered 1
enough 2
ensuring 1
enterprise 4
enterprisee 1
enterprises 2
entity 1
escapes 1
even 1
events 2
face 1
familiar 1
federation 1
fellow 2
final 1
for 3
force 2
from 3
further 1
genetically 1
get 1
had 2
happens 1
has 1
have 1
having 1
he 1
help 1
himself 1
his 3
hits 1
hologram 1
how 1
however 1
immediately 1
in 4
inability 1
including 1
information 1
into 1
investigating 1
involved 1
is 4
it 2
its 2
join 1
just 1
kang 1
knowledge 1
later 1
leader 1
leads 1
least 1
listen 1
living 1
long 1
manage 2
manages 1
manipulated 1
mansion 1
marvel 2
matters 1
mutants 1
mysterious 1
negatively 1
nightcrawler 3
not 1
noticeable 1
novel 1
now 1
of 10
often 1
on 3
one 1
other 2
others 1
outcasts 1
over 2
own 1
page 1
parting 1
partly 1
passed 1
period 1
place 1
planet 2
point 1
population 1
power 1
powerful 1
problem 1
professor 1
proving 1
q 3
quarantined 1
race 2
reader 1
reality 1
resolved 1
returning 1
revealed 2
revolution 1
rogue 1
second 2
selected 1
send 1
sent 1
shields 2
ship 5
shunned 1
shut 1
since 1
situation 1
some 1
soon 1
spontaneously 1
star 1
still 1
storm 1
story 1
superpowered 1
superpowers 1
takes 1
team 1
teams 1
technology 1
teleporting 1
that 4
the 49
their 5
them 5
these 1
they 3
this 3
those 1
though 1
through 2
time 1
timeline 1
tired 1
tng 1
to 29
too 1
transformed 6
transport 1
transported 1
trek 1
trekverse 1
trust 1
two 1
uatu 1
uncontrollable 1
universe 3
uss 1
view 1
visit 1
watcher 1
weapons 2
were 1
when 2
where 2
which 1
willing 1
with 6
worf 1
working 1
worsen 1
would 1
x 1
xmen 9
