10990197
/m/02qxfjf
/m/02qxfjf


{"/m/05hgj": "Novel"}
111 1
37 1
a 4
about 1
aftermath 1
against 1
age 1
agrees 1
also 2
american 1
and 2
any 1
approaches 1
arm 1
as 1
at 2
atmosphere 1
balances 1
baseball 1
been 1
big 1
bigleague 1
chance 1
cost 1
cuba 2
cuban 1
deaf 1
desire 1
difficult 1
dilemmas 1
disability 1
discrimination 1
down 1
dreams 1
due 1
during 1
encounters 1
eventually 1
exhibition 1
fading 1
for 1
former 2
games 1
giants 1
has 1
he 2
him 1
his 3
in 4
introduced 1
involving 1
is 3
issues 1
john 1
leagues 2
longs 1
manager 1
mcgraw 2
minor 1
moral 1
new 1
of 3
on 1
philosophy 1
pitcher 1
pitching 1
play 1
players 1
political 1
postseason 1
problems 1
promising 1
prospect 1
racism 1
rejoining 1
return 1
second 1
sent 1
short 1
spanish 1
sports 1
take 1
taylor 3
tense 1
the 8
to 7
trip 1
war 1
where 1
who 1
winning 1
with 1
york 1
