13554
/m/03j9w
/m/03j9w
William Shakespeare


a 19
able 1
about 3
abruptly 1
accepts 1
accident 1
accidental 1
accompanied 1
account 1
acquaintancesrosencrantz 1
acting 1
actors 1
actual 1
actually 1
actuallydeemed 1
after 2
afterward 1
again 1
against 1
agitated 1
agrees 1
alarmed 1
alas 1
alive 1
alivea 1
all 2
allowed 1
alone 1
although 1
an 9
and 42
announces 1
another 1
antic 1
appear 1
appearance 1
appears 3
approaches 1
are 1
argue 1
argument 1
army 1
arras 2
arrival 1
arrives 3
as 7
asks 1
assembles 1
assumes 1
at 8
attacked 1
attacks 1
attempts 1
attests 1
avenge 1
avert 1
banters 1
battle 1
bawdy 1
be 7
been 3
begins 1
behaviour 4
behind 2
believing 1
bernardo 2
best 1
between 3
blade 1
blame 1
bloody 1
body 2
borne 1
both 2
bouts 1
brash 1
breath 1
briefly 1
broken 1
brother 3
burial 1
but 8
by 14
calling 1
calls 1
capable 1
case 1
castle 2
cause 2
ceremony 1
certain 1
changed 1
chief 1
chilly 1
christian 1
churchyard 1
claiming 1
claims 1
claudius 21
claudiusaccidentally 1
closely 1
closet 1
cloth 1
clowns 1
commentary 1
companions 1
concocts 1
contemplating 1
continuing 1
conversation 1
convince 1
convinced 1
convinces 1
coroner 1
could 1
counsellor 1
country 1
court 1
courted 1
courtier 1
cries 1
cup 1
cursing 1
danish 2
daughter 1
day 1
dead 2
deadly 1
death 9
deaths 1
deceased 1
declares 1
deep 1
demand 1
demands 1
demented 1
denmark 2
despite 1
determine 1
dies 1
diplomatic 1
discerns 1
discloses 2
disclosing 1
disposition 1
distraught 1
do 1
doubts 1
drink 1
drinking 1
drowned 1
due 1
dying 2
ear 1
ecstasy 1
elder 1
elected 1
elsinore 5
embarking 1
emotion 1
en 1
encounters 2
england 3
enraged 1
ensuing 1
enter 1
enters 3
erratic 1
erratically 1
erupts 1
escaped 1
even 1
evidence 1
excuse 1
exits 1
explanation 1
expresses 1
fails 1
falls 1
father 8
fearing 1
fence 1
fencing 2
fight 1
final 2
find 1
finds 1
flowers 1
fool 1
for 8
forces 1
forth 1
fortinbras 4
france 2
francisco 1
friend 2
friends 1
from 5
full 1
funeral 1
furiously 1
further 3
gently 1
gertrude 11
get 2
ghost 11
give 2
going 1
gonzago 1
grapple 1
grave 2
gravediggers 1
greet 1
greets 2
grief 2
guildenstern 2
guildensternto 1
guilt 2
hamlet 57
hamletagainst 1
hamletwas 1
has 6
have 4
having 1
he 18
hear 1
hearing 1
heaven 2
heir 1
help 1
her 13
herbs 1
herself 1
hesitates 1
hethe 1
hides 1
hiding 1
him 12
himself 2
his 30
honest 1
honesty 1
honour 1
horatio 9
horrified 1
how 1
however 2
i 1
if 2
impulsive 1
in 10
inaction 1
increasingly 1
indeed 1
inform 1
informs 2
initially 1
innocence 1
instead 1
intends 1
intent 1
interrupts 2
into 2
intruding 1
invite 1
is 25
it 10
its 1
jealousy 1
jester 1
journey 1
kill 4
killed 1
killing 1
king 6
kingship 1
knew 2
knowing 1
lack 1
laertes 15
later 2
leads 1
leaps 1
leaves 1
leaving 1
led 1
left 1
legitimate 1
life 1
like 1
listen 1
location 1
looks 1
love 2
mad 1
