14246801
/m/03cz28b
/m/03cz28b
Dean Koontz
2008-05-20
a 21
able 2
accompanying 1
actor 1
after 5
agent 2
aground 1
all 2
almost 1
and 13
annamaria 9
are 1
army 1
as 2
asks 1
assaulted 1
at 1
aware 1
be 1
beach 6
been 2
began 1
being 1
believes 1
believing 1
bin 1
board 2
boat 2
book 1
both 1
but 3
buy 1
by 4
calls 1
car 2
carrying 1
cassiopeia 2
caused 1
chasing 1
church 2
coast 1
come 1
comforts 1
confusion 1
constellation 2
contains 1
convince 1
cove 1
coyotes 1
craft 1
creates 1
decide 1
delivery 1
department 1
departure 1
detonators 1
dhs 1
discovers 1
do 1
does 1
donation 1
door 1
down 1
dreams 1
else 1
elvis 1
encounter 1
ended 1
ends 1
enrage 1
ensures 1
escape 1
everyone 1
experiment 1
fbi 1
few 1
find 2
finds 2
flees 1
for 1
forced 1
found 1
frank 1
friend 1
from 2
gone 2
government 3
groups 1
guard 1
gun 1
had 2
hands 1
harbor 2
has 1
have 2
he 17
hear 1
help 1
henchman 1
henchmen 2
her 4
herself 1
hide 1
him 6
his 11
identified 1
immediately 1
in 10
inside 1
intends 1
intuition 1
involved 1
is 14
joke 1
kill 1
killed 3
kills 1
knowledge 1
large 2
laughing 1
leave 4
leaves 1
leaving 3
left 1
lent 1
lives 1
local 1
loyalty 1
magic 6
magnetism 1
makes 1
making 1
man 2
manage 1
manages 3
many 2
may 1
men 2
mercedes 1
meth 1
millions 1
monastery 1
more 1
morning 1
mothers 1
mouth 1
multiple 1
murder 1
name 1
nearby 1
nearly 1
need 1
not 1
now 1
nuclear 3
nukes 1
odd 18
of 9
often 1
on 3
once 1
one 2
operation 1
out 4
over 3
pack 1
people 1
personalities 1
persuades 1
place 1
plan 1
point 1
points 1
police 1
pregnant 1
preparations 1
previous 1
priest 2
primarily 1
psychic 2
pulls 1
quickly 1
rage 1
request 1
retired 1
returns 1
run 1
salvation 1
saved 1
seeing 1
seems 1
sell 1
separated 1
set 1
setting 1
she 1
sheriff 7
shipment 1
shoots 1
show 1
sinatra 1
slam 1
so 3
sobbing 1
somehow 1
something 1
spirit 2
spot 1
spy 1
startles 1
stay 1
still 1
stormy 2
story 1
subsequently 1
table 1
talks 1
tells 1
terrorist 1
that 9
the 39
their 1
them 1
then 2
they 5
though 2
through 1
to 29
together 1
tow 1
transaction 1
trusted 1
turn 1
turned 1
two 1
under 1
until 1
up 1
us 1
uses 1
via 1
violent 1
walk 2
walking 1
want 1
was 2
way 1
weapons 2
were 1
what 1
where 2
while 5
whirlwind 1
who 6
whom 2
wife 3
willing 1
with 9
woman 2
would 1
wrong 2
young 1
