68201
/m/0hvkr
/m/0hvkr
William Shakespeare


a 8
absence 1
accusation 1
accuse 1
accuses 1
acquiesces 1
act 2
additionally 1
administer 1
after 2
against 1
all 1
also 1
although 1
ambitious 1
among 1
an 2
ancestors 1
and 22
angers 1
army 1
as 4
assemble 1
at 1
attempts 1
aumerle 3
back 1
bagot 1
banished 1
banishment 1
be 1
beginning 1
begins 1
belongs 1
bolingbroke 11
both 5
brother 1
bushy 2
but 4
by 1
calm 1
can 1
castle 1
ceremonial 1
challenge 1
character 1
charge 1
claims 2
cleanse 1
coast 1
committed 1
commoners 1
conspirators 1
cousin 2
crimes 1
crowns 1
death 2
decision 1
dies 1
discovers 1
dispute 1
duchess 1
duel 2
duke 4
during 1
each 1
england 5
eventually 1
executes 2
exton 1
faithful 1
fall 1
fatherbelieves 1
fear 1
fining 1
first 3
for 4
forever 1
formal 1
former 1
from 1
full 1
fund 1
gaunt 3
gauntgloucester 1
given 1
gloucester 1
goes 1
government 1
green 2
had 1
has 2
having 1
he 2
help 1
henry 5
him 1
himself 3
his 8
however 1
ii 3
in 5
indeed 1
intercession 1
interpreting 1
interrupts 1
into 1
introduction 1
invade 1
ireland 2
is 6
it 1
iv 1
jerusalem 1
john 2
journey 1
judge 1
king 11
land 2
later 1
lead 1
learn 1
leave 1
leaves 1
left 1
living 1
long 1
main 1
majestically 1
men 2
mistake 1
money 3
monies 1
mowbray 6
murder 2
murderer 1
murders 1
new 1
next 1
nobility 1
nobleman 1
nobles 1
north 1
objections 1
of 25
on 1
opportunity 1
or 1
other 2
others 1
over 2
overthrow 2
part 1
plan 2
play 1
pomfret 1
predicts 1
prison 2
quarrel 1
rebellion 1
recent 1
reference 1
remain 1
repudiates 1
responsible 1
result 1
return 1
returns 1
reveals 1
richard 19
rightfully 1
scene 1
secretly 1
seen 1
seizes 1
sentences 1
series 1
several 1
sitting 1
six 1
soldiers 1
some 1
son 2
sooner 1
spares 1
squandered 1
state 1
stillliving 1
subject 1
subjects 1
taken 1
takes 1
taking 1
taxing 1
that 5
the 36
their 1
them 1
then 1
there 1
they 2
this 1
thomas 1
throne 2
to 22
tournament 1
treachery 1
very 2
vows 1
want 1
war 2
was 1
wasting 1
we 1
when 1
whereas 1
which 1
who 2
whom 1
will 2
wins 1
with 4
years 1
york 4
