8610544
/m/0279x3v
/m/0279x3v
Mercedes Lackey
2002
a 20
after 3
against 1
air 1
also 3
an 1
and 19
andrew 1
appear 1
apples 1
arts 1
as 8
ashes 1
aunt 1
avatars 1
basket 1
be 2
been 1
being 1
belonged 1
beware 1
birth 1
bite 1
blood 1
body 3
both 1
brahmin 1
british 1
by 6
carrying 1
caste 1
chance 1
character 1
child 1
cholera 1
collides 1
confirmed 1
connects 1
contains 1
continues 1
cord 1
daughter 1
death 1
defeat 1
deities 1
delhi 1
despite 1
destroy 1
devises 1
died 1
discovers 1
disease 1
disguises 1
do 1
doctor 3
down 1
dr 3
each 1
earth 1
emigrated 1
england 1
enigmatic 1
eventually 2
exile 1
explain 1
face 1
familys 1
far 1
fate 1
father 2
fathers 2
few 1
fights 1
first 1
flee 1
for 2
force 2
former 1
found 1
friends 1
from 4
fully 1
gates 1
gender 1
get 1
gods 1
graduated 1
had 6
has 1
he 2
heart 1
held 1
help 2
her 33
heritage 1
herself 1
hide 1
highest 1
highly 1
hindu 1
his 1
home 1
hours 1
how 1
however 1
in 15
india 1
indian 1
intends 1
is 8
it 1
just 1
kill 1
killed 2
kiss 1
knew 1
krait 1
lackey 1
land 1
last 1
later 1
life 2
lived 1
lives 1
local 1
london 2
loss 1
love 1
loyal 1
mage 1
magic 3
magical 1
main 1
malign 2
manages 1
married 1
master 1
maya 15
mayas 1
medical 1
medicine 3
mixture 1
more 1
most 2
mother 5
mothers 1
much 1
murdered 1
must 1
mute 1
mysterious 1
named 1
native 1
never 1
new 1
none 1
novel 1
occasional 1
of 20
old 1
on 1
only 2
or 1
originally 1
other 2
own 1
parents 2
peter 3
pets 1
phoenix 1
physician 1
pike 1
plot 1
poison 1
power 3
powerful 1
practice 1
prejudices 1
priestess 1
process 1
race 1
realize 1
refused 1
reggie 1
repeated 1
repeatedly 1
requests 1
returned 1
returns 1
same 1
saying 1
scott 3
seeks 1
selfimposed 1
separate 1
serpents 1
servants 1
seven 1
severed 1
shadow 1
she 10
shivani 2
shortly 1
shown 1
side 1
since 1
sinister 2
sister 1
sleep 1
snake 1
something 1
sorceress 1
soul 1
spirit 2
stabs 1
statement 1
steal 1
street 1
stricken 1
surya 1
suspected 1
suspicions 1
syringe 2
than 2
that 7
the 28
thereafter 1
they 2
think 1
this 2
those 1
tiny 1
to 15
touch 1
trained 2
training 1
trains 1
treating 1
twentyfive 1
twentytwo 1
twin 1
university 1
venomous 1
via 1
wandering 1
warned 1
was 7
water 1
way 1
well 2
were 1
when 1
who 5
with 8
witherspoon 1
woman 2
work 1
years 1
young 2
