33879786
/m/0hncchh
/m/0hncchh


{"/m/06n90": "Science Fiction"}
0 1
100 1
a 21
about 10
adviser 1
after 5
against 4
agree 1
agrees 1
ai 2
ais 1
all 4
allows 1
an 5
and 27
android 2
anew 1
anime 1
another 3
are 8
artificial 3
as 4
asks 1
at 2
attack 1
attacks 1
attempt 1
average 1
aware 1
back 1
basic 1
battle 2
be 3
because 2
becomes 1
been 1
begins 1
behavior 1
being 3
believes 1
black 3
body 2
boy 1
bradbury 2
but 5
by 2
can 1
cannot 1
cant 1
captive 1
care 2
cared 1
centuries 1
child 1
clear 1
come 1
comes 2
comment 1
commentary 1
commit 1
communicate 1
completely 1
computer 1
convince 1
convinces 1
could 2
cream 1
create 1
created 1
crime 1
cruel 1
culminating 1
dating 1
deaths 1
deletion 1
dementia 1
destroyed 1
destroying 1
developed 1
develops 2
device 1
devices 1
died 1
different 1
dive 1
diving 1
done 1
down 1
during 1
each 4
earth 1
electric 1
emotions 1
encounters 1
end 2
ending 1
enough 2
enter 1
entire 1
event 1
expensive 1
explains 2
extensive 1
extras 2
extremely 1
eye 2
facility 1
far 1
faster 1
feeling 1
fiction 1
fight 1
fighting 2
fights 1
finds 1
flavored 1
for 9
fought 2
friend 1
friends 2
fully 1
funds 1
future 1
futuristic 1
gains 1
generation 1
get 1
girl 4
go 4
goes 2
group 3
grows 2
guardians 1
harm 1
has 4
hate 1
hatred 2
have 3
he 9
her 9
herself 1
him 7
himself 2
his 1
hole 3
hopeful 1
horizon 1
hospital 1
how 2
however 1
human 4
humanity 1
humans 3
i 1
ibis 10
ice 1
ignorance 1
in 16
incubates 1
informs 1
injured 1
inspiration 1
intelligence 4
intelligent 1
interacting 1
interaction 1
interactions 2
intermission 1
internet 3
into 3
irrational 1
is 19
it 3
japanese 1
just 1
kill 1
kills 1
knowledge 2
knows 1
lacks 1
leading 1
level 1
life 4
lines 1
live 2
lived 1
lives 1
longer 1
made 1
make 1
makes 1
man 1
many 2
marries 1
master 1
masters 1
may 1
meet 1
meets 1
members 1
mindset 2
mirror 1
months 1
more 1
most 2
mugen 1
must 1
named 1
near 1
necessary 1
need 1
net 1
network 3
next 1
no 3
none 1
not 5
novel 1
nursing 2
observe 1
of 19
off 2
offers 1
on 1
one 5
ones 1
only 1
onto 1
or 1
originally 1
other 1
out 1
over 5
overtime 1
own 1
owner 2
pages 1
pal 1
parents 1
past 1
peace 2
pen 1
people 7
plan 1
point 2
populate 1
population 1
prevalence 1
proficient 1
program 1
protagonist 1
public 1
raised 1
rather 1
rational 1
raven 1
ray 1
real 8
reality 2
realized 1
rebel 1
recovering 1
referred 1
relatively 1
remaining 1
repeating 1
research 1
residents 2
resolves 1
respawns 1
rest 1
result 1
robot 1
robots 4
scanned 1
science 1
server 1
shalice 2
she 9
shion 3
ship 1
shopping 1
short 3
significant 1
sing 1
skeptical 1
so 2
some 1
someone 1
sorry 1
sought 1
space 5
start 1
starts 2
station 3
step 1
stop 1
stories 4
story 18
storyteller 4
strong 2
stubborn 1
subject 1
such 1
suicide 2
survival 2
taboo 1
tais 1
take 1
takes 1
teach 2
teaching 1
technician 1
tell 1
tells 1
than 2
that 11
the 68
their 4
them 4
then 1
there 2
they 9
this 10
thousand 1
thousands 1
threat 1
threatens 1
time 3
times 1
to 31
told 1
took 2
training 3
true 1
truth 2
turn 2
under 1
up 4
use 1
villages 1
virtual 3
vr 3
wandering 1
wanted 1
was 5
wealthy 1
well 1
were 5
when 3
where 1
which 1
while 3
who 9
whole 1
willingly 1
with 6
words 1
works 1
world 4
worthy 1
would 1
writing 2
year 1
years 1
