2292635
/m/071dx_
/m/071dx_
Agatha Christie

{"/m/0lsxr": "Crime Fiction", "/m/02n4kr": "Mystery", "/m/02xlf": "Fiction", "/m/0c3351": "Suspense"}
10 1
11 1
20 2
a 16
about 1
accidental 2
accomplice 2
actually 2
africa 1
after 4
aftermath 1
afterward 1
against 2
alibi 4
allowing 1
also 1
although 2
an 2
and 22
anecdote 1
angrily 1
apparent 1
apparently 1
appeals 1
appearance 1
arden 13
arrested 1
arrives 2
as 4
assaulting 1
at 4
attempts 1
attracted 1
augmented 1
bachelor 1
back 1
backtracked 1
basis 1
be 4
became 1
been 2
before 2
being 1
believed 1
better 1
blackmail 2
body 2
bombing 1
bribed 1
brink 1
brother 1
but 6
by 6
call 2
called 1
calling 1
came 1
carefully 1
catch 1
cause 1
charles 1
clarify 1
cloade 9
cloades 2
club 1
comes 1
commits 1
committed 1
confirms 1
connections 1
consumed 1
conversation 1
convinced 1
corpse 1
could 1
cousin 1
created 1
crimes 1
crises 1
cut 1
dash 1
david 16
day 2
dead 2
death 4
deaths 2
deception 1
delivered 1
demobilised 1
departing 1
dependent 1
depriving 1
despite 1
destroyed 1
detective 1
die 1
died 1
dies 1
difficulty 1
discovered 2
discovering 1
discovers 1
disguised 1
does 1
down 1
during 1
each 1
earlier 2
early 1
economy 1
employing 1
end 1
engaged 2
enoch 2
enough 1
entire 1
especially 1
established 1
estate 2
evening 2
everything 1
evidently 1
expected 1
explains 2
faces 1
false 1
falsely 1
family 4
fear 1
fell 1
female 1
financial 1
find 1
finds 1
fire 1
first 3
flashback 1
flat 2
focused 1
for 3
form 1
fortune 6
frances 3
from 11
gain 1
genuine 1
give 1
giving 1
go 1
gordon 4
got 1
grew 1
guarded 1
guilt 2
guilty 1
had 3
has 3
have 4
he 14
head 3
headscarf 1
hearing 1
heavily 1
heavy 1
help 1
her 6
hercule 1
hers 1
him 4
himself 3
his 11
hotel 1
housemaids 1
how 1
however 1
hunter 2
husband 3
identification 1
identify 1
identity 1
ii 1
immediate 1
immediately 1
implicated 1
impression 1
improves 1
in 14
incriminate 1
indeed 1
inherited 1
inquest 1
interrupted 1
into 1
invalidating 1
investigating 1
investigation 1
is 12
it 9
jealously 1
jeremy 3
keeps 1
kill 2
killed 2
knew 2
knows 1
landlady 1
last 1
late 1
later 2
leave 1
leaves 1
leaving 2
left 2
life 1
light 1
lighter 1
little 1
living 1
london 6
love 1
loved 2
lover 1
lynn 11
madeup 1
major 3
man 3
manage 1
mantelpiece 2
marble 1
marchmont 1
married 1
marry 3
may 3
mean 1
meet 1
members 2
met 1
milk 1
misleading 1
missed 1
money 1
motive 2
murder 4
murderer 1
naval 1
nearby 1
newly 1
next 1
no 3
not 3
note 2
now 2
obtaining 1
of 23
off 1
officer 1
on 7
one 5
only 2
operator 1
opportunity 2
or 1
orange 1
other 1
out 2
overdose 1
overheard 1
own 1
perhaps 1
persuaded 1
physical 1
place 1
placed 1
plan 1
played 2
pm 4
poirot 7
police 2
poor 1
porter 9
portion 1
posing 2
previous 1
produces 1
protests 1
prove 1
pushed 1
ran 1
reacted 1
realising 1
really 1
refuses 1
resemblance 1
result 1
returned 2
revert 1
robert 3
room 3
rosaleen 14
rowley 16
royal 1
ruin 1
saw 2
saying 1
scene 3
scrutiny 1
second 1
seeing 1
seems 2
service 1
settling 1
several 1
she 5
shifts 1
shortly 2
silence 1
since 2
single 1
sister 3
sleep 1
small 1
smashed 2
smashing 1
smoke 1
so 1
some 1
spence 1
spoke 1
spring 2
stag 1
state 1
station 2
stops 1
strangling 1
strong 1
subjected 1
suggests 1
suicide 3
sums 1
superintendent 1
sure 1
taken 1
telephoned 1
tells 2
than 2
that 17
the 64
their 1
them 2
then 3
they 1
this 2
though 1
three 1
through 1
time 3
to 40
tongs 1
train 4
trenton 2
tried 1
true 1
two 1
underhay 2
up 1
vale 1
various 1
village 2
visited 1
war 1
warmsley 1
was 17
weak 1
wheedle 1
when 3
which 1
who 12
whom 1
whose 1
will 2
wishes 1
with 4
without 1
woman 4
women 1
world 1
would 3
years 1
