29999
/m/07cvr
/m/07cvr
Stephen King
1977-01
176 1
217 1
a 14
abilities 3
about 1
accepts 1
activity 1
after 5
again 1
alcohol 1
alcoholism 2
although 1
ambushes 1
an 3
and 32
animals 1
apparitions 1
appear 1
are 2
arise 1
arm 1
arrival 1
as 8
aspiring 1
assaulting 1
assures 1
at 8
attempt 1
attempting 1
avoid 1
away 2
back 4
bar 1
basement 1
bashes 1
bathroom 2
be 1
because 1
becomes 1
been 1
before 2
begin 1
begins 1
being 1
better 1
blades 1
boiler 2
both 1
break 1
breaking 1
brings 1
broke 1
building 1
but 5
butcher 1
by 5
cabin 1
call 1
called 1
can 1
cannot 1
career 1
caretaker 3
caretaking 1
cb 1
chef 2
close 1
colorado 1
come 1
comforts 1
committed 1
completely 2
concussion 1
considers 1
contact 1
continued 1
control 1
crawls 1
cutting 1
daddy 1
dangerous 1
danny 23
dannymdashwho 1
day 1
degree 1
delbert 1
described 1
desire 1
desperate 1
despite 1
destroying 1
dick 5
did 1
difficulty 1
discovers 1
discuss 1
distracts 1
does 1
door 2
drinking 1
drunk 1
during 1
eagerly 1
either 1
elevator 1
empty 1
enabling 1
ends 1
explode 1
explodes 1
explosive 1
face 1
family 4
father 6
fever 1
fight 1
finds 1
finish 1
fiveyearold 1
flee 1
florida 1
for 1
forces 1
forever 1
form 1
former 1
frightening 1
from 1
frustrating 1
fully 1
future 1
garden 1
get 1
gets 1
ghost 1
ghosts 2
give 1
giving 1
going 1
gone 1
gradually 1
grady 1
grandmother 1
hallorann 7
happier 1
harm 1
has 5
hat 1
have 1
having 1
he 9
head 1
heard 1
help 3
her 1
herself 1
him 19
himself 1
his 24
hopes 1
hotel 12
how 1
however 1
i 1
if 1
immediately 1
important 1
in 16
incident 1
increasingly 1
informs 1
inherited 1
inspiration 1
into 3
is 7
isolated 2
it 5
jack 26
jaw 1
job 3
keeps 1
kill 2
kneecap 1
knife 1
large 1
last 1
late 1
leaves 1
leaving 1
lesser 1
life 1
lobby 1
locking 1
locks 1
longer 1
loss 1
lost 1
love 1
maine 1
make 3
makes 2
making 1
mallet 3
mallets 1
marriage 1
may 1
merely 1
more 1
much 1
murdered 1
my 1
mysteriously 1
nature 1
nearly 1
need 1
new 1
no 1
not 2
novel 1
now 1
objects 1
occasion 1
of 9
off 2
office 1
on 2
one 5
over 2
overlook 10
overtake 1
own 2
pantry 1
parents 1
parentsmdashmove 1
party 1
peace 1
pictures 2
plague 1
play 1
playing 1
position 1
possess 2
possessed 1
possessing 1
powerful 1
prep 1
presence 1
pressure 1
previously 1
privately 1
psychic 1
pursuit 1
quick 1
quickly 1
quiet 1
radio 1
razor 1
realized 1
realizes 1
realizing 1
rebuild 1
recognize 1
reconnect 1
refuses 1
regains 1
releases 1
relieve 1
remember 1
resort 3
response 1
reunite 1
ribs 1
rockies 1
room 1
ruined 1
run 1
rushes 2
sabotaged 1
safety 1
saying 1
school 1
seclusion 1
see 1
sees 1
senses 1
sensitive 1
setting 1
settle 1
shakes 1
shares 1
shattering 1
she 1
shining 2
shocked 1
shortly 1
should 1
sinister 2
skull 1
small 1
smashed 1
snowcat 1
so 2
sobriety 1
some 1
son 3
soon 2
spirit 1
stabs 1
stay 1
stocked 1
strikes 1
student 1
such 1
suicide 1
suite 1
summering 1
supernatural 2
susceptible 1
take 1
taken 1
talent 1
talk 1
talks 1
teaching 1
telepathic 1
tell 1
tells 2
temper 2
temporarily 1
that 8
the 56
their 1
them 1
then 2
they 3
things 1
thinking 1
this 1
though 2
through 1
to 27
topiary 1
torrance 1
torrances 1
traits 1
tries 2
trouble 1
two 2
unknown 1
unlocks 1
unstable 2
urges 2
vermont 1
vertebra 1
violently 1
visions 2
walkin 1
warns 1
wendy 11
what 1
where 1
which 2
while 1
who 3
wife 2
will 2
winter 2
with 13
within 1
work 1
working 1
write 1
writer 1
you 1
youre 1
