1140236
/m/049t4v
/m/049t4v
Stephen King

11yearold 1
180s 1
a 46
abandons 1
about 3
accept 1
according 1
ace 1
acknowledged 2
actually 1
adjacent 1
admit 1
affects 1
afraid 1
after 5
al 1
alfie 4
all 2
almost 1
along 1
also 3
although 5
an 5
and 50
animals 1
anonymous 2
another 1
april 2
are 8
arnie 2
around 2
arrives 1
as 19
asking 1
at 10
attacked 3
attacks 1
attempts 1
attend 1
august 2
avoid 2
awaking 1
aware 1
away 4
back 1
bad 1
baptist 2
barber 3
be 5
beast 2
beating 1
because 2
been 10
before 3
began 3
begin 2
beginning 1
begins 1
being 2
believing 1
belong 1
better 1
biggest 1
birthday 1
black 2
blind 1
blizzard 2
body 1
both 2
boy 2
brady 2
breaks 1
brings 1
brother 1
bullets 3
but 5
by 8
call 1
can 3
canceled 1
cards 1
careful 1
carry 1
cat 1
catholics 1
cease 1
celebrate 2
celebration 1
change 1
chapter 1
chat 1
cheat 1
check 1
chew 1
children 2
church 3
citizen 1
claims 1
closing 1
clothes 2
clyde 1
coffee 1
come 1
comes 4
committed 1
company 1
compares 1
completely 3
congregation 2
considering 1
constable 2
continued 1
continues 1
contracted 1
contracts 1
contrast 1
convinced 1
convinces 1
corliss 1
coslaw 1
costume 2
could 1
counties 1
covered 1
creature 1
cryptid 1
curse 2
customer 3
customers 1
cut 1
cycle 1
day 9
days 1
daytoday 1
death 1
decapitated 2
december 2
decides 1
deer 1
delusively 1
depressed 1
described 1
devout 1
did 1
diner 1
discovered 2
discuss 2
discussing 1
discussion 1
disease 1
disemboweled 1
dismisses 1
do 2
does 3
doing 1
dozens 1
drab 1
dream 1
dreamed 1
dreaming 2
drifter 2
dubbed 1
during 4
dying 1
each 2
early 1
easily 1
electric 1
elevenyearold 1
elmer 7
embracing 1
employee 1
encounter 1
end 1
ends 1
engulfed 1
enjoying 1
enters 1
entire 2
escapes 1
ethnic 1
eve 1
even 2
eventually 1
ever 1
everyday 1
evidence 1
evident 1
exactly 2
except 1
exists 1
eye 3
eyepatch 1
eyes 1
face 1
fact 1
failing 1
falls 1
family 1
far 1
fate 1
father 1
fear 1
fearful 1
fears 1
february 1
feeds 1
feels 1
feet 1
fictional 1
finally 1
find 1
finds 1
firecrackers 1
fireworks 2
first 4
flying 1
fool 1
for 8
forth 1
forward 1
found 4
four 1
fourth 1
frehley 1
from 13
front 1
frozen 1
full 8
fun 1
gas 1
genital 1
getting 1
given 1
giving 1
god 1
goes 4
going 2
gone 1
gossip 1
graduation 1
gutted 1
had 7
hair 1
halfexpecting 1
halloween 1
has 17
have 6
having 2
he 36
hear 3
heard 1
hears 2
hearthrobs 1
her 5
here 1
herpes 1
herself 2
high 1
him 9
himself 4
his 29
home 2
homecoming 2
homeless 1
homilies 1
horror 2
hotel 2
house 2
how 3
however 2
howl 1
howling 3
huge 1
hulk 1
human 2
hunt 1
hunters 3
hunting 2
hurry 1
idea 1
identifies 1
if 1
ignore 1
image 1
immediately 1
impoverished 1
in 37
incidents 2
include 1
including 1
incredible 1
independence 2
initially 1
innocent 1
insane 2
insurance 1
intense 1
into 5
ironically 1
is 48
it 12
its 1
janitor 1
january 1
john 1
jokes 1
july 3
june 1
just 1
juxtaposed 1
kill 6
killed 4
killer 16
killing 1
kills 2
kincaid 1
kite 1
knopfler 1
known 2
knows 1
lander 1
last 1
late 4
later 5
leave 2
left 4
less 1
lester 1
lets 1
letter 1
letters 2
life 3
light 1
lines 1
linked 1
listen 1
live 1
lives 1
living 1
long 1
looking 5
looks 1
loses 1
loss 1
lowe 17
made 1
maine 3
man 2
manages 1
managing 1
manner 1
march 1
maritally 1
marty 21
mask 3
may 5
members 2
men 1
mentions 1
midnight 2
mills 6
milt 1
mind 1
missing 2
model 1
monster 1
moon 8
moonlight 1
more 1
most 1
mother 1
moves 1
much 2
mud 1
murder 1
murdered 2
murders 2
mythological 1
n 1
name 1
natural 1
navy 1
near 1
neary 7
new 3
next 4
night 2
no 4
nonhuman 1
normal 3
not 17
notes 1
notorious 1
novel 1
november 2
now 1
october 2
of 36
off 4
on 13
one 4
only 3
onto 1
or 4
order 3
orders 1
originated 1
ostensibly 1
other 3
others 1
otherwise 1
out 6
outage 1
outdoors 1
outside 3
over 1
own 1
owner 1
package 1
packed 1
parents 1
park 1
party 1
passes 1
patrons 2
pen 1
people 2
person 2
pete 4
pigs 2
place 1
planning 1
plans 2
playful 1
playing 1
pockets 1
point 4
police 5
portland 5
possibly 1
post 1
power 3
preach 1
preaching 2
predator 1
prepare 1
presence 2
present 1
presides 1
prints 1
private 1
probably 1
prominent 1
protagonist 1
pull 1
pulling 1
pulpit 1
purchased 1
purely 1
put 1
puts 1
racial 1
randolph 1
rapes 1
rather 2
rattling 1
reality 1
realized 2
realizes 2
realizing 2
really 2
receiving 1
recover 1
regular 1
relatively 1
relatives 1
reluctant 2
remainder 1
remains 1
remembering 1
removed 1
repair 1
reported 1
resident 1
residents 1
return 2
returns 1
revealed 1
reverend 5
right 1
room 2
rumors 1
running 1
say 2
saying 2
scenes 1
school 2
seamstress 1
search 1
see 2
seeing 1
seems 1
seen 3
sees 2
send 1
sends 1
sent 3
september 1
serial 1
series 1
sermon 2
serve 1
set 2
several 3
she 2
shock 2
shoot 2
shoots 1
shop 3
shortly 1
sick 1
signed 1
silver 3
since 2
skin 1
slaughtered 1
sleep 1
slurs 1
snow 1
so 5
some 2
something 1
somewhat 2
sort 1
speaking 1
spend 1
spread 1
spring 1
st 1
starts 1
state 2
stay 1
stayed 1
stella 3
stories 1
story 4
stowe 1
strange 1
stress 1
struggle 1
sturmfuller 4
such 2
suffering 1
suggested 1
suggests 1
summer 1
sunday 2
surmised 1
surmises 1
syndrome 1
systematically 1
take 1
tarker 6
television 1
tell 1
tells 1
terrifying 1
terror 2
that 31
the 132
their 2
them 2
then 2
there 1
these 1
they 3
things 1
this 7
those 1
though 2
through 3
time 1
to 53
together 1
too 2
toolshack 1
town 9
track 1
tracks 1
transform 2
transformation 1
transforms 1
traumatic 1
travel 1
traveling 2
travolta 1
trickortreating 2
truck 1
twice 1
two 2
unable 1
unbeknownst 1
uncle 2
unidentified 1
unknown 1
unmarried 1
unnoticed 1
until 2
unusual 1
