60131
/m/0gc9y
/m/0gc9y
Isaac Asimov
1986
{"/m/06n90": "Science Fiction", "/m/014dfn": "Speculative fiction", "/m/02xlf": "Fiction", "/m/05hgj": "Novel"}
250 1
47 1
65 1
a 27
abandoned 1
ability 1
able 1
abnormally 1
about 2
accidentally 1
advanced 1
ago 1
all 3
allencompassing 1
alpha 7
also 5
although 2
amounts 1
an 4
ancestral 1
ancient 1
and 27
another 3
any 4
apparatus 1
approach 1
are 6
arrival 1
arrive 1
as 12
asimov 4
assume 1
astronomical 1
at 5
atmosphere 1
atmospheric 1
attacking 1
attempted 1
attention 2
aurora 1
avoid 1
back 3
baley 1
bander 5
barely 1
be 12
became 1
because 4
become 1
becomes 1
becoming 1
been 3
before 3
begun 1
being 3
beings 1
between 1
beyond 1
big 1
binary 3
birth 1
blasters 1
bliss 6
blissenobiarella 1
board 1
book 1
brain 4
brainlobes 2
brighter 1
but 5
buy 1
by 7
call 1
calls 1
cannot 1
capable 1
carbondioxidefeeding 1
caused 1
causing 1
centauri 5
centre 1
certain 1
channel 1
charted 1
charts 1
child 3
choice 1
civilization 1
claim 1
claims 1
clever 1
close 1
clue 1
clues 1
colonists 1
comfort 1
compel 1
completed 1
comporellon 2
computer 1
conclusion 1
confirms 1
conflicts 1
contact 1
contains 1
continues 1
convinced 1
coordinate 1
coordinates 2
correct 1
could 1
councilman 1
creation 5
curio 1
currentlyinhabited 1
custom 1
daneel 3
danger 1
dawn 1
days 1
decide 2
decision 5
deflects 1
departing 1
depressurized 1
descendants 1
design 1
destroyed 2
detailed 2
detect 1
deteriorate 1
deteriorating 1
did 1
died 1
disaster 1
disastrous 1
disinfection 1
divided 1
do 2
dogs 2
doubt 1
drawing 1
dry 1
dying 1
each 1
earth 21
edge 3
elijah 1
embrace 1
emotions 1
empire 3
end 3
energy 1
engineered 1
enigmatic 1
enjoy 1
enough 1
enter 1
entering 1
entire 1
escape 2
escapes 1
escaping 1
especially 1
estate 2
eternity 2
events 1
eventually 1
ever 2
except 1
exceptionally 1
expansion 1
expect 1
explain 1
explains 2
extinct 1
extraterrestrial 1
extraterrestrials 1
extreme 1
fairly 1
fallom 9
feeding 1
fell 1
few 1
final 1
find 8
first 4
fit 1
fits 1
flute 1
for 6
forces 1
form 1
forward 1
found 1
foundation 6
friendly 1
from 4
fry 1
full 1
fully 1
functioning 1
g2 1
gaia 3
galactic 1
galaxia 3
galaxy 3
gas 2
generally 1
giant 2
give 1
given 1
giving 2
go 3
golan 1
grand 1
great 1
had 2
has 10
have 8
having 1
he 8
head 1
hearing 1
heavy 1
here 1
hermaphrodite 1
hideout 1
highly 1
him 2
his 6
historian 1
history 2
holographic 1
home 1
hope 1
household 1
however 2
human 3
humanity 5
immature 2
immediately 2
important 1
imprisoned 1
in 10
indeed 2
indicated 1
informing 1
inhabitants 1
inhabited 1
inherit 1
insignificant 1
insists 1
instead 1
intend 1
intends 1
intentionally 1
interact 1
into 2
intolerant 1
introduced 1
investigate 1
is 24
island 1
it 12
its 5
itself 2
janov 1
journey 4
kill 2
killed 2
kills 2
kilometers 2
kind 1
knock 1
known 1
land 2
large 1
larger 2
later 1
leakages 1
learn 2
learning 1
left 1
legends 2
library 1
life 4
like 1
likelihood 1
likely 2
little 1
lived 1
lobes 1
locate 1
long 5
loss 1
maintain 1
make 2
making 1
man 1
manipulate 1
manipulated 2
manipulates 1
manipulating 1
many 3
mark 1
match 1
may 2
mdash 4
melpomenia 2
mentally 1
mention 1
merge 1
middle 1
millennia 2
miniaturization 1
minimum 1
moment 1
moon 2
more 2
moss 2
much 2
named 1
narrow 1
native 1
natives 3
natural 1
near 1
nearest 1
nearly 2
necessary 1
negotiate 1
neuronic 1
new 3
next 3
night 1
no 2
normal 1
normally 1
not 7
notice 3
novel 2
now 2
numerous 1
nursemaid 1
obviously 1
of 47
off 2
oldest 1
olivaw 1
on 11
one 3
only 2
open 1
or 3
other 7
out 5
oversee 1
own 1
pack 1
panic 1
paranoid 1
part 2
paternalistically 1
pebble 1
pelorat 3
pets 1
physical 1
place 1
planet 7
planets 3
playing 1
point 2
population 1
positronic 1
possesses 1
power 3
prelude 1
presence 1
pressure 1
pressurized 1
presumed 1
prevent 1
preventing 1
procedure 1
project 2
prominent 1
psychohistory 2
psychologically 1
purpose 1
puzzled 1
question 1
quite 1
r 1
radioactive 1
rate 1
reason 2
recognizing 1
reference 1
relaxation 1
remained 1
remnant 1
replace 1
