1581133
/m/05d34y
/m/05d34y
Roger Zelazny
1969
{"/m/06n90": "Science Fiction", "/m/014dfn": "Speculative fiction"}
a 24
abandon 1
abandoned 1
able 1
accompanied 1
addressed 1
affair 1
after 1
air 1
alive 3
all 6
allied 1
almost 1
also 2
an 1
and 25
another 2
apparently 1
are 4
arise 1
armed 1
as 7
asked 1
assert 1
at 1
attacking 1
attempting 1
away 1
back 1
badly 1
battle 3
be 4
been 2
before 1
begins 1
begs 1
believes 1
belion 6
between 1
bitterly 1
both 2
breaking 1
but 6
buy 1
by 7
call 1
can 3
casting 1
cave 1
ceremony 1
chosen 1
come 1
comes 1
communion 1
con 1
confirm 1
connected 1
consumed 1
continues 1
could 1
course 1
crawls 2
create 1
creative 1
cries 1
cross 1
darkness 1
dead 4
deadly 1
deal 1
death 2
decides 1
deity 1
denied 1
deserts 1
despite 1
determined 1
die 1
died 1
disappearance 1
dismisses 1
distance 1
do 2
down 1
dread 1
dream 1
duelling 1
dwarf 1
dying 1
each 1
earth 3
encounters 1
end 1
ending 1
enemies 1
enemy 2
energies 1
energy 1
entombed 1
ever 1
everyone 1
faces 1
fake 1
fall 1
feisty 1
find 2
finds 1
finger 2
fire 1
fissure 1
flee 1
for 6
forces 1
friend 2
friends 3
from 4
funeral 1
gesture 1
gives 1
glitten 2
go 1
god 3
godgame 1
gods 2
goes 3
gone 2
gringrin 13
ground 1
hallucinogenic 1
happily 1
has 9
have 2
having 1
he 20
help 2
helps 1
her 4
him 10
himself 3
his 14
hobble 1
humiliated 1
illyria 1
implanted 1
important 1
in 12
independently 1
indolent 1
injured 1
instead 1
intended 1
into 2
investigating 1
ironic 1
is 14
island 1
isle 3
its 1
jewels 1
jolted 1
karle 1
kathy 2
killing 1
lady 1
landing 1
laris 1
laser 1
last 2
learns 3
leg 1
life 3
lifestyle 1
like 1
link 1
lives 1
long 1
loses 1
lured 1
made 4
major 1
man 1
many 2
marling 1
mattered 1
meet 1
meets 1
memory 1
mentor 2
message 2
messages 1
middle 1
mike 1
minds 1
missing 1
mistake 1
moment 1
more 1
mortally 1
must 1
mythology 1
name 1
named 1
need 1
negotiate 1
nexus 1
nick 2
now 2
number 1
obligations 1
of 22
off 1
on 9
once 2
one 6
only 2
orbiting 1
ordain 1
other 2
out 2
passing 1
peian 6
people 4
perform 1
persons 1
persuaded 1
photos 1
picture 1
pictures 1
pile 1
planet 1
possible 1
powerpull 1
psychedelic 1
purpose 1
rages 1
real 1
realizes 2
recalled 3
received 1
receives 1
records 1
remaining 1
required 1
rescue 1
responding 1
returns 1
reunited 1
revenge 1
revived 2
rite 1
river 1
rocks 1
root 2
ruth 1
same 1
samples 1
sandow 25
sees 2
series 1
sets 3
shadows 1
shakes 1
shandon 6
shandonbelion 1
shape 1
shared 1
shimbo 4
ship 3
should 1
signed 1
six 1
slowly 1
so 2
somebody 1
somehow 1
soon 1
spirit 1
splits 1
staging 1
starting 1
stealing 1
stealth 1
storm 1
summon 1
supremely 1
sure 1
surgically 1
take 1
teeth 1
telepath 1
telepaths 2
tests 1
that 6
the 48
their 1
them 1
themselves 1
there 1
these 1
they 3
things 2
this 2
tissue 1
to 28
together 1
tormentor 1
traditional 1
trance 1
trick 1
try 1
turn 1
two 3
under 1
unite 1
until 1
upon 1
use 1
used 1
valley 2
visiting 1
vowed 1
waking 1
walk 1
walks 1
wants 1
was 2
water 1
way 1
wealthy 1
weapon 1
wellequipped 1
what 1
when 1
which 7
who 6
whose 1
wife 1
will 2
with 10
world 3
worlds 2
worldscapers 1
wounded 1
wrong 1
years 1
