2183724
/m/06t4ps
/m/06t4ps


{"/m/06n90": "Science Fiction"}
4kilometerlong 1
a 8
able 1
actually 1
alien 1
all 1
an 2
and 4
apparatus 1
astronauts 2
atmosphere 2
back 1
be 1
beings 1
billion 1
birdlike 1
bizarre 1
both 1
brains 1
by 1
chance 1
communicate 1
complete 1
consortium 1
cooperate 1
cost 1
crashlands 1
creature 1
crew 2
dollars 1
dub 1
each 1
earning 1
enormous 1
enough 1
establish 1
factory 1
failure 1
female 1
find 1
for 1
fuel 2
future 1
gaseous 1
get 1
giant 1
has 1
helium 2
if 1
in 3
is 2
lifeform 1
lives 1
male 1
may 1
meta 2
metastable 1
mines 1
mission 1
multinational 1
needs 1
of 7
on 1
one 1
only 1
part 1
planet 1
powerful 1
precious 1
production 1
properly 1
rocket 1
rukh 1
rukhs 1
saturn 3
sends 1
six 1
so 1
soon 1
stabilized 1
stingrayshaped 1
surface 1
survive 1
swallowed 1
swims 1
team 1
that 3
the 9
their 3
them 2
these 1
they 3
through 1
time 1
to 8
too 1
two 1
unspecified 1
upper 2
way 1
when 1
which 1
will 1
with 3
