28046018
/m/0cmcvnr
/m/0cmcvnr


{"/m/01hmnh": "Fantasy"}
a 15
accept 1
accounting 1
adventures 1
after 1
against 1
agrees 1
ali 2
all 3
an 1
and 28
another 1
appears 1
are 8
as 1
at 1
attempts 1
aunt 2
avoids 1
away 2
baba 3
back 2
bag 3
battlefield 1
becomes 1
been 1
behavior 1
between 1
boa 1
border 1
both 1
breadloaf 3
brother 1
brought 1
business 1
but 1
by 5
castle 2
chief 2
children 5
citronella 1
city 1
climb 1
companions 1
congress 1
constrictor 1
cook 1
cordelia 2
country 3
cousin 3
culebra 1
described 1
disguise 1
dragon 1
driven 1
emmeline 4
escapes 1
exchange 1
explains 1
explore 1
false 1
familiar 1
family 2
final 1
finally 3
find 1
follows 1
for 2
frederico 2
fretful 1
friends 1
from 7
gardener 1
get 1
ghost 1
give 1
gives 1
glass 1
go 1
going 2
goldenrod 1
gone 1
good 1
gordon 1
guides 1
has 4
have 3
he 2
help 2
henchmen 1
her 5
here 2
his 1
home 2
horses 1
house 3
housekeeper 1
hubert 2
impending 1
imprisoned 1
in 8
indian 1
into 2
is 10
island 4
isthmus 1
it 1
jet 1
joanna 8
johnson 1
king 2
knife 3
knitting 4
leaving 1
lives 1
lost 4
lowlands 1
magic 1
magical 1
magician 3
magicians 1
maid 1
man 1
matildagarde 1
matinkatunk 1
meanwhile 1
meet 1
meets 2
members 1
met 2
mountains 1
mrs 3
name 1
named 1
necklace 1
neighboring 1
new 1
not 5
o 1
objects 1
of 12
old 2
on 4
one 1
open 1
pansy 1
parachute 1
parents 2
paris 1
parts 1
peak 1
plot 1
porpentine 2
president 1
prince 1
princess 1
prisoner 1
queen 4
really 1
recover 1
relatives 1
released 1
rescue 1
rescuing 1
return 1
reunited 2
rhum 2
ricky 10
rural 1
scenes 2
scout 1
separate 1
settled 1
several 1
she 5
shows 1
sister 1
snake 1
some 1
soon 1
spends 1
stained 1
station 1
stay 1
steal 1
stolen 1
stone 1
strange 1
study 1
taken 1
takes 1
tansy 1
that 2
the 49
their 8
themselves 1
there 1
they 7
thinks 1
tim 1
time 1
to 15
together 1
told 1
town 2
train 1
transformed 1
travel 2
traveled 1
travelling 1
trimble 1
triple 1
tumbleweed 1
turquoise 2
uncle 3
until 1
upper 1
vacation 1
valley 1
very 1
victorian 1
vii 1
war 2
warnings 1
way 1
when 1
where 2
which 3
while 1
who 3
why 1
willexander 1
window 4
witch 1
with 9
without 1
world 1
yarrow 3
york 1
