22838641
/m/063zg90
/m/063zg90
James Patterson
2010-03-15
{"/m/03mfnf": "Young adult literature"}
20 1
a 25
about 4
accelerator 3
addressed 1
adrenaline 1
advancements 1
africa 2
after 10
afterwards 1
against 1
akila 1
alive 1
all 1
aloud 1
also 3
america 1
an 3
and 33
angel 10
anger 1
angry 1
anymore 1
anyone 2
anything 1
apples 1
are 10
around 3
arrives 3
as 10
asks 2
at 6
attacked 3
attempt 1
avail 1
away 1
back 4
badly 1
be 7
beaten 1
beating 1
because 5
bed 1
been 2
before 1
beginning 1
begins 1
being 1
bird 1
birthday 2
black 1
blackmails 1
blind 1
blood 1
both 2
breakfast 2
bring 1
brought 1
but 12
by 7
called 1
calls 1
can 1
cannot 2
cant 1
canyonwhere 1
care 1
causing 2
celebrity 1
chad 1
chest 1
cliff 2
clouding 1
coalition 1
cold 1
come 1
comes 1
confirmed 1
cons 1
contains 1
could 1
currently 1
cutting 1
d 1
danger 1
dart 1
day 1
decides 1
decisions 1
deliberation 1
describes 1
describing 1
desperately 1
die 2
dirty 1
distributing 1
do 4
does 1
dr 6
drill 1
drive 1
drug 2
during 1
dylan 9
e 1
early 1
effects 1
else 1
end 1
ends 2
enemy 1
enlist 1
epilogue 2
erasers 2
ever 1
everyone 3
evolutionary 1
evolve 1
exchanging 1
experiment 3
experimentthe 1
extinguished 1
extreme 2
fan 1
fang 20
fangalicious 1
few 1
fight 3
file 3
files 1
finally 1
find 1
finds 3
finger 1
first 2
flies 1
flock 19
fly 4
follow 1
following 1
for 5
forcing 1
forever 1
former 1
four 1
from 4
gay 1
gender 1
genetic 3
gift 1
giftlist 1
gifts 1
goes 3
going 1
gone 1
good 1
group 1
hahahahahahaha 1
hans 6
happened 1
has 5
hates 1
have 1
having 1
hawks 1
he 28
help 5
her 10
him 7
himself 1
his 8
hollywood 1
home 3
house 2
how 1
however 2
human 1
i 1
if 4
iggy 1
in 20
induces 1
injects 1
instead 1
instructs 1
interrupts 1
into 2
introduces 1
invites 1
is 24
it 9
itex 1
jeb 3
jeep 1
jessie 2
join 1
kid 1
kill 2
know 1
knows 1
laptop 1
las 2
late 1
later 1
leader 3
leadership 1
leads 1
learn 1
learned 1
leave 1
leaves 2
leaving 1
letter 6
life 1
like 3
likes 1
lives 1
local 1
long 1
look 2
love 1
loves 1
mad 1
made 1
madness 1
makes 1
marries 1
max 31
maximum 3
maxprocondoc 1
me 1
meanwhile 1
meet 1
members 1
mind 2
moments 1
more 2
most 1
mother 1
museum 1
mutations 1
my 1
need 1
needle 2
needs 1
never 1
new 3
next 2
night 1
no 1
not 7
novel 1
now 1
nudge 1
of 17
off 2
old 1
older 1
omg 1
on 5
one 2
only 1
opposed 1
order 1
other 1
others 2
out 2
outsiders 1
own 2
part 1
party 2
passes 1
piece 1
planned 1
plans 2
please 1
proceed 1
project 1
promise 1
pros 1
protecting 1
pushing 1
puts 1
questions 2
quickly 1
race 1
range 1
read 1
reads 1
realizes 1
rebels 2
receiving 1
reception 2
recovering 1
refuses 1
regrowing 1
replaces 1
rescue 1
resided 1
residents 1
responses 1
rest 3
restrained 1
resumes 1
return 1
returning 1
returns 1
revealed 3
reveals 1
rice 1
ride 3
right 2
roof 1
safe 1
saving 1
saying 1
says 1
school 1
second 1
sees 1
self 1
selfheal 1
sergeant 1
she 7
shot 2
showing 2
shown 1
side 2
since 1
smoke 1
so 1
someone 1
spoken 1
sports 1
stabs 2
starting 2
staying 1
still 5
stop 1
string 1
such 3
suddenly 1
suffering 1
suicide 1
supply 1
supposedly 1
surprises 1
survives 1
sweetheart 1
tainted 1
takes 1
talks 1
taught 1
teaches 1
tell 1
tells 3
tellsthrough 1
templates 1
than 2
that 18
the 68
their 1
them 9
themselves 1
then 4
there 2
they 6
thing 2
things 1
this 3
thoughts 1
through 1
time 1
to 51
tomorrow 1
too 1
top 1
total 2
towards 1
trained 1
tranquilizer 1
traveling 1
tries 3
trip 1
trying 1
turn 1
uhhhh 1
unable 1
understand 1
unnamed 1
unusual 1
up 1
upset 1
us 1
using 2
vague 1
vegas 2
voices 1
volunteer 1
vote 1
wait 1
want 1
wants 1
warns 1
was 2
water 1
way 1
well 2
were 6
what 2
wheel 1
when 8
where 6
which 1
while 2
who 3
whose 1
will 3
wish 1
with 13
work 1
worker 1
world 2
would 1
wounds 1
writes 1
written 1
year 1
years 1
you 5
youd 1
your 1
