31627262
/m/0gmbhgr
/m/0gmbhgr
John G. Hemry

{"/m/06n90": "Science Fiction"}
a 6
about 1
accomplish 1
admiral 1
after 5
against 1
alien 6
aliens 2
all 2
alliance 6
along 1
also 3
an 1
and 7
another 1
anything 1
are 3
arrival 1
arrives 1
arriving 3
as 4
asteroid 2
at 4
auxiliaries 1
away 1
battle 1
be 3
before 1
begins 2
being 1
bizarre 1
black 1
blur 1
both 1
brings 2
but 3
by 2
cannot 1
captain 1
carry 1
causes 2
ceo 3
challenge 1
charges 1
command 2
commanding 1
communicate 1
compensation 1
concludes 1
containing 1
continues 2
control 1
council 2
coup 1
courtsmartial 1
crash 1
created 1
dead 1
declare 1
defeat 1
destroying 1
detonating 1
detour 1
discovered 2
discovers 2
do 1
doubt 1
drama 1
dunai 1
either 1
enigma 5
explore 1
fails 1
falco 1
far 2
farside 1
fast 1
fires 1
first 5
fleet 14
following 1
for 4
force 1
from 6
gains 1
gate 1
gates 1
geary 14
get 1
giant 2
going 1
good 1
government 3
grand 2
hand 1
has 1
he 4
headquarters 1
held 1
him 4
his 5
honeymoon 1
how 1
humanity 1
humans 2
hundreds 1
husband 1
hypernet 2
imprisoned 1
in 7
independence 1
informs 1
inside 1
intentions 1
into 6
investigate 1
is 3
jack 1
john 1
jump 2
jumps 1
just 2
knowledge 2
known 1
later 1
learning 1
learns 1
liberate 2
local 2
located 3
make 1
manages 1
managing 1
many 2
marines 1
massive 1
meaningfully 1
meet 1
meeting 1
members 2
midway 1
military 1
missiles 2
mission 3
mistaken 1
mold 1
motives 1
near 1
new 1
newly 1
of 18
officers 1
on 3
one 2
orbiting 1
orbitting 1
ordered 1
orders 4
other 1
out 4
over 2
past 1
planets 1
planning 1
point 1
points 1
portions 1
possible 1
pows 4
preparing 1
presumed 1
prevent 3
prisoners 1
question 1
race 8
reasons 1
receives 1
refuses 2
relationship 1
release 1
remote 1
requiring 1
rescue 1
returns 1
right 1
rione 5
sailors 1
second 1
sees 1
sensors 1
ship 1
ships 1
smaller 1
so 1
some 3
space 5
star 2
station 1
stations 2
still 2
such 1
suspect 1
syndic 4
syndicate 1
system 4
take 1
taking 1
tasked 1
terms 1
territory 3
that 4
the 50
their 2
them 4
they 2
threat 1
time 1
to 27
transfer 1
trapped 1
trick 1
true 3
turn 1
turns 1
unable 1
until 1
varandal 1
victoria 1
view 1
vips 1
wants 1
war 1
warships 2
what 1
where 1
which 3
while 2
why 1
wish 1
with 7
without 1
worlds 1
