21809761
/m/05p57p9
/m/05p57p9
G. A. Henty
1893
{"/m/05hgj": "Novel"}
a 8
adventures 1
after 2
again 1
against 1
among 1
amphitheatre 1
and 6
are 2
as 3
at 3
back 1
band 1
becomes 1
belong 1
beric 5
boudica 1
britain 1
briton 1
britons 1
but 2
by 1
captured 1
character 1
chief 1
christian 1
christians 1
conducting 1
conquered 1
dashes 1
drunken 1
emperor 1
enabled 1
escapes 1
fight 1
for 1
friends 1
from 2
girl 1
given 1
gladiator 1
go 1
guard 1
guerrilla 1
have 1
he 5
his 3
horrified 1
iceni 1
in 2
is 6
kills 1
known 1
last 3
legionaries 1
lion 1
lions 1
main 1
many 1
men 2
mighty 1
more 1
nero 1
not 1
of 4
palace 1
place 1
queen 1
quickly 1
raised 1
rank 1
rescue 1
revelry 1
rise 1
rising 1
roman 3
rome 2
rule 1
sect 1
sent 1
short 1
singlehandedly 1
small 1
some 1
sort 1
strong 1
subjugation 1
success 1
swamps 1
taken 1
takes 1
the 14
though 1
time 1
to 9
tribe 2
under 2
untrained 1
up 1
warfare 1
welltrained 1
when 1
which 1
while 1
who 1
with 1
young 1
