34621656
/m/0j28_b0
/m/0j28_b0
John Middleton Murry, Jr.
1974
{"/m/06n90": "Science Fiction"}
130 1
a 16
able 1
about 1
accept 3
act 1
action 1
admiring 1
after 3
again 1
along 1
alpha 1
also 1
although 1
among 1
an 1
and 26
angus 1
appears 2
arduous 1
are 8
around 1
as 5
at 4
attach 1
aurora 1
babies 1
baby 1
baffled 1
be 3
because 2
become 3
becomes 2
becoming 2
before 1
begins 2
between 1
blissful 1
born 1
both 1
brainwaves 1
briareus 1
briarians 4
britain 1
brought 1
but 2
by 4
called 1
calvin 16
can 2
caused 1
causing 1
centre 1
certain 1
child 1
children 1
choose 1
christ 1
clairvoyant 1
climate 1
clock 1
comethe 1
compares 1
compelled 2
comprehensiveschool 1
conceive 1
conceived 1
conceptions 1
concludes 1
conclusion 1
consciousness 1
conversations 1
could 1
cousin 1
custody 1
damage 1
dazed 1
deal 1
deciding 1
deep 1
delta 1
diplodeviant 2
diplodeviants 1
disrupted 1
do 1
dogs 1
dreams 1
earth 1
elders 1
elizabeth 5
england 1
english 1
entities 1
escapes 1
even 1
events 1
explicit 1
extinction 2
face 1
fall 1
farm 4
fatalistic 1
feel 2
feelings 1
female 1
feral 1
few 3
find 2
fires 1
for 1
frigid 1
from 2
fulfill 1
generation 2
geneva 2
girls 3
group 1
guided 1
gulf 1
had 1
hardy 1
has 2
have 8
he 4
help 1
her 1
him 1
his 2
how 1
human 2
humanitarian 1
humanity 5
identity 1
in 9
inclined 1
increasingly 1
inhabitants 1
intentionally 1
into 2
is 9
it 7
its 2
itself 1
johnson 1
joined 1
joyless 1
june 1
just 1
killed 1
killing 1
knew 1
known 1
labour 1
largely 1
later 1
learns 2
least 1
leave 1
less 1
level 1
life 2
lightyears 1
likewise 1
lincolnshire 1
lines 1
lived 1
longer 1
losing 1
love 1
lovers 1
made 1
many 1
margaret 7
mcharty 2
meets 2
meld 1
melting 1
mental 1
minds 1
moment 1
months 1
more 1
most 5
mostly 1
move 1
must 1
mutants 1
mysteriously 1
mystically 1
new 2
no 2
not 2
observable 1
occurring 1
of 13
offered 1
old 2
one 3
only 4
or 1
orphan 1
other 1
others 1
over 1
pattern 1
people 3
perhaps 1
phase 1
possession 1
possibility 1
postscript 1
powerful 1
powers 1
precognitive 1
prefer 1
pregnancies 1
pregnant 2
produced 1
produces 1
professor 1
project 1
prove 1
proves 1
quite 1
reaches 1
rebirth 1
religiously 1
remaining 1
remorseful 1
research 1
researchers 1
resists 1
retired 1
returns 1
rhythm 1
rhythms 1
role 1
run 1
sacrificed 1
scientists 1
seem 1
sex 2
share 1
she 1
shotgun 1
since 1
sixteenyearold 1
slept 2
snow 1
some 2
sometimes 1
speculates 1
spencer 4
spiritual 1
started 1
strange 1
stream 1
strongly 1
struggles 1
students 1
subjects 1
suffered 1
suggests 1
supernova 6
sympathisers 1
take 1
takeover 1
takes 1
taking 1
teacher 1
teenaged 1
tells 1
tend 1
than 2
that 11
the 44
their 3
them 3
then 3
they 8
this 2
to 19
together 1
tony 2
tornado 1
transpires 1
treat 1
trip 1
try 1
twilight 1
twilighter 1
upon 1
use 1
very 1
viable 1
visions 4
vote 1
was 1
well 1
were 1
where 1
whether 1
which 2
while 1
who 5
whole 1
whose 1
will 1
with 6
world 2
years 1
yet 1
zeta 6
zetas 8
zoology 1
