2487799
/m/07hckv
/m/07hckv
Rachel Cosgrove Payes
1951
{"/m/01hmnh": "Fantasy"}
11 1
150s 1
a 27
able 1
account 1
adventure 2
adventures 1
after 3
afterword 1
aid 1
alice 1
alligator 1
already 1
also 1
amazed 1
an 6
and 29
andrew 1
animals 3
animated 1
another 2
appear 1
appeared 1
are 1
article 1
as 5
assembled 1
at 3
attaches 1
awaits 1
away 2
back 1
banquet 1
baum 1
be 1
beast 1
been 1
began 1
biologist 1
body 1
book 1
books 3
bookshelf 1
bookville 1
boy 4
breakfast 1
brings 1
bugle 1
building 1
but 2
by 7
call 1
called 1
can 1
captures 1
cards 1
castle 4
celebratory 1
centaurs 1
changeable 1
changing 1
children 1
chops 1
city 1
cogrove 1
collaboration 1
collapsible 1
common 1
commotion 1
company 1
condemn 1
conditions 1
contains 1
convinces 1
cosgrove 2
country 3
court 1
courtyard 1
cowardly 1
crate 3
cutting 1
day 2
decide 2
declined 1
defeat 1
disagreeable 1
diurnal 1
dominated 1
done 1
dorothy 1
doubles 1
down 2
due 1
during 1
eat 1
eating 1
eats 1
edition 1
elephant 1
emerald 1
emperor 1
enchant 1
enslaves 1
enter 1
equinots 2
escape 2
eventually 1
experiences 1
experimental 1
extralarge 1
factory 2
farm 1
farmer 2
father 1
feet 1
fierce 1
fifty 1
finally 1
find 1
finishing 1
fire 1
first 1
flee 1
flight 1
fly 1
food 1
for 4
forty 1
found 1
frame 1
free 1
friend 1
friends 2
frightens 1
from 4
gale 1
gathers 1
gave 1
giant 3
gig 2
gillikin 4
gillikins 1
gnaws 1
grapevine 1
grows 1
guarded 1
guardian 1
guinea 2
gust 1
had 1
handy 1
harmlessness 1
has 1
have 3
he 6
heads 1
hearing 1
help 1
her 2
hero 1
hidden 3
highest 1
him 4
himself 1
hippogyraf 1
his 19
home 1
hostile 2
how 1
however 1
hungry 1
hypnotize 1
icetown 1
idea 1
igloo 1
imprisons 1
in 18
included 1
inform 1
informed 1
inhabitants 1
inspires 1
intended 1
into 4
introduces 1
is 10
issue 1
it 4
jam 14
jammaking 1
joined 1
jonathan 1
jungle 1
killing 1
kindling 1
king 1
kite 5
knight 1
lab 1
lands 1
landscape 1
large 1
later 3
leads 1
lee 2
leopard 1
lifts 1
links 1
lion 1
little 1
local 3
low 1
lure 1
made 2
magazine 2
magic 5
maintain 1
man 1
manley 1
match 2
meets 1
menaced 1
monster 1
more 1
muffin 3
muffins 3
name 1
needs 1
new 1
next 2
nicknamed 1
night 3
nocturnal 1
normal 2
now 1
of 28
ohio 2
on 5
once 1
one 1
opening 1
oppressed 1
original 1
originally 1
out 1
owl 1
oz 8
ozma 1
ozstory 1
party 3
passengers 1
path 1
people 1
percy 8
permanently 1
personnel 1
pets 2
pieces 1
pigs 2
pinny 2
placate 1
plains 1
plans 2
playing 1
popular 1
posthumously 1
pressed 1
print 1
prison 2
provide 1
published 1
publishers 1
purple 1
rat 2
rather 1
reach 1
realize 1
reilly 2
remains 1
remote 1
resemble 1
restuffed 1
result 1
revised 1
rocket 1
sacrifice 1
sales 1
scales 1
scarecrow 4
second 1
send 1
she 2
shelter 1
shipping 1
shrinkingandgrowing 1
shrinks 1
similar 1
size 6
sky 1
smokestack 1
some 2
son 1
soon 2
spots 1
spread 1
start 1
stature 1
stay 1
steady 1
steal 1
story 1
strong 1
struck 1
stuffing 1
supply 1
tail 1
takes 1
tale 1
talk 1
tall 1
taste 1
ten 1
terp 8
terrible 1
than 1
that 4
the 82
their 2
them 4
themselves 1
there 1
they 1
thing 1
this 1
though 1
threatens 1
three 1
through 1
thump 1
tiger 1
times 1
tin 4
to 26
tower 2
trapped 1
travel 2
travelers 2
tree 2
try 1
two 3
until 1
up 2
valley 4
vineyards 1
volunteers 1
was 2
way 2
welcomed 1
when 1
where 2
while 1
white 2
who 3
wife 1
wilderness 1
wind 1
winkie 1
winkies 1
with 6
wizard 2
wolf 1
wonderland 1
wood 1
wooden 1
woodman 2
work 3
worked 1
works 1
would 1
wrathful 1
wrote 1
years 1
yellow 1
yielding 1
