24421632
/m/043kc0y
/m/043kc0y

2008-02-01
{"/m/01hmnh": "Fantasy"}
a 11
after 1
against 1
alifros 1
also 1
an 1
and 7
announcing 1
another 1
any 1
anyone 1
arrives 1
as 4
at 1
attacks 1
attention 1
attracts 1
awakened 1
back 2
be 1
because 1
becomes 1
begins 1
board 1
bodyguard 1
bring 3
bumps 1
but 1
by 2
cabin 1
can 1
captain 3
chadfallow 2
chathrand 6
clear 1
coast 2
comes 1
coming 1
competing 1
coverup 1
dead 1
declared 1
declares 1
depths 1
developed 1
dr 1
due 1
effect 1
empires 1
entirely 1
etherhorde 2
expedition 2
expelled 1
father 4
feels 1
find 3
fit 1
from 5
fruition 1
grants 1
great 1
had 1
has 3
hate 1
haunted 1
have 3
he 3
head 1
her 2
hidden 1
him 2
himself 1
his 6
holy 1
hometown 1
household 1
however 2
if 1
ims 1
in 1
insults 1
into 2
is 11
isiq 1
it 4
ixchel 4
kett 5
kill 1
language 1
leads 1
letters 1
made 1
man 1
manages 2
mariner 1
meets 1
merely 1
mistress 1
mr 5
mysterious 1
mysteriously 1
negative 1
never 1
nilius 1
nilstone 3
northwest 1
not 3
notice 2
novel 1
of 10
on 6
one 1
only 2
out 3
part 1
pathkendel 1
pazel 11
peace 1
plans 1
political 1
power 4
presence 1
preventing 1
previously 1
progresses 1
raise 1
ramanchi 1
rats 1
really 1
red 2
return 1
returns 1
revealed 1
right 1
rose 1
sacked 1
sail 2
sailors 1
saved 1
sea 2
several 2
shaggat 3
she 1
ship 4
ships 1
side 1
smoking 1
so 1
someone 1
something 1
sorcerer 1
special 2
stone 1
stowaway 1
stranded 1
takes 1
talk 1
tarboy 1
tells 1
thasha 8
that 6
the 34
their 1
them 1
there 2
they 1
three 1
to 26
transport 1
trustworthy 1
trying 1
turn 1
two 1
unassuming 1
understand 1
uses 1
vanished 1
voyage 3
war 1
warn 1
warned 1
way 1
ways 1
wedding 2
well 1
when 2
where 1
who 5
will 2
with 2
wizard 1
wolf 2
words 2
work 1
world 1
writes 1
young 1
