420130
/m/026b9w
/m/026b9w
Isaac Asimov
1983
{"/m/02n4kr": "Mystery", "/m/06n90": "Science Fiction", "/m/014dfn": "Speculative fiction", "/m/0dwly": "Children's literature", "/m/02xlf": "Fiction"}
a 15
abilities 1
ability 1
about 1
acted 1
admits 1
admitted 1
advance 1
after 3
again 1
agoraphobia 2
agree 1
air 1
airfoil 1
airjets 1
aliena 1
allow 2
allows 1
also 2
although 3
amadiro 13
an 3
and 18
another 2
anything 1
apparently 1
appeared 1
are 3
arrive 1
as 4
asks 2
at 1
attempt 2
attempting 1
attracted 1
aurora 7
auroran 4
aurorans 1
awakes 1
back 2
baley 24
be 2
been 5
before 1
benefits 1
best 2
between 1
block 1
blockroboticide 1
book 1
both 1
brain 1
build 1
but 2
by 1
can 2
cannot 1
car 3
career 1
caves 1
chairman 4
channels 1
chief 1
childhood 1
claims 1
clear 1
colonization 1
colonize 1
committed 1
compressor 1
confronts 2
considered 1
construct 2
contact 1
could 2
create 1
created 1
crime 2
crisis 1
daneel 5
daughter 1
day 1
delmarre 1
denies 2
derived 1
designed 1
desire 1
destroyed 1
detective 1
diplomatic 1
directly 1
disdains 1
do 1
doing 1
done 2
down 2
during 3
each 1
earth 3
effect 1
elijah 1
en 1
ending 1
enough 1
entire 1
entropy 1
estranged 1
even 1
executive 1
exonerated 1
expedient 1
experiments 1
explains 1
explanation 1
faction 1
falling 1
falls 1
far 1
fastolfe 12
father 1
favors 1
few 1
find 1
first 1
fled 1
flee 1
flees 1
float 1
following 1
for 1
forced 2
formed 1
frequent 1
from 8
futilely 1
futurepsychohistory 1
galaxy 1
gave 1
gets 1
giskard 10
given 1
gives 1
gladia 8
go 2
goes 1
government 1
greatly 1
gremionis 4
ground 1
had 6
han 2
has 8
have 5
he 28
head 1
headquarters 1
heard 3
help 1
her 9
him 12
himself 3
his 5
holds 1
home 1
house 1
how 2
however 1
humaniform 4
husband 1
identical 1
if 2
immediately 1
implicated 1
implication 1
in 12
includes 1
ingrained 1
instead 2
institute 4
integral 1
intent 1
interrogate 1
interview 2
interviews 4
into 3
inventor 1
investigation 1
involvement 1
is 18
it 15
jander 11
kelden 1
kidnap 1
kill 1
killed 1
knew 1
knowledge 3
known 1
last 1
later 3
leave 1
long 1
love 1
makes 1
manipulated 1
many 1
meeting 2
member 2
mental 1
mind 4
minutes 1
monster 1
motivationsthat 1
murder 2
mystery 1
naked 1
nanny 1
necessary 1
next 2
not 2
noticed 1
observe 1
of 22
off 1
offering 1
olivaw 2
on 5
once 1
one 2
only 5
opens 1
opportunity 1
ordered 2
orders 1
others 2
out 3
outside 2
over 1
own 1
panell 1
part 1
partnered 1
party 1
passed 1
person 2
planned 1
police 1
policies 1
political 5
politically 1
positronic 1
prearranged 1
predict 1
prefers 1
present 1
prevents 1
prominent 1
put 1
puts 1
question 2
questions 1
quickly 1
r 4
realizes 1
recovered 1
rejected 1
relationship 2
remember 2
repeatedly 1
reported 1
requested 1
rescue 1
residence 1
responses 1
rest 1
revealing 1
reventlov 1
rival 1
robot 3
roboticist 1
robotics 2
robots 4
route 1
sabotaged 1
said 1
santirix 1
satisfied 1
says 3
science 1
secret 3
secretly 1
see 1
seen 1
sets 1
several 1
sexual 1
sexually 1
she 2
shut 2
since 1
situation 1
skill 1
slander 1
slightly 1
socially 1
solaria 1
solution 1
solve 1
someone 1
son 1
spacer 1
spite 1
staff 1
steel 1
stop 1
stopped 1
subtly 1
sun 1
support 1
surname 2
suspect 1
suspecting 1
sway 1
taboo 1
telepresence 1
tells 1
terms 1
that 19
the 54
their 2
them 3
then 1
theories 1
there 2
therefore 1
they 4
thinking 1
this 7
threatens 1
through 1
thunderstorm 1
thwart 1
times 1
to 33
told 3
tolerate 1
took 1
training 1
trimensional 1
turn 1
unconscious 1
understand 1
unknowingly 1
upon 1
use 2
uses 1
using 1
vasilia 6
via 2
viewing 1
walks 1
was 10
way 1
we 1
well 1
were 1
what 1
which 3
while 2
who 9
wish 1
with 13
world 1
would 5
