34607458
/m/0j24ckm
/m/0j24ckm
H. Rider Haggard

{"/m/01hmnh": "Fantasy"}
a 8
about 1
adventure 1
afraid 2
africa 1
after 3
again 2
age 1
all 1
allies 1
although 1
among 1
an 4
ancestors 1
ancient 4
and 33
any 1
anyone 1
aphrodite 2
approaching 1
arabian 1
arabic 3
are 1
armies 1
artifacts 1
artists 1
as 12
ash 1
ashamed 1
at 3
away 2
ayesha 14
ayeshas 3
bathed 1
battle 2
be 7
beautiful 1
beauty 5
become 1
becoming 1
been 1
began 1
begin 1
beneath 1
betrays 1
between 1
birth 1
book 1
both 1
break 1
burns 1
but 6
by 5
called 1
cannot 1
captain 1
caused 1
celibacy 1
centuries 1
claims 2
come 2
comes 2
common 1
compare 1
contention 1
country 1
cult 1
cursed 1
danger 1
daughter 3
deadly 1
death 1
decides 1
destroy 1
determines 3
die 1
dies 1
doomed 1
down 1
earth 2
egypt 2
egyptian 1
either 1
empire 1
employed 1
encountering 1
endures 1
envy 1
escape 1
eternal 1
even 1
everything 1
fading 1
falls 1
fame 1
father 1
fathers 2
feeling 1
feels 1
finally 2
find 1
fire 1
first 2
flame 3
fledgling 1
flee 1
flees 1
followers 1
folly 1
fool 1
for 6
former 1
formerly 1
fortune 2
from 4
front 1
given 1
giving 1
glimpses 1
go 1
goads 1
goddess 2
gods 2
golden 1
great 3
greece 1
greek 1
grows 1
guarding 1
h 1
ha 1
hag 1
haggard 1
has 4
have 1
he 6
her 32
herself 2
hidden 1
hiding 1
him 3
his 2
history 1
holly 2
however 1
immortal 1
in 13
indeed 1
inspired 1
into 4
introduction 1
is 11
isha 1
isis 8
isiss 2
it 2
its 1
jerusalem 1
kallikrates 5
killed 1
king 2
kingdom 1
kings 1
kor 2
last 1
laughs 2
leads 1
learned 1
led 1
leo 1
leos 1
life 1
lightning 1
like 1
links 1
lived 1
long 1
looks 1
love 3
lust 1
major 1
make 2
marry 1
meets 1
men 1
mere 1
midst 1
mocks 2
model 1
mohammed 1
more 1
must 3
mystery 1
name 2
names 1
natural 1
nature 2
new 1
no 1
now 1
oath 2
oaths 1
obeyed 1
of 21
offer 1
old 3
on 2
once 2
one 2
onto 1
opposed 1
or 4
other 1
others 1
out 1
over 2
overwhelmed 1
palestine 1
parlor 1
passes 2
people 2
perhaps 1
persian 1
person 1
perspective 1
pharaoh 2
pharaohs 1
philosophers 1
points 1
powerful 1
preternatural 1
pride 1
priest 1
priestess 1
princes 1
princess 4
pronounced 1
prophecies 1
pursues 1
rape 2
rather 1
rebuild 1
redemption 1
religions 1
repeatedly 1
resent 1
rest 1
return 2
reunite 1
revels 1
revenge 1
rider 1
rival 1
rome 1
ruin 1
rule 1
rumours 1
sanctuary 1
save 1
saves 1
says 2
see 1
seeing 1
sees 1
serve 2
sex 1
she 22
shes 1
should 1
since 2
sir 1
slave 1
so 3
soldier 1
soon 2
source 2
sources 1
spirit 1
spits 1
spread 1
stating 1
statues 1
stepping 1
still 1
story 2
swears 1
takes 1
tells 1
temptation 1
terrible 1
terror 1
than 1
that 8
the 42
them 1
themselves 1
there 2
they 3
this 3
thousand 1
through 4
time 1
to 29
told 1
travelling 1
tricks 1
turn 1
turned 1
tutor 2
two 1
urging 1
usher 1
vanity 1
veil 1
vicious 1
victory 1
wait 2
want 1
wanted 1
wants 1
warning 1
wars 1
was 4
way 3
weary 1
well 1
what 1
when 1
where 1
which 3
while 1
who 4
will 3
wisdom 3
wisdoms 1
with 4
witnesses 1
wives 1
women 1
world 6
would 1
years 1
young 1
youth 1
ysh 1
