31396551
/m/0gky98d
/m/0gky98d
Raymond E. Feist
2005-04-01
{"/m/01hmnh": "Fantasy"}
a 1
agents 1
an 1
and 6
armies 1
as 1
bloodthirsty 1
but 1
by 2
conclave 1
confidence 1
court 1
cunning 1
dark 1
deathmagic 1
des 1
despot 1
distant 1
duke 2
enemy 1
entrance 1
exceptionally 1
first 1
foul 1
frle 1
from 1
gain 1
gains 1
hawkins 2
he 1
his 2
in 1
into 1
is 1
isles 1
kingdom 1
league 1
leso 1
magicians 1
massacre 1
master 1
most 1
must 1
mysterious 1
necromancer 1
nobleman 1
now 1
of 8
olasko 1
one 1
only 1
order 1
posing 1
powerful 1
protected 1
put 1
recruited 1
renards 1
rescued 1
roi 1
secret 1
sell 1
shadows 1
skilled 1
society 1
soul 1
spies 1
survivor 1
sword 1
swordsman 1
tal 3
the 13
to 2
trained 1
trust 1
valuable 1
varen 1
village 2
was 1
well 1
whose 1
with 1
young 1
